"id","consumptionDate","truckId","excavatorId","supportEquipmentId","fuelType","quantity","costPerLiter","totalCost","operatingHours","distance","fuelEfficiency","fuelStation","remarks","createdAt","updatedAt"
"cmifyj2po0cgs2o7g79qg722e","2025-11-07T12:04:41.602Z","cmifyiw3604l42o7gh9oob5m3",,,"PERTAMAX",178.6438007881343,12000,2143725.609457612,15.4590382285773,193.3339266440928,2.496290389555912,"Station-A",,"2025-11-26T12:04:41.724Z","2025-11-26T12:04:41.724Z"
"cmifyj2pp0cgu2o7gko3xk67u","2025-10-28T12:04:41.602Z","cmifyiw3804l62o7gscyt7oz6",,,"SOLAR",130.3026068932113,6500,846966.9448058737,14.67964290595005,91.70539094803371,2.605853172598704,"Station-A",,"2025-11-26T12:04:41.726Z","2025-11-26T12:04:41.726Z"
"cmifyj2pr0cgw2o7g0trm3x49","2025-11-03T12:04:41.602Z",,,"cmifyixd005wm2o7g3jztcwh9","SOLAR",215.8271942999654,6500,1402876.762949775,15.33743324365095,,,"Station-A",,"2025-11-26T12:04:41.727Z","2025-11-26T12:04:41.727Z"
"cmifyj2ps0cgy2o7g8s6zajau","2025-10-30T12:04:41.602Z",,,"cmifyixd105wn2o7g8sn42dw9","SOLAR",475.513215730658,6500,3090835.902249277,13.44137546890973,,,"Station-C",,"2025-11-26T12:04:41.728Z","2025-11-26T12:04:41.728Z"
"cmifyj2pt0ch02o7g071chwx7","2025-11-15T12:04:41.602Z",,"cmifyiwsm05g02o7g1tspx6l1",,"SOLAR",403.6373156311085,6500,2623642.551602205,9.34513335203417,,,"Station-C",,"2025-11-26T12:04:41.729Z","2025-11-26T12:04:41.729Z"
"cmifyj2pu0ch22o7ggor0y3pn","2025-11-26T12:04:41.602Z",,,"cmifyixd405wp2o7g0vpau7t6","SOLAR",342.4155900629374,6500,2225701.335409093,11.3261098408061,,,"Station-C",,"2025-11-26T12:04:41.731Z","2025-11-26T12:04:41.731Z"
"cmifyj2pv0ch42o7giwxeymu7","2025-11-24T12:04:41.602Z",,,"cmifyixd505wq2o7g8l7r586e","SOLAR",332.8083739608197,6500,2163254.430745328,15.07652318892832,,,"Station-C",,"2025-11-26T12:04:41.732Z","2025-11-26T12:04:41.732Z"
"cmifyj2px0ch62o7g8zuu0rdb","2025-11-05T12:04:41.602Z","cmifyiw3i04li2o7gu89lc6mj",,,"SOLAR",318.5182572582391,6500,2070368.672178554,9.5582771431281,197.1064195759889,2.505033263002628,"Station-C",,"2025-11-26T12:04:41.733Z","2025-11-26T12:04:41.733Z"
"cmifyj2py0ch82o7gt4e45vod","2025-11-21T12:04:41.602Z","cmifyiw3j04lk2o7gx7ij10hy",,,"PERTAMAX",375.1874638307874,12000,4502249.565969449,13.78955481902449,152.4660466049604,2.170590412224272,"Station-A",,"2025-11-26T12:04:41.734Z","2025-11-26T12:04:41.734Z"
"cmifyj2pz0cha2o7gbbzkg08h","2025-11-07T12:04:41.602Z","cmifyiw3l04lm2o7gtsjcw7ea",,,"PERTAMAX",474.7387809025453,12000,5696865.370830543,14.33973838211902,168.7268364941351,2.651770550476293,"Station-C",,"2025-11-26T12:04:41.736Z","2025-11-26T12:04:41.736Z"
"cmifyj2q10chc2o7g55iyvrbz","2025-11-19T12:04:41.602Z","cmifyiw3n04lo2o7gjeryrohd",,,"PERTAMAX",231.3714883499355,12000,2776457.860199226,15.69421064586806,99.845474344134,2.094573993958443,"Station-C",,"2025-11-26T12:04:41.737Z","2025-11-26T12:04:41.737Z"
"cmifyj2q20che2o7gjmzd8w3s","2025-11-13T12:04:41.602Z",,,"cmifyixda05wv2o7g6o4qia2k","SOLAR",144.9539504620782,6500,942200.6780035084,15.83214143661356,,,"Station-C",,"2025-11-26T12:04:41.739Z","2025-11-26T12:04:41.739Z"
"cmifyj2q30chg2o7g171d5gng","2025-11-12T12:04:41.602Z","cmifyiw3q04ls2o7g76pct51j",,,"SOLAR",468.5833283544852,6500,3045791.634304154,10.32159791966166,73.62025747181539,2.017411213108238,"Station-A",,"2025-11-26T12:04:41.740Z","2025-11-26T12:04:41.740Z"
"cmifyj2q50chi2o7gj435yfaa","2025-10-29T12:04:41.602Z",,"cmifyiwsy05g92o7gg4jid2wh",,"SOLAR",405.3141464868161,6500,2634541.952164304,13.26559697855623,,,"Station-C",,"2025-11-26T12:04:41.741Z","2025-11-26T12:04:41.741Z"
"cmifyj2q60chk2o7gqu7gpa7b","2025-11-23T12:04:41.602Z","cmifyiw3t04lw2o7gl11u4gzi",,,"SOLAR",153.6104250126714,6500,998467.762582364,8.58586901040156,77.1771988761495,2.773351352819466,"Station-A",,"2025-11-26T12:04:41.742Z","2025-11-26T12:04:41.742Z"
"cmifyj2q70chm2o7gu9ys6eu7","2025-11-03T12:04:41.602Z",,,"cmifyixde05wz2o7ga9zv0jla","SOLAR",115.5731774689894,6500,751225.653548431,9.185731802677415,,,"Station-B",,"2025-11-26T12:04:41.743Z","2025-11-26T12:04:41.743Z"
"cmifyj2q80cho2o7ghnfelrk4","2025-10-31T12:04:41.602Z",,,"cmifyixdf05x02o7gc9hoof5j","SOLAR",246.5006760190631,6500,1602254.39412391,12.19944669369183,,,"Station-A",,"2025-11-26T12:04:41.745Z","2025-11-26T12:04:41.745Z"
"cmifyj2q90chq2o7gtv7o62gb","2025-10-31T12:04:41.602Z",,"cmifyiwt305gd2o7gqln2k8ln",,"SOLAR",408.1635438902593,6500,2653063.035286685,12.38754431606218,,,"Station-A",,"2025-11-26T12:04:41.746Z","2025-11-26T12:04:41.746Z"
"cmifyj2qb0chs2o7gcozm3xs1","2025-11-09T12:04:41.602Z",,"cmifyiwt405ge2o7gd4upx44t",,"SOLAR",456.0947306935882,6500,2964615.749508323,11.83009815276026,,,"Station-B",,"2025-11-26T12:04:41.747Z","2025-11-26T12:04:41.747Z"
"cmifyj2qc0chu2o7glinrmnba","2025-11-12T12:04:41.602Z","cmifyiw4004m62o7gy0wictxt",,,"PERTAMAX",478.6932697321917,12000,5744319.2367863,10.02032925701147,122.2295246373337,2.070294920390217,"Station-C",,"2025-11-26T12:04:41.748Z","2025-11-26T12:04:41.748Z"
"cmifyj2qd0chw2o7gr9ybhu9n","2025-11-08T12:04:41.602Z","cmifyiw4204m82o7gdjlv78y5",,,"PERTAMAX",258.5703536037944,12000,3102844.243245533,11.84347391365909,66.97167778363256,2.239080207532668,"Station-A",,"2025-11-26T12:04:41.750Z","2025-11-26T12:04:41.750Z"
"cmifyj2qe0chy2o7gspn8iqju","2025-11-01T12:04:41.602Z","cmifyiw4404ma2o7gth2llday",,,"PERTAMAX",257.3945054205058,12000,3088734.06504607,10.5477456003282,163.4025625452296,2.38761181159152,"Station-C",,"2025-11-26T12:04:41.751Z","2025-11-26T12:04:41.751Z"
"cmifyj2qg0ci02o7gaeuy6k17","2025-11-20T12:04:41.602Z","cmifyiw4604mc2o7g09uznga2",,,"PERTAMAX",206.9093037674515,12000,2482911.645209418,8.810192482604187,164.2038933521484,1.920870175224395,"Station-C",,"2025-11-26T12:04:41.752Z","2025-11-26T12:04:41.752Z"
"cmifyj2qh0ci22o7gj2mf5oc3","2025-11-18T12:04:41.602Z","cmifyiw4704me2o7gzd63g2bp",,,"PERTAMAX",171.83836222037,12000,2062060.34664444,10.55690978366244,128.6760385913689,1.948688794181507,"Station-B",,"2025-11-26T12:04:41.753Z","2025-11-26T12:04:41.753Z"
"cmifyj2qi0ci42o7gq5zepc5u","2025-11-05T12:04:41.602Z",,"cmifyiwtb05gk2o7gtvdjb4j6",,"SOLAR",483.7854813450354,6500,3144605.62874273,13.22214786164271,,,"Station-C",,"2025-11-26T12:04:41.755Z","2025-11-26T12:04:41.755Z"
"cmifyj2qk0ci62o7gdbohlu5i","2025-11-14T12:04:41.602Z","cmifyiw4a04mi2o7g6w08mn4x",,,"PERTAMAX",158.92228401513,12000,1907067.40818156,11.59543535401447,161.1437963610582,2.587269190376497,"Station-B",,"2025-11-26T12:04:41.756Z","2025-11-26T12:04:41.756Z"
"cmifyj2ql0ci82o7gtoa4cqe3","2025-11-09T12:04:41.602Z","cmifyiw4c04mk2o7gu724ouz3",,,"PERTAMAX",187.8835344878958,12000,2254602.413854749,8.611149536817278,110.5180972933887,2.4071688526876,"Station-B",,"2025-11-26T12:04:41.757Z","2025-11-26T12:04:41.757Z"
"cmifyj2qm0cia2o7g3nrj0wb5","2025-11-14T12:04:41.602Z","cmifyiw4e04mm2o7g4pcjn7ke",,,"PERTAMAX",419.9586899258294,12000,5039504.279109953,13.72143944602744,157.3099756348615,2.154176909190255,"Station-C",,"2025-11-26T12:04:41.759Z","2025-11-26T12:04:41.759Z"
"cmifyj2qn0cic2o7ggq4m0zvy","2025-11-12T12:04:41.602Z",,,"cmifyixds05xc2o7gdt36hzl7","SOLAR",168.7652431195048,6500,1096974.080276781,13.84592430273941,,,"Station-A",,"2025-11-26T12:04:41.760Z","2025-11-26T12:04:41.760Z"
"cmifyj2qp0cie2o7gaqqpqy1u","2025-11-19T12:04:41.602Z",,"cmifyiwth05gp2o7giz16fdz3",,"SOLAR",231.5414749595576,6500,1505019.587237125,12.50026562610185,,,"Station-C",,"2025-11-26T12:04:41.761Z","2025-11-26T12:04:41.761Z"
"cmifyj2qq0cig2o7gkncsbqrw","2025-11-04T12:04:41.602Z","cmifyiw4i04ms2o7g7frn1e1k",,,"SOLAR",442.1542865827026,6500,2874002.862787567,10.52349214202527,64.592532641063,1.885633535193829,"Station-B",,"2025-11-26T12:04:41.762Z","2025-11-26T12:04:41.762Z"
"cmifyj2qr0cii2o7g99pip2tu","2025-11-06T12:04:41.602Z",,"cmifyiwtk05gr2o7gfwirrhq4",,"SOLAR",463.6607630436455,6500,3013794.959783696,12.26686078582322,,,"Station-A",,"2025-11-26T12:04:41.764Z","2025-11-26T12:04:41.764Z"
"cmifyj2qt0cik2o7g5m649icl","2025-11-15T12:04:41.602Z",,,"cmifyixdx05xg2o7gfz0ue6x1","SOLAR",435.426295648558,6500,2830270.921715627,13.97541337338377,,,"Station-B",,"2025-11-26T12:04:41.765Z","2025-11-26T12:04:41.765Z"
"cmifyj2qu0cim2o7gjiz2m7k1","2025-11-26T12:04:41.602Z","cmifyiw4n04my2o7gbr0q9s5k",,,"PERTAMAX",213.2894797841983,12000,2559473.75741038,9.968645513634307,106.3473121028695,2.606785097760534,"Station-B",,"2025-11-26T12:04:41.766Z","2025-11-26T12:04:41.766Z"
"cmifyj2qv0cio2o7gmllcuz6x","2025-11-16T12:04:41.602Z","cmifyiw4o04n02o7g6aapw8p5",,,"SOLAR",497.6019723902211,6500,3234412.820536437,14.39731828570669,113.329822488485,1.586828234451319,"Station-C",,"2025-11-26T12:04:41.767Z","2025-11-26T12:04:41.767Z"
"cmifyj2qw0ciq2o7gq9rqxaws","2025-11-05T12:04:41.602Z","cmifyiw4q04n22o7go2lhbgdk",,,"SOLAR",171.9628611815213,6500,1117758.597679889,11.86419095967358,188.6932144713015,2.436841255730511,"Station-A",,"2025-11-26T12:04:41.769Z","2025-11-26T12:04:41.769Z"
"cmifyj2qy0cis2o7gi8pmzoel","2025-11-14T12:04:41.602Z",,,"cmifyixe205xk2o7gxyskk9hk","SOLAR",118.9630281661543,6500,773259.683080003,15.40819793928723,,,"Station-C",,"2025-11-26T12:04:41.770Z","2025-11-26T12:04:41.770Z"
"cmifyj2qz0ciu2o7gpgvl3mo3","2025-11-20T12:04:41.602Z",,"cmifyiwtr05gx2o7g1xj4u403",,"SOLAR",185.2731046022566,6500,1204275.179914668,10.35050324688447,,,"Station-B",,"2025-11-26T12:04:41.772Z","2025-11-26T12:04:41.772Z"
"cmifyj2r00ciw2o7gqcyv4ucx","2025-11-17T12:04:41.602Z",,"cmifyiwts05gy2o7gzboorno0",,"SOLAR",288.1183567720115,6500,1872769.319018075,15.52828584318106,,,"Station-A",,"2025-11-26T12:04:41.773Z","2025-11-26T12:04:41.773Z"
"cmifyj2r20ciy2o7g0wk0kgzy","2025-11-06T12:04:41.602Z","cmifyiw4v04na2o7gmcx8gbhp",,,"PERTAMAX",405.706382565123,12000,4868476.590781476,8.121771256029284,98.61737322487747,2.182503130337535,"Station-C",,"2025-11-26T12:04:41.774Z","2025-11-26T12:04:41.774Z"
"cmifyj2r30cj02o7gcy2h5pvv","2025-11-16T12:04:41.602Z",,,"cmifyixe805xo2o7g6o314951","SOLAR",283.6366645834873,6500,1843638.319792668,12.35944906011466,,,"Station-C",,"2025-11-26T12:04:41.775Z","2025-11-26T12:04:41.775Z"
"cmifyj2r40cj22o7gzhc7i0lk","2025-11-13T12:04:41.602Z","cmifyiw4y04ne2o7gohvbgutk",,,"PERTAMAX",238.2867649638691,12000,2859441.179566429,11.06172303711679,117.648713992856,1.765631005059153,"Station-A",,"2025-11-26T12:04:41.777Z","2025-11-26T12:04:41.777Z"
"cmifyj2r50cj42o7gnmfogpj2","2025-11-25T12:04:41.602Z","cmifyiw5004ng2o7gc8ihrz5k",,,"PERTAMAX",445.5573663366137,12000,5346688.396039365,11.05963489196535,62.48705379386996,2.147879022784753,"Station-A",,"2025-11-26T12:04:41.778Z","2025-11-26T12:04:41.778Z"
"cmifyj2r70cj62o7gcgrnq7ld","2025-11-02T12:04:41.602Z",,,"cmifyixeb05xr2o7gub5dlxjw","SOLAR",287.0904662450763,6500,1866088.030592996,8.751265281518767,,,"Station-C",,"2025-11-26T12:04:41.779Z","2025-11-26T12:04:41.779Z"
"cmifyj2r80cj82o7ggsphofz0","2025-11-10T12:04:41.602Z",,,"cmifyixed05xs2o7g19z6zzui","SOLAR",421.3266711124002,6500,2738623.362230601,11.61079137805533,,,"Station-C",,"2025-11-26T12:04:41.780Z","2025-11-26T12:04:41.780Z"
"cmifyj2r90cja2o7g1tne8u3a","2025-11-26T12:04:41.602Z","cmifyiw5504nm2o7g75566ckh",,,"SOLAR",365.208138214384,6500,2373852.898393496,13.0072958375344,173.7028334257665,2.80120337187447,"Station-A",,"2025-11-26T12:04:41.782Z","2025-11-26T12:04:41.782Z"
"cmifyj2ra0cjc2o7ge56cbe36","2025-10-28T12:04:41.602Z","cmifyiw5604no2o7g9s2qpte0",,,"SOLAR",439.9020702028889,6500,2859363.456318778,14.75499341715567,195.5281313041348,2.615028551473868,"Station-A",,"2025-11-26T12:04:41.783Z","2025-11-26T12:04:41.783Z"
"cmifyj2rc0cje2o7g0lf1bczd","2025-11-18T12:04:41.602Z",,"cmifyiwu305h72o7gq0p12bfp",,"SOLAR",167.5209983826802,6500,1088886.489487421,9.077615070639338,,,"Station-A",,"2025-11-26T12:04:41.784Z","2025-11-26T12:04:41.784Z"
"cmifyj2rd0cjg2o7gp6ro6ic4","2025-11-18T12:04:41.602Z","cmifyiw5904ns2o7g55oagpwn",,,"SOLAR",164.5854209508844,6500,1069805.236180749,10.57970261204766,152.8902678925215,2.842511074647084,"Station-C",,"2025-11-26T12:04:41.785Z","2025-11-26T12:04:41.785Z"
"cmifyj2re0cji2o7gnxafr8lx","2025-11-05T12:04:41.602Z",,"cmifyiwu605h92o7gvcg7k6hm",,"SOLAR",378.6145996033898,6500,2460994.897422033,14.32497859305001,,,"Station-C",,"2025-11-26T12:04:41.786Z","2025-11-26T12:04:41.786Z"
"cmifyj2rg0cjk2o7gbkr9ag6d","2025-10-30T12:04:41.602Z","cmifyiw5c04nw2o7g2tqjzexf",,,"SOLAR",388.6725445139664,6500,2526371.539340782,11.20436117034021,172.4925886336301,2.313488645471224,"Station-A",,"2025-11-26T12:04:41.788Z","2025-11-26T12:04:41.788Z"
"cmifyj2rh0cjm2o7g681xv1uu","2025-11-09T12:04:41.602Z","cmifyiw5d04ny2o7g8x3zqnm0",,,"SOLAR",407.122199901109,6500,2646294.299357208,15.15766878800723,144.0615922947353,2.203045284256691,"Station-C",,"2025-11-26T12:04:41.789Z","2025-11-26T12:04:41.789Z"
"cmifyj2ri0cjo2o7gsvzbl2h1","2025-11-02T12:04:41.602Z","cmifyiw5f04o02o7g0lrl61me",,,"SOLAR",144.8333134297643,6500,941416.537293468,12.99868520938484,190.3210059911976,2.984374085807038,"Station-B",,"2025-11-26T12:04:41.790Z","2025-11-26T12:04:41.790Z"
"cmifyj2rj0cjq2o7gpn5ks1y9","2025-11-03T12:04:41.602Z","cmifyiw5h04o22o7g2t3nanxh",,,"PERTAMAX",499.7114520338613,12000,5996537.424406336,8.050195888418166,123.9172011911518,2.440004445482946,"Station-C",,"2025-11-26T12:04:41.792Z","2025-11-26T12:04:41.792Z"
"cmifyj2rk0cjs2o7g6l3fackn","2025-11-01T12:04:41.602Z",,"cmifyiwuc05he2o7gbvf8kt50",,"SOLAR",276.9111563921816,6500,1799922.51654918,8.50340052704244,,,"Station-C",,"2025-11-26T12:04:41.793Z","2025-11-26T12:04:41.793Z"
"cmifyj2rm0cju2o7gtcsswjyo","2025-11-09T12:04:41.602Z","cmifyiw5k04o62o7gqd3g1yt6",,,"SOLAR",330.1132785840982,6500,2145736.310796638,8.934463597960017,153.5105629387957,1.821906138966248,"Station-A",,"2025-11-26T12:04:41.794Z","2025-11-26T12:04:41.794Z"
"cmifyj2rn0cjw2o7ghs2ounlb","2025-11-18T12:04:41.602Z",,"cmifyiwue05hg2o7gsd0yrv6z",,"SOLAR",357.9487884871032,6500,2326667.125166171,10.01360195671393,,,"Station-B",,"2025-11-26T12:04:41.795Z","2025-11-26T12:04:41.795Z"
"cmifyj2rp0cjy2o7g3ldgtxtd","2025-11-10T12:04:41.602Z",,"cmifyiwuf05hh2o7gyn9du780",,"SOLAR",113.8381506388129,6500,739947.9791522836,12.05352116542389,,,"Station-C",,"2025-11-26T12:04:41.797Z","2025-11-26T12:04:41.797Z"
"cmifyj2rq0ck02o7gkdp9zhik","2025-10-30T12:04:41.602Z",,,"cmifyixes05y62o7g7h7kkupd","SOLAR",237.3168655400376,6500,1542559.626010245,10.82436265705003,,,"Station-C",,"2025-11-26T12:04:41.798Z","2025-11-26T12:04:41.798Z"
"cmifyj2rr0ck22o7gn6fp9r7p","2025-11-20T12:04:41.602Z",,"cmifyiwui05hj2o7g2yb6vmoh",,"SOLAR",255.2459698357597,6500,1659098.803932438,15.43772385217616,,,"Station-C",,"2025-11-26T12:04:41.800Z","2025-11-26T12:04:41.800Z"
"cmifyj2rs0ck42o7gs4vh84dg","2025-11-22T12:04:41.602Z","cmifyiw5s04og2o7gp4tb2efa",,,"SOLAR",243.0809589646818,6500,1580026.233270431,10.1797382528232,71.80434284212672,1.590974349137255,"Station-C",,"2025-11-26T12:04:41.801Z","2025-11-26T12:04:41.801Z"
"cmifyj2ru0ck62o7gzn81ei8u","2025-11-24T12:04:41.602Z","cmifyiw5t04oi2o7gvfitejw3",,,"SOLAR",372.455724135866,6500,2420962.206883129,10.37518209502734,192.7816224706728,2.776931118868271,"Station-C",,"2025-11-26T12:04:41.802Z","2025-11-26T12:04:41.802Z"
"cmifyj2rv0ck82o7g073ta4v2","2025-11-16T12:04:41.602Z","cmifyiw5v04ok2o7gvj4ztkqm",,,"PERTAMAX",320.6185051351026,12000,3847422.061621231,14.15103346804911,53.37848003055259,1.763308333614567,"Station-C",,"2025-11-26T12:04:41.803Z","2025-11-26T12:04:41.803Z"
"cmifyj2rx0cka2o7gqvrmr3c6","2025-11-19T12:04:41.602Z","cmifyiw5w04om2o7gxjpdrcbv",,,"SOLAR",213.4812580232887,6500,1387628.177151376,10.5252810949838,98.04028190486778,2.033715847513266,"Station-A",,"2025-11-26T12:04:41.805Z","2025-11-26T12:04:41.805Z"
"cmifyj2ry0ckc2o7g2rwdzhhz","2025-11-05T12:04:41.602Z","cmifyiw5y04oo2o7gel0v2k89",,,"SOLAR",344.6144813466169,6500,2239994.12875301,15.03649311851755,131.1024183268959,2.424085908772256,"Station-A",,"2025-11-26T12:04:41.806Z","2025-11-26T12:04:41.806Z"
"cmifyj2rz0cke2o7g2fam7oit","2025-11-12T12:04:41.602Z",,,"cmifyixez05yd2o7gp7ui882m","SOLAR",490.4738652580621,6500,3188080.124177403,15.48039381508933,,,"Station-B",,"2025-11-26T12:04:41.807Z","2025-11-26T12:04:41.807Z"
"cmifyj2s00ckg2o7g5s3os9cq","2025-10-30T12:04:41.602Z","cmifyiw6104os2o7grr15tyuu",,,"PERTAMAX",430.0189780884203,12000,5160227.737061044,11.99214103747407,163.0435661688301,1.623232602854734,"Station-A",,"2025-11-26T12:04:41.809Z","2025-11-26T12:04:41.809Z"
"cmifyj2s10cki2o7g4caxt17z","2025-11-06T12:04:41.602Z","cmifyiw6304ou2o7g6i1089zb",,,"SOLAR",450.4367352069074,6500,2927838.778844898,9.000719476081592,151.8621700072659,2.67206459154929,"Station-C",,"2025-11-26T12:04:41.810Z","2025-11-26T12:04:41.810Z"
"cmifyj2s30ckk2o7g1z8rrkme","2025-11-11T12:04:41.602Z",,"cmifyiwut05hs2o7gyrxfpxe3",,"SOLAR",292.0147639493509,6500,1898095.965670781,8.784429431164323,,,"Station-B",,"2025-11-26T12:04:41.811Z","2025-11-26T12:04:41.811Z"
"cmifyj2s40ckm2o7g8mynfq6k","2025-11-01T12:04:41.602Z","cmifyiw6604oy2o7g7g0gjctw",,,"PERTAMAX",243.2770729305406,12000,2919324.875166487,15.86459586405837,110.1645191231931,2.384968049391552,"Station-B",,"2025-11-26T12:04:41.812Z","2025-11-26T12:04:41.812Z"
"cmifyj2s50cko2o7gdb6hpnlg","2025-11-10T12:04:41.602Z",,"cmifyiwuv05hu2o7gf8a7a9bb",,"SOLAR",132.8547106280796,6500,863555.6190825175,14.29271917167994,,,"Station-A",,"2025-11-26T12:04:41.813Z","2025-11-26T12:04:41.813Z"
"cmifyj2s60ckq2o7g9h7l76l0","2025-11-12T12:04:41.602Z",,"cmifyiwuw05hv2o7gwuczb2y4",,"SOLAR",330.7224971612216,6500,2149696.231547941,14.26480402965356,,,"Station-A",,"2025-11-26T12:04:41.815Z","2025-11-26T12:04:41.815Z"
"cmifyj2s70cks2o7g5kligwuh","2025-11-21T12:04:41.602Z","cmifyiw6a04p42o7g0bpxs4yn",,,"PERTAMAX",301.661980660127,12000,3619943.767921524,8.248380355078092,137.7002252712535,2.980858939860575,"Station-C",,"2025-11-26T12:04:41.816Z","2025-11-26T12:04:41.816Z"
"cmifyj2s90cku2o7gelrktjle","2025-11-09T12:04:41.602Z","cmifyiw6c04p62o7g0w3hvi24",,,"PERTAMAX",295.1020878264138,12000,3541225.053916966,13.68327089996603,156.6689939883855,2.034287336045174,"Station-B",,"2025-11-26T12:04:41.817Z","2025-11-26T12:04:41.817Z"
"cmifyj2sa0ckw2o7g80r6w0m2","2025-11-12T12:04:41.602Z","cmifyiw6d04p82o7gp2dxxdmk",,,"SOLAR",252.8721546340784,6500,1643669.00512151,10.11590802361109,135.5635706608966,2.859369673511686,"Station-A",,"2025-11-26T12:04:41.818Z","2025-11-26T12:04:41.818Z"
"cmifyj2sb0cky2o7gnd8r1dfk","2025-11-07T12:04:41.602Z","cmifyiw6f04pa2o7gnnepafgx",,,"PERTAMAX",293.6874986334109,12000,3524249.983600931,8.408414666463269,80.02145182203525,2.862849862359066,"Station-A",,"2025-11-26T12:04:41.819Z","2025-11-26T12:04:41.819Z"
"cmifyj2sd0cl02o7gko3mbsmn","2025-11-11T12:04:41.602Z","cmifyiw6h04pc2o7gx9t3hp9q",,,"SOLAR",302.2232676063248,6500,1964451.239441111,11.60094494698043,52.72862848330742,2.301140069374191,"Station-A",,"2025-11-26T12:04:41.821Z","2025-11-26T12:04:41.821Z"
"cmifyj2se0cl22o7gukl0exzy","2025-11-04T12:04:41.602Z",,"cmifyiwv405i12o7g29vpcxol",,"SOLAR",182.0697373560959,6500,1183453.292814623,11.811202952748,,,"Station-B",,"2025-11-26T12:04:41.822Z","2025-11-26T12:04:41.822Z"
"cmifyj2sf0cl42o7gmw2q05m8","2025-11-05T12:04:41.602Z","cmifyiw6k04pg2o7gypo0am45",,,"PERTAMAX",443.5365955600945,12000,5322439.146721134,13.02174358323742,67.90416356271209,2.005629284633303,"Station-A",,"2025-11-26T12:04:41.824Z","2025-11-26T12:04:41.824Z"
"cmifyj2sg0cl62o7g1wojkfq1","2025-11-15T12:04:41.602Z",,,"cmifyixff05yr2o7gsvn4qhfe","SOLAR",187.6427503945697,6500,1219677.877564703,12.62831097081399,,,"Station-A",,"2025-11-26T12:04:41.825Z","2025-11-26T12:04:41.825Z"
"cmifyj2si0cl82o7go2q6k61m","2025-11-23T12:04:41.602Z","cmifyiw6n04pk2o7gaan4q2f0",,,"PERTAMAX",230.8262619532011,12000,2769915.143438413,13.94764022856193,185.3733785597304,1.940242422608533,"Station-A",,"2025-11-26T12:04:41.826Z","2025-11-26T12:04:41.826Z"
"cmifyj2sj0cla2o7gc2m1h8hm","2025-11-18T12:04:41.602Z","cmifyiw6p04pm2o7ghpu67qoy",,,"PERTAMAX",127.1660701635819,12000,1525992.841962983,15.09846566198161,161.8970090106949,2.546876359350963,"Station-C",,"2025-11-26T12:04:41.827Z","2025-11-26T12:04:41.827Z"
"cmifyj2sk0clc2o7grf4z22eg","2025-10-31T12:04:41.602Z","cmifyiw6q04po2o7g51elhsex",,,"PERTAMAX",410.4381245492276,12000,4925257.494590731,14.02851952887778,137.3924417921053,2.602500542464866,"Station-A",,"2025-11-26T12:04:41.829Z","2025-11-26T12:04:41.829Z"
"cmifyj2sl0cle2o7g7k39qqbb","2025-11-26T12:04:41.602Z","cmifyiw6s04pq2o7g224fmhyi",,,"PERTAMAX",468.4967160480084,12000,5621960.5925761,13.80981667758442,176.8533684032406,1.754803113811197,"Station-A",,"2025-11-26T12:04:41.830Z","2025-11-26T12:04:41.830Z"
"cmifyj2sn0clg2o7gnwz1jb8v","2025-11-21T12:04:41.602Z",,,"cmifyixfk05yw2o7gl8o07n19","SOLAR",280.5795059886771,6500,1823766.788926401,9.309591690323012,,,"Station-A",,"2025-11-26T12:04:41.831Z","2025-11-26T12:04:41.831Z"
"cmifyj2so0cli2o7g113za63w","2025-11-02T12:04:41.602Z","cmifyiw6v04pu2o7glvo1966c",,,"PERTAMAX",413.8588420555715,12000,4966306.104666858,8.418557245756439,78.41505336818767,2.596908603457091,"Station-B",,"2025-11-26T12:04:41.832Z","2025-11-26T12:04:41.832Z"
"cmifyj2sp0clk2o7gdkb9h0rp","2025-11-04T12:04:41.602Z","cmifyiw6x04pw2o7gc4zm2zta",,,"SOLAR",127.3977236135597,6500,828085.2034881379,15.97665055088856,195.9490077477312,2.384828132573866,"Station-C",,"2025-11-26T12:04:41.833Z","2025-11-26T12:04:41.833Z"
"cmifyj2sq0clm2o7gysegijqn","2025-11-26T12:04:41.602Z",,"cmifyiwvh05ib2o7gil29quhg",,"SOLAR",321.6443544073248,6500,2090688.303647612,9.709143372080954,,,"Station-B",,"2025-11-26T12:04:41.834Z","2025-11-26T12:04:41.834Z"
"cmifyj2sr0clo2o7gmzzqehvh","2025-11-03T12:04:41.602Z","cmifyiw7004q02o7gcmj1rkyn",,,"SOLAR",379.4216666917538,6500,2466240.8334964,13.28269850949389,128.9186289605894,2.650040016503738,"Station-C",,"2025-11-26T12:04:41.836Z","2025-11-26T12:04:41.836Z"
"cmifyj2st0clq2o7g0ramnnm8","2025-11-02T12:04:41.602Z","cmifyiw7104q22o7g0h5dhgpe",,,"PERTAMAX",435.0070844897023,12000,5220085.013876428,15.26140780375506,81.94598616670278,2.806256354005888,"Station-A",,"2025-11-26T12:04:41.837Z","2025-11-26T12:04:41.837Z"
"cmifyj2su0cls2o7g9as5al6c","2025-10-28T12:04:41.602Z","cmifyiw7304q42o7gbn1ltlu4",,,"SOLAR",140.6230761322205,6500,914049.9948594334,12.45751611819565,50.91916780007809,1.897509956426766,"Station-B",,"2025-11-26T12:04:41.839Z","2025-11-26T12:04:41.839Z"
