"id","maintenanceNumber","truckId","excavatorId","supportEquipmentId","maintenanceType","scheduledDate","actualDate","completionDate","duration","cost","description","partsReplaced","mechanicName","status","downtimeHours","remarks","createdAt","updatedAt"
"cmifyj21q0biq2o7g38fjybdu","MNT-000079",,"cmifyiws105fj2o7gjwghiu7c",,"PREDICTIVE","2025-10-23T12:04:40.731Z","2025-10-26T12:04:40.731Z","2025-10-27T13:04:40.731Z",25,51312860.91808432,"Maintenance CORRECTIVE 79","{""parts"":""Brake Pad"",""quantity"":1}","Dedi","COMPLETED",25,,"2025-11-26T12:04:40.863Z","2025-11-26T12:04:40.863Z"
"cmifyj21s0bis2o7gxo9fyvsk","MNT-000080","cmifyiw2n04kg2o7gyns04rf8",,,"PREDICTIVE",,"2025-10-29T12:04:40.731Z",,,,"Maintenance CORRECTIVE 80",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.864Z","2025-11-26T12:04:40.864Z"
"cmifyj21t0biu2o7g45hpxx8k","MNT-000081","cmifyiw2p04ki2o7gn7recm9v",,,"PREVENTIVE","2025-11-20T12:04:40.731Z","2025-11-23T12:04:40.731Z","2025-11-24T23:04:40.731Z",35,32034964.11751186,"Maintenance PREDICTIVE 81","{""parts"":""Brake Pad"",""quantity"":2}","Dedi","COMPLETED",35,,"2025-11-26T12:04:40.866Z","2025-11-26T12:04:40.866Z"
"cmifyj21v0biw2o7g8rkfroji","MNT-000082","cmifyiw2q04kk2o7gw0x06rc4",,,"PREDICTIVE","2025-11-11T12:04:40.731Z","2025-11-14T12:04:40.731Z","2025-11-14T19:04:40.731Z",7,27847072.06746448,"Maintenance INSPECTION 82","{""parts"":""Filter Oli"",""quantity"":2}","Rudi","COMPLETED",7,,"2025-11-26T12:04:40.867Z","2025-11-26T12:04:40.867Z"
"cmifyj21x0biy2o7g32jl8b0l","MNT-000083",,,"cmifyixcp05wb2o7grefwgkwv","INSPECTION","2025-10-18T12:04:40.731Z","2025-10-21T12:04:40.731Z",,,,"Maintenance PREDICTIVE 83",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.869Z","2025-11-26T12:04:40.869Z"
"cmifyj21y0bj02o7gtxqpstyp","MNT-000084","cmifyiw2u04ko2o7g4z13u4fs",,,"CORRECTIVE","2025-11-14T12:04:40.731Z","2025-11-17T12:04:40.731Z","2025-11-18T23:04:40.731Z",35,44047554.04816167,"Maintenance PREDICTIVE 84","{""parts"":""Brake Pad"",""quantity"":3}","Budi","COMPLETED",35,,"2025-11-26T12:04:40.871Z","2025-11-26T12:04:40.871Z"
"cmifyj2200bj22o7g71yl4g3k","MNT-000085",,,"cmifyixcr05wd2o7gsijqre81","PREVENTIVE",,"2025-11-18T12:04:40.731Z",,,,"Maintenance PREVENTIVE 85",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.872Z","2025-11-26T12:04:40.872Z"
"cmifyj2220bj42o7gvh1sgqu2","MNT-000086",,,"cmifyixcs05we2o7g8vkim5ry","PREVENTIVE","2025-09-05T12:04:40.731Z","2025-09-08T12:04:40.731Z",,,,"Maintenance PREVENTIVE 86",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.874Z","2025-11-26T12:04:40.874Z"
"cmifyj2230bj62o7g3cvm6f0e","MNT-000087",,,"cmifyixct05wf2o7gnsf949w1","CORRECTIVE","2025-10-14T12:04:40.731Z","2025-10-17T12:04:40.731Z",,,,"Maintenance PREDICTIVE 87",,"Rudi","IN_PROGRESS",0,,"2025-11-26T12:04:40.876Z","2025-11-26T12:04:40.876Z"
"cmifyj2250bj82o7g0qxkeavk","MNT-000088","cmifyiw3004kw2o7gtobpuv81",,,"OVERHAUL","2025-09-15T12:04:40.731Z","2025-09-18T12:04:40.731Z",,,,"Maintenance PREVENTIVE 88",,"Agus","CANCELLED",0,,"2025-11-26T12:04:40.877Z","2025-11-26T12:04:40.877Z"
"cmifyj2260bja2o7gdj2ixcr8","MNT-000089",,"cmifyiwsd05ft2o7ghspbecye",,"PREVENTIVE","2025-10-06T12:04:40.731Z","2025-10-09T12:04:40.731Z","2025-10-11T11:04:40.731Z",47,33732393.84630907,"Maintenance OVERHAUL 89","{""parts"":""Filter Oli"",""quantity"":1}","Rudi","COMPLETED",47,,"2025-11-26T12:04:40.878Z","2025-11-26T12:04:40.878Z"
"cmifyj2280bjc2o7gfjkktj4w","MNT-000090",,"cmifyiwse05fu2o7gduusjwqm",,"OVERHAUL","2025-10-13T12:04:40.731Z","2025-10-16T12:04:40.731Z",,,,"Maintenance PREVENTIVE 90",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.880Z","2025-11-26T12:04:40.880Z"
"cmifyj2290bje2o7gvqcl5r99","MNT-000091","cmifyiw3404l22o7gpo4ivokc",,,"PREDICTIVE","2025-10-19T12:04:40.731Z","2025-10-22T12:04:40.731Z",,,,"Maintenance PREDICTIVE 91",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.881Z","2025-11-26T12:04:40.881Z"
"cmifyj22a0bjg2o7g9ialb461","MNT-000092",,,"cmifyixcy05wk2o7guj73ubv1","CORRECTIVE","2025-11-22T12:04:40.731Z","2025-11-25T12:04:40.731Z","2025-11-25T12:04:40.731Z",0,27055916.41061674,"Maintenance INSPECTION 92","{""parts"":""Ban"",""quantity"":2}","Budi","COMPLETED",0,,"2025-11-26T12:04:40.883Z","2025-11-26T12:04:40.883Z"
"cmifyj22c0bji2o7gitp3fhbt","MNT-000093",,,"cmifyixcz05wl2o7g0msup6kw","PREVENTIVE",,"2025-09-29T12:04:40.731Z",,,,"Maintenance CORRECTIVE 93",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.884Z","2025-11-26T12:04:40.884Z"
"cmifyj22d0bjk2o7gsatqhh1n","MNT-000094","cmifyiw3a04l82o7gdjsab5g8",,,"CORRECTIVE","2025-10-20T12:04:40.731Z","2025-10-23T12:04:40.731Z","2025-10-24T00:04:40.731Z",12,53057162.90727518,"Maintenance PREVENTIVE 94","{""parts"":""Ban"",""quantity"":2}","Rudi","COMPLETED",12,,"2025-11-26T12:04:40.886Z","2025-11-26T12:04:40.886Z"
"cmifyj22f0bjm2o7gbe7mv2xo","MNT-000095","cmifyiw3b04la2o7gli8chyph",,,"PREVENTIVE","2025-08-31T12:04:40.731Z","2025-09-03T12:04:40.731Z",,,,"Maintenance CORRECTIVE 95",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.888Z","2025-11-26T12:04:40.888Z"
"cmifyj22h0bjo2o7gb5pxese1","MNT-000096",,,"cmifyixd305wo2o7g1qw12ft0","INSPECTION","2025-11-19T12:04:40.731Z","2025-11-22T12:04:40.731Z",,,,"Maintenance INSPECTION 96",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.889Z","2025-11-26T12:04:40.889Z"
"cmifyj22i0bjq2o7g7qci3bue","MNT-000097","cmifyiw3f04le2o7gs9rm0s84",,,"INSPECTION","2025-10-28T12:04:40.731Z","2025-10-31T12:04:40.731Z",,,,"Maintenance INSPECTION 97",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.891Z","2025-11-26T12:04:40.891Z"
"cmifyj22k0bjs2o7gc4nm6isc","MNT-000098","cmifyiw3g04lg2o7gk58mceve",,,"PREDICTIVE","2025-11-20T12:04:40.731Z","2025-11-23T12:04:40.731Z",,,,"Maintenance INSPECTION 98",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:40.892Z","2025-11-26T12:04:40.892Z"
"cmifyj22l0bju2o7gna08k0d6","MNT-000099",,"cmifyiwsq05g32o7g7xw0ovsp",,"PREVENTIVE","2025-09-24T12:04:40.731Z","2025-09-27T12:04:40.731Z",,,,"Maintenance PREDICTIVE 99",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.894Z","2025-11-26T12:04:40.894Z"
"cmifyj22m0bjw2o7g3rjoi2nm","MNT-000100",,"cmifyiwsr05g42o7gpxmxdwby",,"PREVENTIVE","2025-09-16T12:04:40.731Z","2025-09-19T12:04:40.731Z",,,,"Maintenance INSPECTION 100",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.895Z","2025-11-26T12:04:40.895Z"
"cmifyj22o0bjy2o7g4cfg13pr","MNT-000101","cmifyiw3l04lm2o7gtsjcw7ea",,,"PREDICTIVE","2025-11-11T12:04:40.731Z","2025-11-14T12:04:40.731Z","2025-11-15T03:04:40.731Z",15,9136121.934097981,"Maintenance OVERHAUL 101","{""parts"":""Filter Oli"",""quantity"":4}","Dedi","COMPLETED",15,,"2025-11-26T12:04:40.896Z","2025-11-26T12:04:40.896Z"
"cmifyj22p0bk02o7gr41i0kby","MNT-000102","cmifyiw3n04lo2o7gjeryrohd",,,"PREDICTIVE","2025-08-29T12:04:40.731Z","2025-09-01T12:04:40.731Z",,,,"Maintenance PREDICTIVE 102",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.897Z","2025-11-26T12:04:40.897Z"
"cmifyj22q0bk22o7gstzmin9p","MNT-000103","cmifyiw3o04lq2o7grnfd82wg",,,"INSPECTION","2025-11-04T12:04:40.731Z","2025-11-07T12:04:40.731Z",,,,"Maintenance CORRECTIVE 103",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.899Z","2025-11-26T12:04:40.899Z"
"cmifyj22s0bk42o7g9op4mrvh","MNT-000104",,"cmifyiwsw05g82o7gboa0e7l8",,"CORRECTIVE",,"2025-11-13T12:04:40.731Z",,,,"Maintenance PREDICTIVE 104",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.900Z","2025-11-26T12:04:40.900Z"
"cmifyj22t0bk62o7gat1aa40i","MNT-000105",,,"cmifyixdc05wx2o7gf7e2wfbt","PREVENTIVE",,"2025-10-16T12:04:40.731Z","2025-10-17T04:04:40.731Z",16,31528755.14410107,"Maintenance PREVENTIVE 105","{""parts"":""Ban"",""quantity"":2}","Agus","COMPLETED",16,,"2025-11-26T12:04:40.901Z","2025-11-26T12:04:40.901Z"
"cmifyj22u0bk82o7gmry5wj5d","MNT-000106","cmifyiw3t04lw2o7gl11u4gzi",,,"CORRECTIVE","2025-09-11T12:04:40.731Z","2025-09-14T12:04:40.731Z",,,,"Maintenance CORRECTIVE 106",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.903Z","2025-11-26T12:04:40.903Z"
"cmifyj22w0bka2o7gy1vt0dh4","MNT-000107","cmifyiw3u04ly2o7gw3b3ah3k",,,"CORRECTIVE","2025-10-09T12:04:40.731Z","2025-10-12T12:04:40.731Z",,,,"Maintenance CORRECTIVE 107",,"Dedi","CANCELLED",0,,"2025-11-26T12:04:40.904Z","2025-11-26T12:04:40.904Z"
"cmifyj22x0bkc2o7gjg04caty","MNT-000108",,,"cmifyixdf05x02o7gc9hoof5j","INSPECTION","2025-10-14T12:04:40.731Z","2025-10-17T12:04:40.731Z",,,,"Maintenance CORRECTIVE 108",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.906Z","2025-11-26T12:04:40.906Z"
"cmifyj22z0bke2o7gh2s8c4p4","MNT-000109","cmifyiw3x04m22o7govjzfqcz",,,"OVERHAUL",,"2025-10-30T12:04:40.731Z",,,,"Maintenance INSPECTION 109",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.907Z","2025-11-26T12:04:40.907Z"
"cmifyj2300bkg2o7gcoli0mlb","MNT-000110",,,"cmifyixdi05x22o7gt88crbrd","PREDICTIVE","2025-10-20T12:04:40.731Z","2025-10-23T12:04:40.731Z",,,,"Maintenance CORRECTIVE 110",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:40.909Z","2025-11-26T12:04:40.909Z"
"cmifyj2320bki2o7g9vye9j9a","MNT-000111","cmifyiw4004m62o7gy0wictxt",,,"INSPECTION",,"2025-11-18T12:04:40.731Z",,,,"Maintenance OVERHAUL 111",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.910Z","2025-11-26T12:04:40.910Z"
"cmifyj2330bkk2o7gi8r79k5n","MNT-000112",,"cmifyiwt605gg2o7gu3j4sm80",,"CORRECTIVE","2025-11-12T12:04:40.731Z","2025-11-15T12:04:40.731Z",,,,"Maintenance INSPECTION 112",,"Agus","CANCELLED",0,,"2025-11-26T12:04:40.911Z","2025-11-26T12:04:40.911Z"
"cmifyj2340bkm2o7giqplko9e","MNT-000113","cmifyiw4404ma2o7gth2llday",,,"CORRECTIVE",,"2025-10-16T12:04:40.731Z",,,,"Maintenance CORRECTIVE 113",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.912Z","2025-11-26T12:04:40.912Z"
"cmifyj2350bko2o7gftmrqmcx","MNT-000114","cmifyiw4604mc2o7g09uznga2",,,"PREDICTIVE","2025-10-06T12:04:40.731Z","2025-10-09T12:04:40.731Z",,,,"Maintenance OVERHAUL 114",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.914Z","2025-11-26T12:04:40.914Z"
"cmifyj2370bkq2o7ghiqb6f7s","MNT-000115","cmifyiw4704me2o7gzd63g2bp",,,"PREVENTIVE","2025-09-16T12:04:40.731Z","2025-09-19T12:04:40.731Z",,,,"Maintenance OVERHAUL 115",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.915Z","2025-11-26T12:04:40.915Z"
"cmifyj2380bks2o7gjdiwzj5y","MNT-000116","cmifyiw4904mg2o7gvnu753mk",,,"OVERHAUL","2025-09-15T12:04:40.731Z","2025-09-18T12:04:40.731Z",,,,"Maintenance OVERHAUL 116",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.916Z","2025-11-26T12:04:40.916Z"
"cmifyj2390bku2o7ghzyp0utq","MNT-000117","cmifyiw4a04mi2o7g6w08mn4x",,,"INSPECTION","2025-10-15T12:04:40.731Z","2025-10-18T12:04:40.731Z","2025-10-19T00:04:40.731Z",12,28837494.64371651,"Maintenance OVERHAUL 117","{""parts"":""Brake Pad"",""quantity"":2}","Dedi","COMPLETED",12,,"2025-11-26T12:04:40.918Z","2025-11-26T12:04:40.918Z"
"cmifyj23b0bkw2o7guew6in24","MNT-000118",,"cmifyiwte05gm2o7gai4c11cs",,"INSPECTION","2025-10-03T12:04:40.731Z","2025-10-06T12:04:40.731Z","2025-10-07T10:04:40.731Z",22,37677654.0489508,"Maintenance PREDICTIVE 118","{""parts"":""Ban"",""quantity"":1}","Rudi","COMPLETED",22,,"2025-11-26T12:04:40.919Z","2025-11-26T12:04:40.919Z"
"cmifyj23c0bky2o7g963e46p3","MNT-000119",,"cmifyiwtf05gn2o7gozvzlt7y",,"OVERHAUL","2025-09-16T12:04:40.731Z","2025-09-19T12:04:40.731Z",,,,"Maintenance PREVENTIVE 119",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.920Z","2025-11-26T12:04:40.920Z"
"cmifyj23e0bl02o7giq8nw4d8","MNT-000120","cmifyiw4f04mo2o7gnziy8e6x",,,"PREDICTIVE",,"2025-10-30T12:04:40.731Z",,,,"Maintenance OVERHAUL 120",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.922Z","2025-11-26T12:04:40.922Z"
"cmifyj23f0bl22o7giq49wyga","MNT-000121",,,"cmifyixdt05xd2o7gwrr4nunz","CORRECTIVE","2025-09-11T12:04:40.731Z","2025-09-14T12:04:40.731Z",,,,"Maintenance PREDICTIVE 121",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.923Z","2025-11-26T12:04:40.923Z"
"cmifyj23g0bl42o7gmlgs82ih","MNT-000122",,"cmifyiwtj05gq2o7g6sk94xxj",,"PREVENTIVE","2025-10-26T12:04:40.731Z","2025-10-29T12:04:40.731Z","2025-10-31T09:04:40.731Z",45,7444225.246514986,"Maintenance INSPECTION 122","{""parts"":""Ban"",""quantity"":2}","Rudi","COMPLETED",45,,"2025-11-26T12:04:40.925Z","2025-11-26T12:04:40.925Z"
"cmifyj23i0bl62o7gqqvnisg3","MNT-000123","cmifyiw4k04mu2o7gf2lrtkoy",,,"OVERHAUL",,"2025-09-03T12:04:40.731Z",,,,"Maintenance PREDICTIVE 123",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.926Z","2025-11-26T12:04:40.926Z"
"cmifyj23j0bl82o7gc2lxicf9","MNT-000124",,,"cmifyixdx05xg2o7gfz0ue6x1","OVERHAUL","2025-09-24T12:04:40.731Z","2025-09-27T12:04:40.731Z","2025-09-29T00:04:40.731Z",36,20220139.12700989,"Maintenance PREVENTIVE 124","{""parts"":""Ban"",""quantity"":3}","Agus","COMPLETED",36,,"2025-11-26T12:04:40.927Z","2025-11-26T12:04:40.927Z"
"cmifyj23k0bla2o7gfp8e6tr0","MNT-000125","cmifyiw4n04my2o7gbr0q9s5k",,,"CORRECTIVE",,"2025-11-20T12:04:40.731Z","2025-11-20T13:04:40.731Z",1,15776256.09563233,"Maintenance PREVENTIVE 125","{""parts"":""Filter Oli"",""quantity"":4}","Dedi","COMPLETED",1,,"2025-11-26T12:04:40.929Z","2025-11-26T12:04:40.929Z"
"cmifyj23l0blc2o7gjatsie5d","MNT-000126",,"cmifyiwto05gu2o7genk6tj06",,"INSPECTION","2025-10-16T12:04:40.731Z","2025-10-19T12:04:40.731Z",,,,"Maintenance PREVENTIVE 126",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.930Z","2025-11-26T12:04:40.930Z"
"cmifyj23n0ble2o7gfzs410wd","MNT-000127","cmifyiw4q04n22o7go2lhbgdk",,,"OVERHAUL",,"2025-10-26T12:04:40.731Z",,,,"Maintenance INSPECTION 127",,"Agus","IN_PROGRESS",0,,"2025-11-26T12:04:40.931Z","2025-11-26T12:04:40.931Z"
"cmifyj23o0blg2o7gwuyd8d16","MNT-000128","cmifyiw4r04n42o7gtq8d4ffx",,,"PREVENTIVE",,"2025-09-27T12:04:40.731Z",,,,"Maintenance INSPECTION 128",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:40.933Z","2025-11-26T12:04:40.933Z"
"cmifyj23q0bli2o7gpthen6q5","MNT-000129",,,"cmifyixe405xl2o7gboe07dq3","CORRECTIVE","2025-11-11T12:04:40.731Z","2025-11-14T12:04:40.731Z",,,,"Maintenance INSPECTION 129",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:40.934Z","2025-11-26T12:04:40.934Z"
"cmifyj23r0blk2o7g23szlrpz","MNT-000130",,,"cmifyixe505xm2o7g5h5t61gv","INSPECTION","2025-10-29T12:04:40.731Z","2025-11-01T12:04:40.731Z",,,,"Maintenance OVERHAUL 130",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.935Z","2025-11-26T12:04:40.935Z"
"cmifyj23s0blm2o7gx76knxo1","MNT-000131","cmifyiw4v04na2o7gmcx8gbhp",,,"PREVENTIVE","2025-09-10T12:04:40.731Z","2025-09-13T12:04:40.731Z","2025-09-14T23:04:40.731Z",35,39770137.27521884,"Maintenance INSPECTION 131","{""parts"":""Ban"",""quantity"":1}","Agus","COMPLETED",35,,"2025-11-26T12:04:40.937Z","2025-11-26T12:04:40.937Z"
"cmifyj23u0blo2o7gok8lcqgs","MNT-000132",,"cmifyiwtv05h02o7grgdxh9y5",,"PREDICTIVE",,"2025-11-05T12:04:40.731Z",,,,"Maintenance CORRECTIVE 132",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.938Z","2025-11-26T12:04:40.938Z"
"cmifyj23w0blq2o7g934od6k0","MNT-000133",,"cmifyiwtw05h12o7g08lhmoug",,"PREVENTIVE","2025-09-17T12:04:40.731Z","2025-09-20T12:04:40.731Z",,,,"Maintenance PREDICTIVE 133",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.940Z","2025-11-26T12:04:40.940Z"
"cmifyj23x0bls2o7g4p490893","MNT-000134","cmifyiw5004ng2o7gc8ihrz5k",,,"CORRECTIVE","2025-10-21T12:04:40.731Z","2025-10-24T12:04:40.731Z",,,,"Maintenance PREVENTIVE 134",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:40.941Z","2025-11-26T12:04:40.941Z"
"cmifyj23y0blu2o7gdahrabg0","MNT-000135","cmifyiw5204ni2o7gtouofn5f",,,"OVERHAUL","2025-09-12T12:04:40.731Z","2025-09-15T12:04:40.731Z","2025-09-16T06:04:40.731Z",18,24532654.01130735,"Maintenance PREDICTIVE 135","{""parts"":""Filter Oli"",""quantity"":3}","Dedi","COMPLETED",18,,"2025-11-26T12:04:40.942Z","2025-11-26T12:04:40.942Z"
"cmifyj23z0blw2o7gs8ikg5ht","MNT-000136",,"cmifyiwu005h42o7g2koshbj4",,"PREDICTIVE","2025-09-28T12:04:40.731Z","2025-10-01T12:04:40.731Z",,,,"Maintenance PREVENTIVE 136",,"Dedi","SCHEDULED",0,,"2025-11-26T12:04:40.944Z","2025-11-26T12:04:40.944Z"
"cmifyj2410bly2o7gveztud31","MNT-000137",,"cmifyiwu105h52o7ginaoek8c",,"PREDICTIVE",,"2025-10-02T12:04:40.731Z",,,,"Maintenance INSPECTION 137",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.945Z","2025-11-26T12:04:40.945Z"
"cmifyj2420bm02o7gpemqufkj","MNT-000138",,,"cmifyixef05xu2o7gtjwcne5j","PREDICTIVE",,"2025-09-06T12:04:40.731Z",,,,"Maintenance INSPECTION 138",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:40.946Z","2025-11-26T12:04:40.946Z"
"cmifyj2430bm22o7gjo9o4fcd","MNT-000139",,"cmifyiwu305h72o7gq0p12bfp",,"INSPECTION","2025-10-08T12:04:40.731Z","2025-10-11T12:04:40.731Z",,,,"Maintenance OVERHAUL 139",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.948Z","2025-11-26T12:04:40.948Z"
"cmifyj2450bm42o7ggngeco4v","MNT-000140",,"cmifyiwu505h82o7gvp66m7ui",,"PREDICTIVE","2025-10-01T12:04:40.731Z","2025-10-04T12:04:40.731Z",,,,"Maintenance CORRECTIVE 140",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.949Z","2025-11-26T12:04:40.949Z"
"cmifyj2460bm62o7g1ens2hwq","MNT-000141",,,"cmifyixej05xx2o7g562kzq62","PREDICTIVE","2025-08-27T12:04:40.731Z","2025-08-30T12:04:40.731Z",,,,"Maintenance OVERHAUL 141",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:40.950Z","2025-11-26T12:04:40.950Z"
"cmifyj2470bm82o7gkzrdhr25","MNT-000142",,,"cmifyixek05xy2o7g1j775fog","INSPECTION",,"2025-09-01T12:04:40.731Z",,,,"Maintenance INSPECTION 142",,"Agus","SCHEDULED",0,,"2025-11-26T12:04:40.952Z","2025-11-26T12:04:40.952Z"
"cmifyj2490bma2o7g455b58qk","MNT-000143","cmifyiw5d04ny2o7g8x3zqnm0",,,"PREDICTIVE","2025-11-21T12:04:40.731Z","2025-11-24T12:04:40.731Z",,,,"Maintenance INSPECTION 143",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.953Z","2025-11-26T12:04:40.953Z"
"cmifyj24a0bmc2o7gifahzcco","MNT-000144","cmifyiw5f04o02o7g0lrl61me",,,"OVERHAUL","2025-10-05T12:04:40.731Z","2025-10-08T12:04:40.731Z","2025-10-10T03:04:40.731Z",39,8088730.985943666,"Maintenance OVERHAUL 144","{""parts"":""Brake Pad"",""quantity"":1}","Dedi","COMPLETED",39,,"2025-11-26T12:04:40.954Z","2025-11-26T12:04:40.954Z"
"cmifyj24c0bme2o7g64z6eplm","MNT-000145","cmifyiw5h04o22o7g2t3nanxh",,,"CORRECTIVE","2025-10-15T12:04:40.731Z","2025-10-18T12:04:40.731Z","2025-10-19T10:04:40.731Z",22,33130384.55618112,"Maintenance PREDICTIVE 145","{""parts"":""Ban"",""quantity"":4}","Rudi","COMPLETED",22,,"2025-11-26T12:04:40.956Z","2025-11-26T12:04:40.956Z"
"cmifyj24d0bmg2o7gfb4rmc67","MNT-000146","cmifyiw5i04o42o7gslpz8om0",,,"CORRECTIVE","2025-08-31T12:04:40.731Z","2025-09-03T12:04:40.731Z","2025-09-04T20:04:40.731Z",32,33421634.23396659,"Maintenance PREVENTIVE 146","{""parts"":""Filter Oli"",""quantity"":3}","Dedi","COMPLETED",32,,"2025-11-26T12:04:40.957Z","2025-11-26T12:04:40.957Z"
"cmifyj24e0bmi2o7g0omyzw6i","MNT-000147","cmifyiw5k04o62o7gqd3g1yt6",,,"PREDICTIVE","2025-09-23T12:04:40.731Z","2025-09-26T12:04:40.731Z",,,,"Maintenance CORRECTIVE 147",,"Budi","CANCELLED",0,,"2025-11-26T12:04:40.959Z","2025-11-26T12:04:40.959Z"
"cmifyj24g0bmk2o7gipvde77t","MNT-000148",,,"cmifyixeq05y42o7gxdx6tium","PREVENTIVE","2025-10-05T12:04:40.731Z","2025-10-08T12:04:40.731Z",,,,"Maintenance INSPECTION 148",,"Budi","IN_PROGRESS",0,,"2025-11-26T12:04:40.960Z","2025-11-26T12:04:40.960Z"
"cmifyj24i0bmm2o7ggbae2r4h","MNT-000149","cmifyiw5n04oa2o7ghfbfq6sj",,,"INSPECTION","2025-09-19T12:04:40.731Z","2025-09-22T12:04:40.731Z",,,,"Maintenance OVERHAUL 149",,"Rudi","CANCELLED",0,,"2025-11-26T12:04:40.962Z","2025-11-26T12:04:40.962Z"
"cmifyj24j0bmo2o7gy3j28hcv","MNT-000150","cmifyiw5p04oc2o7giajfbaie",,,"CORRECTIVE",,"2025-10-25T12:04:40.731Z",,,,"Maintenance INSPECTION 150",,"Agus","CANCELLED",0,,"2025-11-26T12:04:40.964Z","2025-11-26T12:04:40.964Z"
"cmifyj24l0bmq2o7gbv2lyy6r","MNT-000151","cmifyiw5q04oe2o7gx9o33abz",,,"PREVENTIVE","2025-08-28T12:04:40.731Z","2025-08-31T12:04:40.731Z","2025-08-31T22:04:40.731Z",10,47165762.65356954,"Maintenance OVERHAUL 151","{""parts"":""Filter Oli"",""quantity"":3}","Rudi","COMPLETED",10,,"2025-11-26T12:04:40.965Z","2025-11-26T12:04:40.965Z"
"cmifyj24m0bms2o7g9cfn13wy","MNT-000152","cmifyiw5s04og2o7gp4tb2efa",,,"PREDICTIVE",,"2025-11-24T12:04:40.731Z",,,,"Maintenance PREDICTIVE 152",,"Dedi","CANCELLED",0,,"2025-11-26T12:04:40.966Z","2025-11-26T12:04:40.966Z"
"cmifyj24n0bmu2o7gqhbyykjc","MNT-000153","cmifyiw5t04oi2o7gvfitejw3",,,"PREVENTIVE",,"2025-10-29T12:04:40.731Z",,,,"Maintenance PREVENTIVE 153",,"Dedi","IN_PROGRESS",0,,"2025-11-26T12:04:40.968Z","2025-11-26T12:04:40.968Z"
"cmifyj24p0bmw2o7ghgidk72m","MNT-000154",,,"cmifyixew05ya2o7gmjj0t7hz","PREVENTIVE","2025-09-17T12:04:40.731Z","2025-09-20T12:04:40.731Z",,,,"Maintenance OVERHAUL 154",,"Rudi","SCHEDULED",0,,"2025-11-26T12:04:40.969Z","2025-11-26T12:04:40.969Z"
"cmifyj24r0bmy2o7gqfge3adp","MNT-000155",,"cmifyiwun05hn2o7g08tl7wgf",,"CORRECTIVE",,"2025-11-09T12:04:40.731Z","2025-11-10T11:04:40.731Z",23,5785900.326258071,"Maintenance OVERHAUL 155","{""parts"":""Brake Pad"",""quantity"":2}","Dedi","COMPLETED",23,,"2025-11-26T12:04:40.971Z","2025-11-26T12:04:40.971Z"
"cmifyj24s0bn02o7ge0yb0g4j","MNT-000156",,"cmifyiwuo05ho2o7gfn9aqg29",,"INSPECTION",,"2025-11-24T12:04:40.731Z",,,,"Maintenance CORRECTIVE 156",,"Budi","SCHEDULED",0,,"2025-11-26T12:04:40.972Z","2025-11-26T12:04:40.972Z"
