"id","activityNumber","truckId","excavatorId","operatorId","supervisorId","loadingPointId","dumpingPointId","roadSegmentId","shift","queueStartTime","queueEndTime","loadingStartTime","loadingEndTime","departureTime","arrivalTime","dumpingStartTime","dumpingEndTime","returnTime","queueDuration","loadingDuration","haulingDuration","dumpingDuration","returnDuration","totalCycleTime","loadWeight","targetWeight","loadEfficiency","distance","fuelConsumed","status","weatherCondition","roadCondition","isDelayed","delayMinutes","delayReasonId","delayReasonDetail","predictedDelayRisk","predictedDelayMinutes","remarks","createdAt","updatedAt"
"cmifyj4xl0f8k2o7g5bsdtjrt","HA-0000088","cmifyiw3004kw2o7gtobpuv81","cmifyiwsc05fs2o7gboc6vf6i","cmifyivk603u82o7gjafqwyhx","cmifyisj7000x2o7gyw22ykh9","cmifyitnz01282o7gp5kera0k","cmifyiude01zk2o7gtvvpkao6","cmifyiuy902ww2o7gpseu550v","SHIFT_1","2025-11-22T00:52:39.593Z","2025-11-22T01:03:39.593Z","2025-11-22T01:03:39.593Z","2025-11-22T01:15:39.593Z","2025-11-22T01:15:39.593Z","2025-11-22T01:44:39.593Z","2025-11-22T01:44:39.593Z","2025-11-22T01:52:39.593Z","2025-11-22T02:12:39.593Z",11,12,29,8,20,80,17.96526693968995,20,89.82633469844974,4.822722531879086,12.22723623661324,"COMPLETED","HUJAN_LEBAT","GOOD",false,0,,,"LOW",6,,"2025-11-26T12:04:44.602Z","2025-11-26T12:04:44.602Z"
"cmifyj4xo0f8m2o7gf1g71wla","HA-0000089","cmifyiw3104ky2o7guucqwasc","cmifyiwsd05ft2o7ghspbecye","cmifyivk803ua2o7gqz20vt50","cmifyisj8000y2o7g5r7dbeu4","cmifyito0012a2o7gfe1y2hs8","cmifyiudf01zm2o7g2eo02xwb","cmifyiuya02wy2o7gfy2gpcb5","SHIFT_2","2025-11-22T07:41:59.876Z","2025-11-22T07:56:59.876Z","2025-11-22T07:56:59.876Z","2025-11-22T08:07:59.876Z","2025-11-22T08:07:59.876Z","2025-11-22T08:28:59.876Z","2025-11-22T08:28:59.876Z","2025-11-22T08:33:59.876Z","2025-11-22T08:45:59.876Z",15,11,21,5,12,64,17.47555223078641,20,87.37776115393203,3.837234520684917,9.796368683417121,"CANCELLED","HUJAN_SEDANG","GOOD",false,0,,,"LOW",9,,"2025-11-26T12:04:44.604Z","2025-11-26T12:04:44.604Z"
"cmifyj4xq0f8o2o7gen4tibgm","HA-0000090","cmifyiw3304l02o7gaanf4riw","cmifyiwse05fu2o7gduusjwqm","cmifyivk903uc2o7gays42oy3","cmifyisj9000z2o7gd9vsrro1","cmifyito2012c2o7gtxqzmaq6","cmifyiudg01zo2o7gq2jr61q8","cmifyiuyb02x02o7g2s37up0t","SHIFT_3","2025-11-21T22:02:18.899Z","2025-11-21T22:10:18.899Z","2025-11-21T22:10:18.899Z","2025-11-21T22:27:18.899Z","2025-11-21T22:27:18.899Z","2025-11-21T22:54:18.899Z","2025-11-21T22:54:18.899Z","2025-11-21T23:03:18.899Z","2025-11-21T23:28:18.899Z",8,17,27,9,25,86,25.81562005946904,28,92.19864306953228,2.123077719399652,5.262669254391487,"COMPLETED","HUJAN_LEBAT","GOOD",false,0,,,"MEDIUM",7,,"2025-11-26T12:04:44.606Z","2025-11-26T12:04:44.606Z"
"cmifyj4xs0f8q2o7g0y78vxsz","HA-0000091","cmifyiw3404l22o7gpo4ivokc","cmifyiwsg05fv2o7gejdho51m","cmifyivka03ue2o7gnhh64tcx","cmifyisja00102o7gnn9fxe5k","cmifyito4012e2o7grxjifux1","cmifyiudh01zq2o7gbi6gxbxe","cmifyiuyc02x22o7ghlp9nnn4","SHIFT_1","2025-11-21T16:14:33.215Z","2025-11-21T16:27:33.215Z","2025-11-21T16:27:33.215Z","2025-11-21T16:39:33.215Z","2025-11-21T16:39:33.215Z","2025-11-21T17:00:33.215Z","2025-11-21T17:00:33.215Z","2025-11-21T17:11:33.215Z","2025-11-21T17:34:33.215Z",13,12,21,11,23,80,29.30360678005252,36,81.3989077223681,6.63122389651369,15.3897356606323,"DELAYED","HUJAN_RINGAN","FAIR",false,0,,,"MEDIUM",13,,"2025-11-26T12:04:44.609Z","2025-11-26T12:04:44.609Z"
"cmifyj4xv0f8s2o7g4ll6fh94","HA-0000092","cmifyiw3604l42o7gh9oob5m3","cmifyiwsh05fw2o7gvb7ijcnq","cmifyivkc03ug2o7g0ojulhvc","cmifyisjb00112o7gwq8ew4fj","cmifyito9012g2o7ghdtcztkw","cmifyiudi01zs2o7gpglhsm66","cmifyiuye02x42o7gcnjk84em","SHIFT_2","2025-11-22T01:51:47.228Z","2025-11-22T01:57:47.228Z","2025-11-22T01:57:47.228Z","2025-11-22T02:08:47.228Z","2025-11-22T02:08:47.228Z","2025-11-22T02:25:47.228Z","2025-11-22T02:25:47.228Z","2025-11-22T02:30:47.228Z","2025-11-22T02:52:47.228Z",6,11,17,5,22,61,32.33694957622544,36,89.82485993395954,5.694578590981537,14.97002713259592,"LOADING","HUJAN_LEBAT","GOOD",false,0,,,"MEDIUM",8,,"2025-11-26T12:04:44.611Z","2025-11-26T12:04:44.611Z"
"cmifyj4xx0f8u2o7gq1fgp4z8","HA-0000093","cmifyiw3804l62o7gscyt7oz6","cmifyiwsi05fx2o7g35nre7yj","cmifyivkd03ui2o7gfic3qcap","cmifyisjd00122o7ghq3cvyse","cmifyitoa012i2o7gw2enzkh1","cmifyiudj01zu2o7gbr17yoo3","cmifyiuyg02x62o7gud3vaqjq","SHIFT_3","2025-11-21T12:46:49.698Z","2025-11-21T12:48:49.698Z","2025-11-21T12:48:49.698Z","2025-11-21T13:04:49.698Z","2025-11-21T13:04:49.698Z","2025-11-21T13:34:49.698Z","2025-11-21T13:34:49.698Z","2025-11-21T13:43:49.698Z","2025-11-21T13:55:49.698Z",2,16,30,9,12,69,31.15080127888475,38,81.97579283917038,2.300967159337993,6.373123872084489,"DELAYED","HUJAN_SEDANG","POOR",false,0,,,"MEDIUM",2,,"2025-11-26T12:04:44.613Z","2025-11-26T12:04:44.613Z"
"cmifyj4xz0f8w2o7g12xtx8do","HA-0000094","cmifyiw3a04l82o7gdjsab5g8","cmifyiwsj05fy2o7g4nevqr4e","cmifyivkf03uk2o7gy1bl3efr","cmifyisje00132o7genqfoyjz","cmifyitoc012k2o7gsffksxm9","cmifyiudl01zw2o7gq1fuflmx","cmifyiuyh02x82o7g644vx7in","SHIFT_1","2025-11-22T01:22:58.079Z","2025-11-22T01:26:58.079Z","2025-11-22T01:26:58.079Z","2025-11-22T01:34:58.079Z","2025-11-22T01:34:58.079Z","2025-11-22T01:52:58.079Z","2025-11-22T01:52:58.079Z","2025-11-22T02:02:58.079Z","2025-11-22T02:30:58.079Z",4,8,18,10,28,68,16.00551953331948,20,80.02759766659739,3.108069887696952,8.626588651673178,"HAULING","CERAH","FAIR",false,0,,,"LOW",7,,"2025-11-26T12:04:44.615Z","2025-11-26T12:04:44.615Z"
"cmifyj4y10f8y2o7gyvfj7hoy","HA-0000095","cmifyiw3b04la2o7gli8chyph","cmifyiwsk05fz2o7gsjhrlynk","cmifyivkg03um2o7gqbsjlkmb","cmifyisjg00142o7g18l6bj5d","cmifyitoe012m2o7gjr2to73r","cmifyiudm01zy2o7gz7d24p1w","cmifyiuyi02xa2o7gv71us8i8","SHIFT_2","2025-11-21T21:08:59.737Z","2025-11-21T21:18:59.737Z","2025-11-21T21:18:59.737Z","2025-11-21T21:27:59.737Z","2025-11-21T21:27:59.737Z","2025-11-21T21:52:59.737Z","2025-11-21T21:52:59.737Z","2025-11-21T22:04:59.737Z","2025-11-21T22:22:59.737Z",10,9,25,12,18,74,30.70037912473044,38,80.79047138086958,6.840484043355478,15.81115287710345,"HAULING","BERAWAN","EXCELLENT",false,0,,,"MEDIUM",3,,"2025-11-26T12:04:44.617Z","2025-11-26T12:04:44.617Z"
"cmifyj4y30f902o7g7re3962w","HA-0000096","cmifyiw3d04lc2o7g4ozm0hil","cmifyiwsm05g02o7g1tspx6l1","cmifyivkh03uo2o7gon14zcbh","cmifyisjh00152o7gh1v8vhhw","cmifyitof012o2o7gl83yn8ke","cmifyiudn02002o7ge3unu621","cmifyiuyj02xc2o7g1p2eklrb","SHIFT_3","2025-11-22T08:05:53.390Z","2025-11-22T08:07:53.390Z","2025-11-22T08:07:53.390Z","2025-11-22T08:17:53.390Z","2025-11-22T08:17:53.390Z","2025-11-22T08:49:53.390Z","2025-11-22T08:49:53.390Z","2025-11-22T08:55:53.390Z","2025-11-22T09:13:53.390Z",2,10,32,6,18,68,28.47774960111353,31,91.8637083906888,2.326730533033363,6.010418133466777,"LOADING","BERAWAN","GOOD",false,0,,,"MEDIUM",1,,"2025-11-26T12:04:44.620Z","2025-11-26T12:04:44.620Z"
"cmifyj4y60f922o7g86tuesdz","HA-0000097","cmifyiw3f04le2o7gs9rm0s84","cmifyiwsn05g12o7g9kvkqxiu","cmifyivkj03uq2o7gu3oyszml","cmifyisji00162o7g1h9k4uoa","cmifyitoh012q2o7gyc6seg20","cmifyiudo02022o7g94nnorpv","cmifyiuyk02xe2o7gnszp3l29","SHIFT_1","2025-11-21T20:25:33.712Z","2025-11-21T20:43:33.712Z","2025-11-21T20:43:33.712Z","2025-11-21T20:53:33.712Z","2025-11-21T20:53:33.712Z","2025-11-21T21:16:33.712Z","2025-11-21T21:16:33.712Z","2025-11-21T21:23:33.712Z","2025-11-21T21:43:33.712Z",18,10,23,7,20,78,34.07239604976216,38,89.66420013095305,4.274270342781782,10.87310817085517,"DELAYED","HUJAN_LEBAT","FAIR",false,0,,,"MEDIUM",8,,"2025-11-26T12:04:44.622Z","2025-11-26T12:04:44.622Z"
"cmifyj4y80f942o7g9mkklhmp","HA-0000098","cmifyiw3g04lg2o7gk58mceve","cmifyiwsp05g22o7g5p1rawj2","cmifyivkk03us2o7g7k20zt0h","cmifyisjk00172o7gb8ar2d7a","cmifyitoi012s2o7gysqy4ao3","cmifyiudp02042o7g55ubshg3","cmifyiuyl02xg2o7gwzssjcjo","SHIFT_2","2025-11-22T00:52:37.986Z","2025-11-22T01:02:37.986Z","2025-11-22T01:02:37.986Z","2025-11-22T01:14:37.986Z","2025-11-22T01:14:37.986Z","2025-11-22T01:32:37.986Z","2025-11-22T01:32:37.986Z","2025-11-22T01:39:37.986Z","2025-11-22T02:05:37.986Z",10,12,18,7,26,73,23.59040390688371,27,87.37186632179152,3.57549546841106,9.87705743476142,"LOADING","MENDUNG","POOR",false,0,,,"LOW",7,,"2025-11-26T12:04:44.624Z","2025-11-26T12:04:44.624Z"
"cmifyj4ya0f962o7gw3aktg9g","HA-0000099","cmifyiw3i04li2o7gu89lc6mj","cmifyiwsq05g32o7g7xw0ovsp","cmifyivkm03uu2o7glkpm96vm","cmifyisjm00182o7gghgii84v","cmifyitok012u2o7gq6171maj","cmifyiudq02062o7g370dqygs","cmifyiuyn02xi2o7gpauleei6","SHIFT_3","2025-11-21T14:59:10.061Z","2025-11-21T15:06:10.061Z","2025-11-21T15:06:10.061Z","2025-11-21T15:22:10.061Z","2025-11-21T15:22:10.061Z","2025-11-21T15:38:10.061Z","2025-11-21T15:38:10.061Z","2025-11-21T15:43:10.061Z","2025-11-21T16:02:10.061Z",7,16,16,5,19,63,29.31147308025155,32,91.59835337578609,5.170243716249269,14.81253962329388,"LOADING","HUJAN_LEBAT","POOR",false,0,,,"MEDIUM",14,,"2025-11-26T12:04:44.627Z","2025-11-26T12:04:44.627Z"
"cmifyj4yd0f982o7gl3qr6sn0","HA-0000100","cmifyiw3j04lk2o7gx7ij10hy","cmifyiwsr05g42o7gpxmxdwby","cmifyivko03uw2o7gsktoey1k","cmifyisjn00192o7g0vln5dly","cmifyitom012w2o7ggetwz0qq","cmifyiuds02082o7gwhayjl2r","cmifyiuyo02xk2o7ggpasi60n","SHIFT_1","2025-11-22T06:17:05.028Z","2025-11-22T06:34:05.028Z","2025-11-22T06:34:05.028Z","2025-11-22T06:44:05.028Z","2025-11-22T06:44:05.028Z","2025-11-22T07:02:05.028Z","2025-11-22T07:02:05.028Z","2025-11-22T07:14:05.028Z","2025-11-22T07:34:05.028Z",17,10,18,12,20,77,31.63754575793936,38,83.25669936299832,6.54814358143714,16.06080515113037,"DELAYED","HUJAN_LEBAT","GOOD",true,15,"cmifyj1dt0agz2o7gaobga9pb","Delay details noted","MEDIUM",9,,"2025-11-26T12:04:44.629Z","2025-11-26T12:04:44.629Z"
"cmifyj4yf0f9a2o7g952l5xd7","HA-0000101","cmifyiw3l04lm2o7gtsjcw7ea","cmifyiwss05g52o7g56wgxeoo","cmifyivkq03uy2o7gkxddklda","cmifyisjo001a2o7g7nzyhgcl","cmifyitoo012y2o7goqs51t8j","cmifyiudt020a2o7gfla45pwm","cmifyiuyp02xm2o7gt85ufc2q","SHIFT_2","2025-11-21T06:04:12.569Z","2025-11-21T06:13:12.569Z","2025-11-21T06:13:12.569Z","2025-11-21T06:26:12.569Z","2025-11-21T06:26:12.569Z","2025-11-21T06:59:12.569Z","2025-11-21T06:59:12.569Z","2025-11-21T07:07:12.569Z","2025-11-21T07:29:12.569Z",9,13,33,8,22,85,24.19661174799528,25,96.78644699198112,2.26996393828001,7.232024303634879,"LOADING","HUJAN_RINGAN","EXCELLENT",true,27,"cmifyj1ds0agy2o7g7lzqkpwh","Delay details noted","MEDIUM",12,,"2025-11-26T12:04:44.631Z","2025-11-26T12:04:44.631Z"
"cmifyj4yh0f9c2o7g63ls6sva","HA-0000102","cmifyiw3n04lo2o7gjeryrohd","cmifyiwsu05g62o7gewyz6wz7","cmifyivkr03v02o7gncsjrvj6","cmifyisjp001b2o7g5ytpwhig","cmifyitop01302o7gogq29do0","cmifyiudu020c2o7graaxeoyp","cmifyiuyq02xo2o7g855d8q5u","SHIFT_3","2025-11-21T05:33:50.391Z","2025-11-21T05:49:50.391Z","2025-11-21T05:49:50.391Z","2025-11-21T06:00:50.391Z","2025-11-21T06:00:50.391Z","2025-11-21T06:24:50.391Z","2025-11-21T06:24:50.391Z","2025-11-21T06:33:50.391Z","2025-11-21T06:58:50.391Z",16,11,24,9,25,85,27.6198496855081,33,83.69651419850939,6.245035174236814,15.26428944840036,"CANCELLED","HUJAN_SEDANG","FAIR",false,0,,,"MEDIUM",8,,"2025-11-26T12:04:44.633Z","2025-11-26T12:04:44.633Z"
"cmifyj4yj0f9e2o7gdgnf3829","HA-0000103","cmifyiw3o04lq2o7grnfd82wg","cmifyiwsv05g72o7ghndxfdl9","cmifyivks03v22o7g6sz10akn","cmifyisjq001c2o7g2uk1fzza","cmifyitor01322o7gx4figpru","cmifyiudv020e2o7g17odfm70","cmifyiuyr02xq2o7gkeidy6fm","SHIFT_1","2025-11-20T16:43:44.662Z","2025-11-20T16:45:44.662Z","2025-11-20T16:45:44.662Z","2025-11-20T16:58:44.662Z","2025-11-20T16:58:44.662Z","2025-11-20T17:16:44.662Z","2025-11-20T17:16:44.662Z","2025-11-20T17:26:44.662Z","2025-11-20T17:46:44.662Z",2,13,18,10,20,63,31.11133735280372,32,97.22292922751163,5.379734182029575,11.64959600994453,"COMPLETED","BERAWAN","POOR",false,0,,,"LOW",6,,"2025-11-26T12:04:44.636Z","2025-11-26T12:04:44.636Z"
"cmifyj4ym0f9g2o7gqassljgl","HA-0000104","cmifyiw3q04ls2o7g76pct51j","cmifyiwsw05g82o7gboa0e7l8","cmifyivku03v42o7g3s8r0oyv","cmifyisjs001d2o7gko946gkk","cmifyitos01342o7gtv1vdp0e","cmifyiudw020g2o7g20evlvy8","cmifyiuys02xs2o7gpe5g7vc6","SHIFT_2","2025-11-21T06:53:15.478Z","2025-11-21T07:08:15.478Z","2025-11-21T07:08:15.478Z","2025-11-21T07:24:15.478Z","2025-11-21T07:24:15.478Z","2025-11-21T07:51:15.478Z","2025-11-21T07:51:15.478Z","2025-11-21T07:56:15.478Z","2025-11-21T08:24:15.478Z",15,16,27,5,28,91,29.79960886471845,31,96.12777053134985,6.638679520044003,16.27694181804378,"LOADING","HUJAN_RINGAN","GOOD",false,0,,,"MEDIUM",8,,"2025-11-26T12:04:44.638Z","2025-11-26T12:04:44.638Z"
"cmifyj4yo0f9i2o7g9tqirutz","HA-0000105","cmifyiw3r04lu2o7gh1sn0va6","cmifyiwsy05g92o7gg4jid2wh","cmifyivkv03v62o7gbidp7hc3","cmifyisjt001e2o7g38gdwxxy","cmifyitou01362o7g89uo50az","cmifyiudx020i2o7gm89t902q","cmifyiuyt02xu2o7gwkurzlel","SHIFT_3","2025-11-20T20:14:45.784Z","2025-11-20T20:20:45.784Z","2025-11-20T20:20:45.784Z","2025-11-20T20:31:45.784Z","2025-11-20T20:31:45.784Z","2025-11-20T20:51:45.784Z","2025-11-20T20:51:45.784Z","2025-11-20T20:58:45.784Z","2025-11-20T21:22:45.784Z",6,11,20,7,24,68,23.85961667130622,28,85.21291668323651,3.82064096557255,9.949088763228215,"HAULING","HUJAN_RINGAN","EXCELLENT",true,13,"cmifyj1dm0agr2o7gpbeburjj","Delay details noted","LOW",3,,"2025-11-26T12:04:44.640Z","2025-11-26T12:04:44.640Z"
"cmifyj4yr0f9k2o7gq420ui9f","HA-0000106","cmifyiw3t04lw2o7gl11u4gzi","cmifyiwsz05ga2o7gpsrny5h5","cmifyivkw03v82o7gec4n5dbm","cmifyisjv001f2o7g2eiuj53i","cmifyitov01382o7gfpcfg0zc","cmifyiudy020k2o7g9p9f7gjs","cmifyiuyv02xw2o7g3txvo5h3","SHIFT_1","2025-11-20T17:54:35.548Z","2025-11-20T17:57:35.548Z","2025-11-20T17:57:35.548Z","2025-11-20T18:12:35.548Z","2025-11-20T18:12:35.548Z","2025-11-20T18:46:35.548Z","2025-11-20T18:46:35.548Z","2025-11-20T18:54:35.548Z","2025-11-20T19:08:35.548Z",3,15,34,8,14,74,27.65881196200476,32,86.43378738126488,4.866449291498006,12.43752083696208,"DELAYED","MENDUNG","GOOD",false,0,,,"MEDIUM",12,,"2025-11-26T12:04:44.643Z","2025-11-26T12:04:44.643Z"
"cmifyj4yt0f9m2o7g6ey27s1u","HA-0000107","cmifyiw3u04ly2o7gw3b3ah3k","cmifyiwt005gb2o7gsiwvs8xo","cmifyivky03va2o7gvzkqrlm5","cmifyisjw001g2o7ge50csi5z","cmifyitow013a2o7geq0uwhje","cmifyiue0020m2o7g3qvtr6gc","cmifyiuyw02xy2o7gpth6b4mg","SHIFT_2","2025-11-20T12:40:50.107Z","2025-11-20T12:46:50.107Z","2025-11-20T12:46:50.107Z","2025-11-20T13:02:50.107Z","2025-11-20T13:02:50.107Z","2025-11-20T13:23:50.107Z","2025-11-20T13:23:50.107Z","2025-11-20T13:31:50.107Z","2025-11-20T13:57:50.107Z",6,16,21,8,26,77,22.55570247114587,24,93.98209362977448,4.186342528549647,10.87767738561792,"DUMPING","BERAWAN","FAIR",false,0,,,"MEDIUM",4,,"2025-11-26T12:04:44.645Z","2025-11-26T12:04:44.645Z"
"cmifyj4yv0f9o2o7gvn3f8oh4","HA-0000108","cmifyiw3w04m02o7grlmxxp7g","cmifyiwt105gc2o7ggox9kz4y","cmifyivkz03vc2o7g428qj63t","cmifyisjy001h2o7gklxxrgsc","cmifyitoy013c2o7gh5c5k0la","cmifyiue1020o2o7g43vgnnzp","cmifyiuyy02y02o7grb2oxtnr","SHIFT_3","2025-11-21T01:34:36.769Z","2025-11-21T01:36:36.769Z","2025-11-21T01:36:36.769Z","2025-11-21T01:53:36.769Z","2025-11-21T01:53:36.769Z","2025-11-21T02:11:36.769Z","2025-11-21T02:11:36.769Z","2025-11-21T02:23:36.769Z","2025-11-21T02:47:36.769Z",2,17,18,12,24,73,34.24900753755836,39,87.81796804502142,3.223905043741257,10.24598503352284,"HAULING","HUJAN_RINGAN","POOR",false,0,,,"MEDIUM",9,,"2025-11-26T12:04:44.647Z","2025-11-26T12:04:44.647Z"
"cmifyj4yx0f9q2o7go6e17640","HA-0000109","cmifyiw3x04m22o7govjzfqcz","cmifyiwt305gd2o7gqln2k8ln","cmifyivl003ve2o7gahfvl9kr","cmifyisjz001i2o7gersk84oj","cmifyitp0013e2o7girmmddnk","cmifyiue2020q2o7gd3fw2vgj","cmifyiuyz02y22o7gb9y6g1ds","SHIFT_1","2025-11-21T07:12:17.856Z","2025-11-21T07:22:17.856Z","2025-11-21T07:22:17.856Z","2025-11-21T07:35:17.856Z","2025-11-21T07:35:17.856Z","2025-11-21T07:50:17.856Z","2025-11-21T07:50:17.856Z","2025-11-21T08:01:17.856Z","2025-11-21T08:30:17.856Z",10,13,15,11,29,78,28.74983543038964,35,82.14238694397041,6.78946868457288,13.83083559853427,"COMPLETED","MENDUNG","GOOD",false,0,,,"LOW",2,,"2025-11-26T12:04:44.650Z","2025-11-26T12:04:44.650Z"
"cmifyj4z00f9s2o7gd7kz5xvd","HA-0000110","cmifyiw3z04m42o7gj50obykt","cmifyiwt405ge2o7gd4upx44t","cmifyivl103vg2o7g04cg4n7v","cmifyisk1001j2o7g091569a9","cmifyitp2013g2o7gbqr6d1qu","cmifyiue3020s2o7gn7102w0m","cmifyiuz002y42o7gstnx18hl","SHIFT_2","2025-11-20T13:56:23.605Z","2025-11-20T13:57:23.605Z","2025-11-20T13:57:23.605Z","2025-11-20T14:07:23.605Z","2025-11-20T14:07:23.605Z","2025-11-20T14:33:23.605Z","2025-11-20T14:33:23.605Z","2025-11-20T14:43:23.605Z","2025-11-20T15:11:23.605Z",1,10,26,10,28,75,26.52471254095439,27,98.23967607760885,5.041842353046441,10.60744135133805,"DUMPING","CERAH","EXCELLENT",false,0,,,"MEDIUM",11,,"2025-11-26T12:04:44.652Z","2025-11-26T12:04:44.652Z"
"cmifyj4z20f9u2o7giyqrxb4e","HA-0000111","cmifyiw4004m62o7gy0wictxt","cmifyiwt505gf2o7gjx4wk1b3","cmifyivl303vi2o7g5kploczu","cmifyisk2001k2o7gtqsxaw40","cmifyitp3013i2o7gxe8t13ub","cmifyiue5020u2o7gc0wsc8ip","cmifyiuz102y62o7gpz2wq70w","SHIFT_3","2025-11-21T09:43:49.429Z","2025-11-21T09:47:49.429Z","2025-11-21T09:47:49.429Z","2025-11-21T09:57:49.429Z","2025-11-21T09:57:49.429Z","2025-11-21T10:13:49.429Z","2025-11-21T10:13:49.429Z","2025-11-21T10:21:49.429Z","2025-11-21T10:37:49.429Z",4,10,16,8,16,54,31.73720782951123,33,96.17335705912492,2.701553726958667,7.507078019872275,"COMPLETED","BERAWAN","EXCELLENT",false,0,,,"MEDIUM",4,,"2025-11-26T12:04:44.654Z","2025-11-26T12:04:44.654Z"
"cmifyj4z40f9w2o7gunqif2uq","HA-0000112","cmifyiw4204m82o7gdjlv78y5","cmifyiwt605gg2o7gu3j4sm80","cmifyivl503vk2o7g6dqfoyln","cmifyisk4001l2o7gouvg2op5","cmifyitp5013k2o7g6lxnwk26","cmifyiue6020w2o7g94cx54zo","cmifyiuz202y82o7guwdjx875","SHIFT_1","2025-11-20T12:49:00.973Z","2025-11-20T12:58:00.973Z","2025-11-20T12:58:00.973Z","2025-11-20T13:15:00.973Z","2025-11-20T13:15:00.973Z","2025-11-20T13:43:00.973Z","2025-11-20T13:43:00.973Z","2025-11-20T13:52:00.973Z","2025-11-20T14:11:00.973Z",9,17,28,9,19,82,19.8638958244181,23,86.36476445399175,2.21437538201469,7.13251482042958,"CANCELLED","BERAWAN","GOOD",false,0,,,"MEDIUM",12,,"2025-11-26T12:04:44.657Z","2025-11-26T12:04:44.657Z"
"cmifyj4z70f9y2o7gibb64lpe","HA-0000113","cmifyiw4404ma2o7gth2llday","cmifyiwt805gh2o7gvwvvzxup","cmifyivl603vm2o7gi9t0gglb","cmifyisk5001m2o7gape2ubin","cmifyitp6013m2o7gfg1kwieu","cmifyiue7020y2o7gvtusz6ns","cmifyiuz402ya2o7ga75k3qmz","SHIFT_2","2025-11-20T17:49:14.312Z","2025-11-20T18:08:14.312Z","2025-11-20T18:08:14.312Z","2025-11-20T18:25:14.312Z","2025-11-20T18:25:14.312Z","2025-11-20T18:43:14.312Z","2025-11-20T18:43:14.312Z","2025-11-20T18:52:14.312Z","2025-11-20T19:20:14.312Z",19,17,18,9,28,91,28.08435620398866,29,96.8426075999609,4.97677496394667,12.75491859907809,"HAULING","HUJAN_SEDANG","POOR",false,0,,,"LOW",11,,"2025-11-26T12:04:44.659Z","2025-11-26T12:04:44.659Z"
"cmifyj4z90fa02o7gv5pdgycf","HA-0000114","cmifyiw4604mc2o7g09uznga2","cmifyiwt905gi2o7g9deoumas","cmifyivl703vo2o7genqw6rch","cmifyisk7001n2o7g40ma65mw","cmifyitp8013o2o7gamdcyqe1","cmifyiue802102o7g0hg8epve","cmifyiuz502yc2o7gc9uxzi8h","SHIFT_3","2025-11-20T13:04:25.155Z","2025-11-20T13:15:25.155Z","2025-11-20T13:15:25.155Z","2025-11-20T13:24:25.155Z","2025-11-20T13:24:25.155Z","2025-11-20T13:50:25.155Z","2025-11-20T13:50:25.155Z","2025-11-20T14:02:25.155Z","2025-11-20T14:21:25.155Z",11,9,26,12,19,77,32.11126049713419,39,82.33656537726716,3.301105142118847,9.05983862277019,"COMPLETED","HUJAN_LEBAT","FAIR",false,0,,,"MEDIUM",5,,"2025-11-26T12:04:44.661Z","2025-11-26T12:04:44.661Z"
"cmifyj4zb0fa22o7gal6po01k","HA-0000115","cmifyiw4704me2o7gzd63g2bp","cmifyiwta05gj2o7gdcw1c45w","cmifyivl903vq2o7g1gt0a82o","cmifyisk8001o2o7ggufpmuyv","cmifyitp9013q2o7g3t0vog77","cmifyiue902122o7gwyeikfvt","cmifyiuz602ye2o7g4vhce7tp","SHIFT_1","2025-11-20T22:36:01.334Z","2025-11-20T22:41:01.334Z","2025-11-20T22:41:01.334Z","2025-11-20T22:55:01.334Z","2025-11-20T22:55:01.334Z","2025-11-20T23:25:01.334Z","2025-11-20T23:25:01.334Z","2025-11-20T23:36:01.334Z","2025-11-21T00:00:01.334Z",5,14,30,11,24,84,33.54188301292957,38,88.26811319191992,6.994129035566641,14.49065894894179,"DELAYED","HUJAN_LEBAT","GOOD",false,0,,,"LOW",6,,"2025-11-26T12:04:44.664Z","2025-11-26T12:04:44.664Z"
"cmifyj4zd0fa42o7gt9n5inex","HA-0000116","cmifyiw4904mg2o7gvnu753mk","cmifyiwtb05gk2o7gtvdjb4j6","cmifyivla03vs2o7gxnm64nrm","cmifyisk9001p2o7gee0ofans","cmifyitpb013s2o7gyr2mp7es","cmifyiuea02142o7grwbl7m3a","cmifyiuz702yg2o7g0vnzdkee","SHIFT_2","2025-11-21T01:40:40.518Z","2025-11-21T01:58:40.518Z","2025-11-21T01:58:40.518Z","2025-11-21T02:08:40.518Z","2025-11-21T02:08:40.518Z","2025-11-21T02:23:40.518Z","2025-11-21T02:23:40.518Z","2025-11-21T02:29:40.518Z","2025-11-21T02:55:40.518Z",18,10,15,6,26,75,24.8376159284886,26,95.52929203264846,2.231403768505649,6.13755518073798,"DELAYED","MENDUNG","FAIR",false,0,,,"LOW",6,,"2025-11-26T12:04:44.666Z","2025-11-26T12:04:44.666Z"
