"id","shipmentNumber","vesselId","sailingScheduleId","shipmentDate","loadingDate","coalType","quantity","calorie","totalMoisture","ashContent","sulfurContent","stockpileOrigin","buyer","destination","surveyorName","blNumber","coaNumber","freightCost","totalFreight","remarks","createdAt","updatedAt"
"cmifyizmd08bs2o7g2myqr7lm","SHP-0000116","cmifyixvg06dw2o7gw6ppgwn0","cmifyiywc07eg2o7gy7nyhmu7","2025-11-14T12:04:37.533Z","2025-11-14T12:24:56.020Z","GCV-5500",3856.104706287055,5142.312916271489,16.82191140692623,6.951414427113802,0.2814261975687344,"ROM-PIT-05","PT Semen Indonesia","Tanjung Priok","Surveyor AB","BL-53727","COA-14972",20.9964984325476,80964.69642129556,,"2025-11-26T12:04:37.718Z","2025-11-26T12:04:37.718Z"
"cmifyizmf08bu2o7gdi1h1dii","SHP-0000117","cmifyixvh06dx2o7g1ui2kjlf","cmifyiywe07ei2o7g8b4lj2zv","2025-11-02T12:04:37.533Z","2025-11-02T15:30:24.641Z","GCV-6000",3576.570858603726,5361.912005111487,9.223165625118817,8.034653152657134,0.6446056950911802,"ROM-PIT-02","PT Pupuk Indonesia","Tanjung Priok","Surveyor Geo","BL-31041","COA-14954",16.6599505822949,59585.4937584141,,"2025-11-26T12:04:37.719Z","2025-11-26T12:04:37.719Z"
"cmifyizmh08bw2o7gelo8ga2m","SHP-0000118","cmifyixvj06dy2o7grasegq2s","cmifyiywf07ek2o7g2b2y20hh","2025-11-07T12:04:37.533Z","2025-11-07T12:53:58.765Z","ICI-4",4410.470613853769,5623.517361764652,13.01705545723465,8.905015450706287,0.5799144031246601,"ROM-PIT-05","PT Semen Indonesia","Cilacap","Surveyor Inspec","BL-85637","COA-42758",24.02209123412832,105948.7274714372,,"2025-11-26T12:04:37.721Z","2025-11-26T12:04:37.721Z"
"cmifyizmi08by2o7gteddqqk7","SHP-0000119","cmifyixvk06dz2o7gu4dlgdxv","cmifyiywh07em2o7gk3cxla2e","2025-10-29T12:04:37.533Z","2025-10-29T22:07:13.477Z","GCV-5000",3510.34043986385,5530.86351537262,13.55382636345653,11.09998625863669,0.3617382631515567,"ROM-PIT-06","PT Petrokimia","Cilacap","Surveyor AB","BL-24234","COA-31348",14.97983698893116,52584.32756481339,,"2025-11-26T12:04:37.723Z","2025-11-26T12:04:37.723Z"
"cmifyizmk08c02o7goyf35ahg","SHP-0000120","cmifyixvl06e02o7gzh50bek0","cmifyiywi07eo2o7ge4j86837","2025-11-24T12:04:37.533Z","2025-11-24T18:27:08.444Z","ICI-2",3809.159986466485,4531.638953686637,14.02805973920601,11.80942760423565,0.7107053728586286,"ROM-PIT-02","PT Semen Indonesia","Merak","Surveyor Geo","BL-20366","COA-63760",16.6972553079922,63602.51680301902,,"2025-11-26T12:04:37.724Z","2025-11-26T12:04:37.724Z"
"cmifyizml08c22o7g6u7e3nb2","SHP-0000121","cmifyixvm06e12o7gnckf8taz","cmifyiywk07eq2o7gaxf9ejnj","2025-10-03T12:04:37.533Z","2025-10-03T18:20:40.489Z","ICI-1",2368.161173056686,4803.499907596322,11.24465444769066,10.58450560949029,0.7791740687288564,"ROM-PIT-10","PT Petrokimia","Lontar","Surveyor Marine","BL-60287","COA-56793",24.1225914841105,57126.18454617834,,"2025-11-26T12:04:37.726Z","2025-11-26T12:04:37.726Z"
"cmifyizmn08c42o7grjw78o6w","SHP-0000122","cmifyixvn06e22o7gg99r5yuw","cmifyiywl07es2o7g98wc87fu","2025-10-28T12:04:37.533Z","2025-10-28T21:42:49.464Z","GCV-5000",4950.820999073296,4520.230215014964,18.97592793613566,9.201330983333957,0.5634613400157298,"ROM-PIT-09","PT Petrokimia","Lontar","Surveyor Inspec","BL-92930","COA-25492",12.93531254950173,64040.41699964951,,"2025-11-26T12:04:37.727Z","2025-11-26T12:04:37.727Z"
"cmifyizmp08c62o7g2er1x5gy","SHP-0000123","cmifyixvo06e32o7gmmyel0k8","cmifyiywn07eu2o7g5hkgkaa2","2025-10-16T12:04:37.533Z","2025-10-16T22:15:59.746Z","ICI-2",3762.045065365502,5379.761495110261,9.890044346643863,6.662107761901403,0.4339742507776302,"ROM-PIT-08","PT Steel Indonesia","Lontar","Surveyor PTX","BL-24008","COA-71147",12.14340411954851,45684.03354468657,,"2025-11-26T12:04:37.729Z","2025-11-26T12:04:37.729Z"
"cmifyizmq08c82o7gf1vwy1gg","SHP-0000124","cmifyixvq06e42o7gtd2hhenb","cmifyiywo07ew2o7gikqr3xpd","2025-10-26T12:04:37.533Z","2025-10-26T23:45:31.137Z","ICI-4",5197.968879950184,5014.64822461378,11.98132052224148,5.412908643191763,0.6081819183968642,"ROM-PIT-06","PT Semen Indonesia","Cilacap","Surveyor Marine","BL-93547","COA-50648",18.28141776291069,95026.24061297825,,"2025-11-26T12:04:37.730Z","2025-11-26T12:04:37.730Z"
"cmifyizms08ca2o7gwy9078t4","SHP-0000125","cmifyixvr06e52o7gmtlt69h6","cmifyiywq07ey2o7g17563tfl","2025-11-24T12:04:37.533Z","2025-11-24T22:31:57.471Z","ICI-3",4887.35479357253,4915.024100954043,10.88503507110344,7.791991318777757,0.4252479085160529,"ROM-PIT-01","PLN","Paiton","Surveyor Inspec","BL-82184","COA-27567",18.60772801182397,90942.56869608174,,"2025-11-26T12:04:37.732Z","2025-11-26T12:04:37.732Z"
"cmifyizmt08cc2o7gdi63our2","SHP-0000126","cmifyixvs06e62o7gvqwftfep","cmifyiywr07f02o7gxrzkb53k","2025-10-27T12:04:37.533Z","2025-10-27T16:24:32.674Z","ICI-3",3528.280438139376,5704.640942730513,19.75905311531739,6.542681598503401,0.6151247814174182,"ROM-PIT-03","PT Pupuk Indonesia","Lontar","Surveyor AB","BL-88680","COA-87713",20.56398811880594,72555.51700971353,,"2025-11-26T12:04:37.733Z","2025-11-26T12:04:37.733Z"
"cmifyizmv08ce2o7gcdo3he31","SHP-0000127","cmifyixvt06e72o7gv91m1ofp","cmifyiywt07f22o7gbqkw9eq6","2025-10-24T12:04:37.533Z","2025-10-24T20:19:08.876Z","ICI-2",1985.7272594098,5235.173019324781,16.91495654763691,6.768980645285865,0.5196285796127503,"ROM-PIT-04","PT Steel Indonesia","Suralaya","Surveyor Marine","BL-20386","COA-33220",19.47970570496977,38681.38262363907,,"2025-11-26T12:04:37.735Z","2025-11-26T12:04:37.735Z"
"cmifyizmw08cg2o7gg7zthogg","SHP-0000128","cmifyixvu06e82o7gz2zbbub8","cmifyiywu07f42o7guqbgasqj","2025-10-11T12:04:37.533Z","2025-10-11T15:34:38.042Z","GCV-5000",1857.303163618781,5527.493930311272,18.01202824293723,11.50417875540418,0.2341105581882278,"ROM-PIT-02","PT Pupuk Indonesia","Cilacap","Surveyor AB","BL-50342","COA-67513",20.88053099668546,38781.47627818392,,"2025-11-26T12:04:37.737Z","2025-11-26T12:04:37.737Z"
"cmifyizmy08ci2o7gbre9xiw7","SHP-0000129","cmifyixvv06e92o7gdd5egx1n","cmifyiyww07f62o7glw2isv86","2025-10-19T12:04:37.533Z","2025-10-19T16:29:44.712Z","ICI-4",3718.666512674233,4550.009993851566,16.13955648727188,11.4185913230602,0.3305853462209192,"ROM-PIT-06","PT Steel Indonesia","Merak","Surveyor PTX","BL-56534","COA-97955",20.76810222467344,77229.64627468838,,"2025-11-26T12:04:37.739Z","2025-11-26T12:04:37.739Z"
"cmifyizn008ck2o7ghgd0cgnf","SHP-0000130","cmifyixvw06ea2o7gv5764xls","cmifyiywx07f82o7gww7hu4ta","2025-10-02T12:04:37.533Z","2025-10-02T19:24:28.242Z","ICI-4",3557.893066465452,5745.558541293346,8.287128124866179,6.701930826508047,0.5108672260186381,"ROM-PIT-06","PT Pupuk Indonesia","Cilacap","Surveyor Marine","BL-80036","COA-85148",13.0794296611659,46535.21210478472,,"2025-11-26T12:04:37.740Z","2025-11-26T12:04:37.740Z"
"cmifyizn108cm2o7g4gcwgjsa","SHP-0000131","cmifyixvx06eb2o7gmseaa4la","cmifyiywz07fa2o7ged6qbowv","2025-10-24T12:04:37.533Z","2025-10-24T14:30:33.141Z","GCV-5500",4661.858603458408,5706.799022331343,16.59024053084053,6.602038614732885,0.7103746825165813,"ROM-PIT-07","PT Petrokimia","Lontar","Surveyor Geo","BL-39758","COA-38335",17.29691696282836,80635.78115646704,,"2025-11-26T12:04:37.742Z","2025-11-26T12:04:37.742Z"
"cmifyizn308co2o7gwlf5loed","SHP-0000132","cmifyixvz06ec2o7gqercp5wo","cmifyiyx107fc2o7g1e0lm4ke","2025-10-24T12:04:37.533Z","2025-10-24T16:36:45.993Z","ICI-1",2891.439417440856,5458.704270858838,10.11450529531206,8.934766453469637,0.4346748946696865,"ROM-PIT-08","PT Petrokimia","Cilacap","Surveyor Geo","BL-30638","COA-18823",14.84560950965112,42925.18051214005,,"2025-11-26T12:04:37.743Z","2025-11-26T12:04:37.743Z"
"cmifyizn408cq2o7g715jyfcz","SHP-0000133","cmifyixw006ed2o7g5e0075tq","cmifyiyx207fe2o7gk5tvxb2z","2025-10-26T12:04:37.533Z","2025-10-26T21:58:24.087Z","ICI-4",2417.450871905166,5072.016621554842,9.35412033648904,5.346464400623947,0.7800413431293074,"ROM-PIT-10","PT Steel Indonesia","Cilacap","Surveyor Inspec","BL-26748","COA-56385",10.31096333414385,24926.24730230826,,"2025-11-26T12:04:37.745Z","2025-11-26T12:04:37.745Z"
"cmifyizn608cs2o7g8fter31r","SHP-0000134","cmifyixw106ee2o7gwbgxzg9h","cmifyiyx407fg2o7gxr8f79bk","2025-10-05T12:04:37.533Z","2025-10-05T21:15:44.782Z","ICI-3",2382.871264233044,5515.36719926092,8.431873697004733,11.93342938524721,0.5603527374075223,"ROM-PIT-10","PT Pupuk Indonesia","Lontar","Surveyor Inspec","BL-73595","COA-57975",18.53099358029696,44156.97210017664,,"2025-11-26T12:04:37.746Z","2025-11-26T12:04:37.746Z"
"cmifyizn708cu2o7g8y9rvg6t","SHP-0000135","cmifyixw206ef2o7gucol2ydc","cmifyiyx507fi2o7gmj86ry72","2025-10-27T12:04:37.533Z","2025-10-27T20:19:28.761Z","GCV-6000",1641.793630002978,5400.061225757534,8.282193106385723,4.169766358716762,0.5165589225891775,"ROM-PIT-09","PT Semen Indonesia","Suralaya","Surveyor Inspec","BL-89090","COA-37549",23.59197855846234,38733.1601164503,,"2025-11-26T12:04:37.748Z","2025-11-26T12:04:37.748Z"
"cmifyizn908cw2o7ghhugz12x","SHP-0000136","cmifyixw306eg2o7ganow1owm","cmifyiyx607fk2o7gz2kd1goz","2025-10-08T12:04:37.533Z","2025-10-08T21:57:30.318Z","GCV-6000",3816.316533939521,5283.398920611296,10.07293144074913,10.0613270111263,0.6254339226401282,"ROM-PIT-09","PT Steel Indonesia","Tanjung Priok","Surveyor PTX","BL-38136","COA-79924",20.61933786423367,78689.92001016016,,"2025-11-26T12:04:37.749Z","2025-11-26T12:04:37.749Z"
"cmifyizna08cy2o7g7rx6sm33","SHP-0000137","cmifyixw406eh2o7gcar56jzl","cmifyiyx807fm2o7gvqxgcyof","2025-11-25T12:04:37.533Z","2025-11-25T23:46:45.196Z","GCV-5500",4528.781662211805,5074.346263616378,11.70410831907378,9.576136738173629,0.2513882571435339,"ROM-PIT-01","PT Pupuk Indonesia","Gresik","Surveyor AB","BL-88417","COA-78201",14.38934983461422,65166.22366215137,,"2025-11-26T12:04:37.751Z","2025-11-26T12:04:37.751Z"
"cmifyiznc08d02o7g6gv8ott8","SHP-0000138","cmifyixw506ei2o7gevc1asxc","cmifyiyx907fo2o7g65eeeiea","2025-10-29T12:04:37.533Z","2025-10-29T16:49:34.035Z","GCV-6000",2813.150589130629,5885.184819117838,8.463478004616652,11.9411669951163,0.591174172174816,"ROM-PIT-06","PT Petrokimia","Gresik","Surveyor Marine","BL-18074","COA-90871",10.04551978851265,28259.55991117774,,"2025-11-26T12:04:37.752Z","2025-11-26T12:04:37.752Z"
"cmifyiznd08d22o7gb0ixcfd6","SHP-0000139","cmifyixw606ej2o7g3qani5bx","cmifyiyxb07fq2o7g6qzn3amw","2025-11-01T12:04:37.533Z","2025-11-01T21:40:36.908Z","GCV-6000",4757.663478357443,5708.179057845746,19.73366000989847,9.542463927124553,0.4089269927283941,"ROM-PIT-01","PT Petrokimia","Tanjung Priok","Surveyor Marine","BL-52326","COA-14440",12.42477106531768,59112.87952441423,,"2025-11-26T12:04:37.754Z","2025-11-26T12:04:37.754Z"
"cmifyiznf08d42o7gcjjmy025","SHP-0000140","cmifyixw706ek2o7ghku56z47","cmifyiyxc07fs2o7g4yd94m88","2025-10-19T12:04:37.533Z","2025-10-19T19:27:58.729Z","ICI-4",3305.670380421118,4679.226797403553,16.41673372463793,11.42628396401243,0.3312945889816248,"ROM-PIT-07","PT Steel Indonesia","Cilacap","Surveyor AB","BL-94361","COA-41139",18.43949344068458,60954.8872968405,,"2025-11-26T12:04:37.755Z","2025-11-26T12:04:37.755Z"
"cmifyiznh08d62o7gy9ptcfsx","SHP-0000141","cmifyixw806el2o7gi68f7exe","cmifyiyxd07fu2o7gqwhfvvka","2025-10-27T12:04:37.533Z","2025-10-27T23:30:56.362Z","GCV-5000",3841.641857514733,5613.860601576341,18.88225798201156,10.4086156317492,0.2867294073693991,"ROM-PIT-04","PT Pupuk Indonesia","Tanjung Priok","Surveyor Inspec","BL-49868","COA-51870",22.99362297563192,88333.26447910005,,"2025-11-26T12:04:37.757Z","2025-11-26T12:04:37.757Z"
"cmifyizni08d82o7g0ptbuz1p","SHP-0000142","cmifyixw906em2o7g57t9oifo","cmifyiyxf07fw2o7gkuzu2bii","2025-11-11T12:04:37.533Z","2025-11-11T20:03:57.402Z","GCV-5500",3464.792669570786,5442.667843701576,9.583174634295641,5.085124732051282,0.2165155423214997,"ROM-PIT-07","PT Petrokimia","Gresik","Surveyor AB","BL-88285","COA-62042",21.55373901262416,74679.23693278208,,"2025-11-26T12:04:37.758Z","2025-11-26T12:04:37.758Z"
"cmifyiznj08da2o7gb4wx70b4","SHP-0000143","cmifyixwa06en2o7g5ywfk6be","cmifyiyxh07fy2o7gkjfassrr","2025-11-24T12:04:37.533Z","2025-11-24T19:45:59.184Z","ICI-2",3482.42884511684,4712.462326391797,15.78308143431587,4.63718218924198,0.6777623278168248,"ROM-PIT-02","PLN","Cilacap","Surveyor Geo","BL-88356","COA-58115",11.88866201305827,41401.41952411894,,"2025-11-26T12:04:37.760Z","2025-11-26T12:04:37.760Z"
"cmifyiznl08dc2o7glcd8skk9","SHP-0000144","cmifyixwc06eo2o7gy5nfcu59","cmifyiyxi07g02o7gl23jpwvs","2025-10-19T12:04:37.533Z","2025-10-19T18:36:47.255Z","ICI-4",2618.666361156557,5258.691967307781,14.04341813618348,6.236189570252199,0.58538754369644,"ROM-PIT-09","PLN","Merak","Surveyor Geo","BL-64350","COA-20309",22.50509579047627,58933.33730112624,,"2025-11-26T12:04:37.761Z","2025-11-26T12:04:37.761Z"
"cmifyiznm08de2o7gtsxtwwl4","SHP-0000145","cmifyixwd06ep2o7g13fprvl9","cmifyiyxk07g22o7gegjw21m2","2025-10-13T12:04:37.533Z","2025-10-13T15:17:17.010Z","ICI-3",4692.172817215064,5264.791201303811,19.22500308705946,6.923985470989944,0.516558900651702,"ROM-PIT-09","PT Pupuk Indonesia","Paiton","Surveyor Marine","BL-70226","COA-57610",11.75570208454981,55159.7857684031,,"2025-11-26T12:04:37.763Z","2025-11-26T12:04:37.763Z"
"cmifyizno08dg2o7gp4zw41pc","SHP-0000146","cmifyixwe06eq2o7g986pltgh","cmifyiyxl07g42o7gifwo4jvm","2025-09-29T12:04:37.533Z","2025-09-29T17:04:35.371Z","GCV-5000",5055.02264031343,5432.783907415356,11.60942162405638,6.12227701765266,0.5993214590112749,"ROM-PIT-08","PT Steel Indonesia","Cilacap","Surveyor Geo","BL-79923","COA-35267",14.13537631997579,71454.64732682794,,"2025-11-26T12:04:37.764Z","2025-11-26T12:04:37.764Z"
"cmifyiznp08di2o7gcmhqb602","SHP-0000147","cmifyixwf06er2o7ged3iyt6g","cmifyiyxm07g62o7gkbrkgdld","2025-10-28T12:04:37.533Z","2025-10-28T22:39:30.636Z","ICI-4",2434.519961083854,5069.800295359945,11.82930215316905,9.362246942507072,0.6294647432236752,"ROM-PIT-07","PLN","Merak","Surveyor Marine","BL-98426","COA-24456",19.73235236014042,48038.80569990197,,"2025-11-26T12:04:37.766Z","2025-11-26T12:04:37.766Z"
"cmifyiznr08dk2o7glmge6rvy","SHP-0000148","cmifyixwg06es2o7grnulo1sk","cmifyiyxo07g82o7gt19j6lz2","2025-10-30T12:04:37.533Z","2025-10-30T19:57:53.904Z","ICI-4",2317.091397646089,5394.228600873528,15.70626322284316,5.105173090921586,0.2556179688792765,"ROM-PIT-09","PT Semen Indonesia","Lontar","Surveyor AB","BL-36398","COA-89598",14.78534682890319,34258.99994846546,,"2025-11-26T12:04:37.767Z","2025-11-26T12:04:37.767Z"
"cmifyiznt08dm2o7glsmjm3nm","SHP-0000149","cmifyixwi06et2o7grka7mrpt","cmifyiyxq07ga2o7gj0ojrj1n","2025-11-21T12:04:37.533Z","2025-11-21T16:22:53.027Z","ICI-1",4831.659653221644,5754.311295531204,9.263448259351733,5.867737028775826,0.343752249068088,"ROM-PIT-09","PT Steel Indonesia","Merak","Surveyor Geo","BL-35994","COA-86210",11.77724805023138,56903.65423028622,,"2025-11-26T12:04:37.770Z","2025-11-26T12:04:37.770Z"
"cmifyiznv08do2o7g0prugpg8","SHP-0000150","cmifyixwj06eu2o7gb4ykdzml","cmifyiyxr07gc2o7ggy0ehaf4","2025-10-02T12:04:37.533Z","2025-10-02T22:30:47.030Z","ICI-4",5082.006806456662,5151.358550242652,8.645668053440113,6.588018546192577,0.325394159534467,"ROM-PIT-02","PLN","Gresik","Surveyor AB","BL-75311","COA-86626",14.80901610998042,75259.52066784685,,"2025-11-26T12:04:37.772Z","2025-11-26T12:04:37.772Z"
"cmifyiznx08dq2o7gncd3x8hz","SHP-0000151","cmifyixwl06ev2o7gltwyjehr","cmifyiyxt07ge2o7g15ytn32i","2025-10-08T12:04:37.533Z","2025-10-08T18:56:30.746Z","GCV-5500",3905.151943160731,4526.166592052951,10.18572491175039,4.412252350379953,0.514139865413411,"ROM-PIT-02","PLN","Paiton","Surveyor PTX","BL-42874","COA-35886",18.60333796719326,72648.86141186056,,"2025-11-26T12:04:37.773Z","2025-11-26T12:04:37.773Z"
"cmifyizny08ds2o7gfama5gjv","SHP-0000152","cmifyixwm06ew2o7gsuj5x6r9","cmifyiyxu07gg2o7g3ha8s8eb","2025-10-23T12:04:37.533Z","2025-10-23T18:33:25.527Z","ICI-4",2005.54799290082,5981.699593650763,19.21900522759496,8.09393702564285,0.6931868369394267,"ROM-PIT-08","PT Pupuk Indonesia","Lontar","Surveyor Marine","BL-99584","COA-55962",13.15206601648951,26377.09960186961,,"2025-11-26T12:04:37.775Z","2025-11-26T12:04:37.775Z"
"cmifyizo008du2o7g52scl2e3","SHP-0000153","cmifyixwn06ex2o7ga6pepbra","cmifyiyxw07gi2o7gd1fh9ai9","2025-11-26T12:04:37.533Z","2025-11-26T22:28:21.565Z","ICI-4",4059.167818886965,4912.192376357742,10.97178376807459,5.777774370191324,0.7803482726520707,"ROM-PIT-06","PT Petrokimia","Paiton","Surveyor Inspec","BL-35591","COA-45606",21.61027630322531,87719.73812730776,,"2025-11-26T12:04:37.776Z","2025-11-26T12:04:37.776Z"
"cmifyizo108dw2o7gros4sdhg","SHP-0000154","cmifyixwo06ey2o7gsw75n660","cmifyiyxy07gk2o7gd6a9lq7w","2025-11-01T12:04:37.533Z","2025-11-01T14:20:59.724Z","ICI-3",2264.51915053797,4773.047571275836,10.54548702124729,9.901963154112908,0.2328853500787607,"ROM-PIT-06","PT Semen Indonesia","Suralaya","Surveyor Inspec","BL-44226","COA-90794",10.75887532072643,24363.67920203536,,"2025-11-26T12:04:37.778Z","2025-11-26T12:04:37.778Z"
"cmifyizo308dy2o7gqbae8v39","SHP-0000155","cmifyixwp06ez2o7gj0u5398x","cmifyiyxz07gm2o7g1c41p118","2025-11-17T12:04:37.533Z","2025-11-17T13:02:35.582Z","ICI-1",3288.257753494969,5564.142675412425,13.96916870825301,7.880950953600854,0.2539116916448017,"ROM-PIT-03","PT Steel Indonesia","Lontar","Surveyor Geo","BL-50504","COA-45947",24.16618162760839,79464.63410935094,,"2025-11-26T12:04:37.779Z","2025-11-26T12:04:37.779Z"
"cmifyizo408e02o7gi4jkrw0k","SHP-0000156","cmifyixwq06f02o7gsap00sz6","cmifyiyy107go2o7gdnt0ioks","2025-10-01T12:04:37.533Z","2025-10-01T20:41:52.042Z","ICI-4",3634.014727563024,5498.508147439228,17.99539008278287,11.5234769543214,0.4967368142882846,"ROM-PIT-04","PLN","Tanjung Priok","Surveyor Geo","BL-56542","COA-44461",13.73446735782117,49911.25665355574,,"2025-11-26T12:04:37.781Z","2025-11-26T12:04:37.781Z"
"cmifyizo608e22o7gstlvn8rd","SHP-0000157","cmifyixwr06f12o7g1rq9p5hm","cmifyiyy207gq2o7gzzbluog3","2025-11-23T12:04:37.533Z","2025-11-23T21:32:43.800Z","GCV-5500",4327.854059163799,5999.693559293974,9.514920455318492,6.02742927665528,0.7131242319117326,"ROM-PIT-01","PLN","Tanjung Priok","Surveyor Marine","BL-76694","COA-47326",18.66169845302308,80765.10740080672,,"2025-11-26T12:04:37.782Z","2025-11-26T12:04:37.782Z"
"cmifyizo708e42o7ggksrrqz2","SHP-0000158","cmifyixws06f22o7gw8qcoya6","cmifyiyy407gs2o7gl2q8n2fg","2025-10-07T12:04:37.533Z","2025-10-07T16:40:44.650Z","GCV-5000",3411.452154481278,5136.729150299435,16.58208819035502,11.25013823306482,0.3330399564952944,"ROM-PIT-03","PLN","Tanjung Priok","Surveyor AB","BL-35648","COA-19209",11.60815542726578,39600.6668418994,,"2025-11-26T12:04:37.784Z","2025-11-26T12:04:37.784Z"
"cmifyizo908e62o7gzffbqhx8","SHP-0000159","cmifyixwt06f32o7g1arcvky7","cmifyiyy507gu2o7gtn96bx6s","2025-11-14T12:04:37.533Z","2025-11-14T22:47:21.899Z","ICI-2",2559.469040121273,5003.472021973152,8.991291303768351,8.816721582322922,0.7686974399650166,"ROM-PIT-08","PT Semen Indonesia","Suralaya","Surveyor AB","BL-49714","COA-59488",24.32538573748887,62260.07168411035,,"2025-11-26T12:04:37.785Z","2025-11-26T12:04:37.785Z"
"cmifyizob08e82o7gi7rupxrv","SHP-0000160","cmifyixwu06f42o7g3mstf19a","cmifyiyy707gw2o7gfmfuavar","2025-10-09T12:04:37.533Z","2025-10-09T12:22:38.393Z","GCV-5000",2023.344522918941,4558.6501090917,19.2265529193057,6.620851609128778,0.4029251991423701,"ROM-PIT-07","PT Steel Indonesia","Lontar","Surveyor Inspec","BL-73206","COA-27738",16.52177075885151,33429.23437384453,,"2025-11-26T12:04:37.787Z","2025-11-26T12:04:37.787Z"
"cmifyizoc08ea2o7ggy9uoict","SHP-0000161","cmifyixww06f52o7g8uxkraft","cmifyiyy807gy2o7g59glcjw3","2025-10-20T12:04:37.533Z","2025-10-20T15:25:54.019Z","GCV-5000",2679.254886744316,5544.30258015931,11.61720932209435,10.91747765346554,0.4068342053259101,"ROM-PIT-08","PLN","Suralaya","Surveyor Geo","BL-16572","COA-86793",24.41915516902796,65425.14081678588,,"2025-11-26T12:04:37.789Z","2025-11-26T12:04:37.789Z"
"cmifyizoe08ec2o7geipfpz2l","SHP-0000162","cmifyixwx06f62o7g5d0bmini","cmifyiyya07h02o7gr723h7ex","2025-11-16T12:04:37.533Z","2025-11-16T22:16:20.415Z","ICI-4",4650.407477192169,4817.665900254992,16.12278747813741,11.83977331157168,0.2769702052477897,"ROM-PIT-02","PT Steel Indonesia","Merak","Surveyor PTX","BL-87142","COA-10612",24.00201751073763,111619.1616996316,,"2025-11-26T12:04:37.790Z","2025-11-26T12:04:37.790Z"
"cmifyizof08ee2o7g37d57hww","SHP-0000163","cmifyixwy06f72o7gexjtrh4t","cmifyiyyb07h22o7gtvpxy8iv","2025-10-22T12:04:37.533Z","2025-10-22T22:09:52.834Z","ICI-3",1866.816405737616,5265.090658805723,17.37822364378655,5.254163274882956,0.4500301271538986,"ROM-PIT-09","PT Steel Indonesia","Lontar","Surveyor PTX","BL-11965","COA-40310",17.3046082115246,32304.52650413598,,"2025-11-26T12:04:37.792Z","2025-11-26T12:04:37.792Z"
"cmifyizoh08eg2o7gegp8mr9x","SHP-0000164","cmifyixwz06f82o7glpnbxrsw","cmifyiyyd07h42o7g5r3573kk","2025-11-08T12:04:37.533Z","2025-11-08T12:08:52.381Z","GCV-6000",4440.883761906408,4551.729439843899,12.84140102238704,5.905218727109306,0.6126039209882626,"ROM-PIT-08","PLN","Suralaya","Surveyor Inspec","BL-40848","COA-21959",20.07461506438451,89149.03206594691,,"2025-11-26T12:04:37.793Z","2025-11-26T12:04:37.793Z"
"cmifyizoi08ei2o7gzhjs3d5w","SHP-0000165","cmifyixx006f92o7g9876owuu","cmifyiyyf07h62o7grcx5hwqh","2025-10-20T12:04:37.533Z","2025-10-20T19:48:50.521Z","ICI-2",3999.731751423054,5777.770368234651,15.88074800782055,9.622213546041875,0.2349405347699324,"ROM-PIT-01","PT Semen Indonesia","Suralaya","Surveyor Inspec","BL-94125","COA-60592",16.97412651321781,67891.95276758916,,"2025-11-26T12:04:37.795Z","2025-11-26T12:04:37.795Z"
"cmifyizok08ek2o7gpqfznjuu","SHP-0000166","cmifyixx106fa2o7gye0r5zvy","cmifyiyyh07h82o7gffq7ajai","2025-10-05T12:04:37.533Z","2025-10-05T21:10:17.648Z","GCV-5500",3031.482436383045,4629.967446629675,15.57049112715094,9.757770198142914,0.4259752852381991,"ROM-PIT-01","PT Steel Indonesia","Lontar","Surveyor Geo","BL-53019","COA-20189",12.32657381959191,37367.79203487195,,"2025-11-26T12:04:37.796Z","2025-11-26T12:04:37.796Z"
"cmifyizol08em2o7g3qm00k6t","SHP-0000167","cmifyixx206fb2o7g2eqdi5lk","cmifyiyyj07ha2o7gp7jc7woa","2025-10-10T12:04:37.533Z","2025-10-10T20:18:38.285Z","ICI-4",3698.656074282384,5056.849297407415,18.74187116846372,9.335824215795173,0.2832485024095427,"ROM-PIT-02","PT Pupuk Indonesia","Tanjung Priok","Surveyor PTX","BL-50387","COA-82236",19.75816354112983,73078.65159806456,,"2025-11-26T12:04:37.798Z","2025-11-26T12:04:37.798Z"
"cmifyizon08eo2o7gwyntdssp","SHP-0000168","cmifyixx306fc2o7g4zg0idz7","cmifyiyyl07hc2o7g068sospx","2025-10-25T12:04:37.533Z","2025-10-25T15:29:38.303Z","ICI-4",3605.697093410507,5749.207802751933,9.692358145889823,4.206548070226306,0.4380222519026034,"ROM-PIT-07","PT Pupuk Indonesia","Merak","Surveyor Inspec","BL-77991","COA-86271",19.48000138168773,70238.98436158411,,"2025-11-26T12:04:37.799Z","2025-11-26T12:04:37.799Z"
"cmifyizoo08eq2o7g7u397wwq","SHP-0000169","cmifyixx406fd2o7g8at0tkd7","cmifyiyyo07he2o7goid4fbup","2025-10-31T12:04:37.533Z","2025-10-31T23:27:37.901Z","GCV-5000",1756.455780897337,4863.99140448138,17.90090538699152,11.23788794755315,0.5606432207341318,"ROM-PIT-01","PT Petrokimia","Merak","Surveyor AB","BL-93805","COA-31143",24.07387788536144,42284.70198035966,,"2025-11-26T12:04:37.801Z","2025-11-26T12:04:37.801Z"
