"id","scheduleNumber","vesselId","voyageNumber","loadingPort","destination","etaLoading","etsLoading","etaDestination","ataLoading","loadingStart","loadingComplete","atsLoading","ataDestination","plannedQuantity","actualQuantity","buyer","contractNumber","status","remarks","createdAt","updatedAt"
"cmifyiyy107go2o7gdnt0ioks","SCH-0000156","cmifyixwq06f02o7gsap00sz6","VY-00156","Kariangau","Suralaya","2025-11-22T12:04:36.598Z","2025-11-23T00:18:08.122Z","2025-11-26T02:46:00.398Z",,"2025-11-22T12:48:42.063Z","2025-11-23T00:18:08.122Z","2025-11-23T00:59:59.702Z","2025-11-26T00:54:53.027Z",3804.986810896814,3674.435488930682,"PT Petrokimia","CN-7081","CANCELLED",,"2025-11-26T12:04:36.841Z","2025-11-26T12:04:36.841Z"
"cmifyiyy207gq2o7gzzbluog3","SCH-0000157","cmifyixwr06f12o7g1rq9p5hm","VY-00157","Tarakan","Suralaya","2025-11-05T12:04:36.598Z","2025-11-05T22:22:04.986Z","2025-11-08T06:22:09.152Z",,,,"2025-11-05T22:01:39.683Z",,4103.830741004741,3914.775778975786,"PLN","CN-8953","STANDBY",,"2025-11-26T12:04:36.843Z","2025-11-26T12:04:36.843Z"
"cmifyiyy407gs2o7gl2q8n2fg","SCH-0000158","cmifyixws06f22o7gw8qcoya6","VY-00158","Sangatta","Lontar","2025-11-24T12:04:36.598Z","2025-11-25T07:41:03.018Z","2025-11-28T09:56:50.006Z","2025-11-24T13:36:21.332Z","2025-11-24T12:27:33.703Z",,"2025-11-25T07:56:26.371Z",,3191.818155712617,,"PLN","CN-7246","DISCHARGING",,"2025-11-26T12:04:36.844Z","2025-11-26T12:04:36.844Z"
"cmifyiyy507gu2o7gtn96bx6s","SCH-0000159","cmifyixwt06f32o7g1arcvky7","VY-00159","Samarinda","Merak","2025-10-15T12:04:36.598Z","2025-10-16T04:04:24.831Z","2025-10-19T18:31:03.223Z","2025-10-15T10:12:31.438Z",,,"2025-10-16T04:18:01.613Z",,2457.625080076089,,"PT Steel Indonesia","CN-3865","STANDBY",,"2025-11-26T12:04:36.845Z","2025-11-26T12:04:36.845Z"
"cmifyiyy707gw2o7gfmfuavar","SCH-0000160","cmifyixwu06f42o7g3mstf19a","VY-00160","Sangatta","Tanjung Priok","2025-10-05T12:04:36.598Z","2025-10-06T01:03:16.471Z","2025-10-08T06:27:26.565Z","2025-10-05T11:21:15.613Z",,,,"2025-10-08T04:14:51.139Z",2005.60917102846,2027.43481446151,"PT Petrokimia","CN-6741","CANCELLED",,"2025-11-26T12:04:36.847Z","2025-11-26T12:04:36.847Z"
"cmifyiyy807gy2o7g59glcjw3","SCH-0000161","cmifyixww06f52o7g8uxkraft","VY-00161","Banjarmasin","Lontar","2025-10-03T12:04:36.598Z","2025-10-04T07:41:40.668Z","2025-10-05T09:20:31.596Z",,"2025-10-03T13:07:50.309Z","2025-10-04T07:41:40.668Z",,,2707.10767594114,,"PT Semen Indonesia","CN-8162","COMPLETED",,"2025-11-26T12:04:36.848Z","2025-11-26T12:04:36.848Z"
"cmifyiyya07h02o7gr723h7ex","SCH-0000162","cmifyixwx06f62o7g5d0bmini","VY-00162","Balikpapan","Gresik","2025-11-26T12:04:36.598Z","2025-11-27T03:58:13.557Z","2025-11-30T11:44:24.128Z","2025-11-26T14:03:56.415Z","2025-11-26T13:18:33.529Z","2025-11-27T03:58:13.557Z","2025-11-27T04:27:33.473Z",,4901.564691565072,,"PT Pupuk Indonesia","CN-9965","ARRIVED",,"2025-11-26T12:04:36.850Z","2025-11-26T12:04:36.850Z"
"cmifyiyyb07h22o7gtvpxy8iv","SCH-0000163","cmifyixwy06f72o7gexjtrh4t","VY-00163","Muara Pantai","Gresik","2025-10-30T12:04:36.598Z","2025-10-31T04:40:40.413Z","2025-11-03T17:43:45.499Z","2025-10-30T12:24:20.197Z","2025-10-30T12:50:15.820Z",,"2025-10-31T03:58:46.031Z",,1892.563926142122,1880.330312212426,"PLN","CN-9020","LOADING",,"2025-11-26T12:04:36.852Z","2025-11-26T12:04:36.852Z"
"cmifyiyyd07h42o7g5r3573kk","SCH-0000164","cmifyixwz06f82o7glpnbxrsw","VY-00164","Tanjung Bara","Paiton","2025-11-21T12:04:36.598Z","2025-11-22T00:51:16.985Z","2025-11-23T01:31:47.947Z","2025-11-21T12:11:11.226Z",,,"2025-11-22T00:34:47.655Z","2025-11-23T03:50:01.581Z",4445.826180145576,4265.62495812156,"PT Semen Indonesia","CN-7012","SCHEDULED",,"2025-11-26T12:04:36.853Z","2025-11-26T12:04:36.853Z"
"cmifyiyyf07h62o7grcx5hwqh","SCH-0000165","cmifyixx006f92o7g9876owuu","VY-00165","Muara Pantai","Tanjung Priok","2025-11-02T12:04:36.598Z","2025-11-02T20:31:42.170Z","2025-11-03T22:14:50.025Z",,,,,"2025-11-03T22:18:33.701Z",4145.813202406088,4222.359670803181,"PT Pupuk Indonesia","CN-2669","DISCHARGING",,"2025-11-26T12:04:36.856Z","2025-11-26T12:04:36.856Z"
"cmifyiyyh07h82o7gffq7ajai","SCH-0000166","cmifyixx106fa2o7gye0r5zvy","VY-00166","Tarakan","Paiton","2025-11-01T12:04:36.598Z","2025-11-02T01:40:07.263Z","2025-11-03T19:10:28.437Z","2025-11-01T11:54:13.068Z","2025-11-01T13:26:13.457Z",,,"2025-11-03T20:11:25.239Z",3223.267368555889,3093.845653002507,"PT Pupuk Indonesia","CN-6746","STANDBY",,"2025-11-26T12:04:36.857Z","2025-11-26T12:04:36.857Z"
"cmifyiyyj07ha2o7gp7jc7woa","SCH-0000167","cmifyixx206fb2o7g2eqdi5lk","VY-00167","Sangatta","Gresik","2025-11-14T12:04:36.598Z","2025-11-15T07:41:16.663Z","2025-11-19T01:10:42.898Z","2025-11-14T12:18:55.395Z","2025-11-14T13:53:16.042Z","2025-11-15T07:41:16.663Z",,"2025-11-19T01:17:21.737Z",3648.263941999368,3588.639638494474,"PLN","CN-3594","CANCELLED",,"2025-11-26T12:04:36.860Z","2025-11-26T12:04:36.860Z"
"cmifyiyyl07hc2o7g068sospx","SCH-0000168","cmifyixx306fc2o7g4zg0idz7","VY-00168","Banjarmasin","Paiton","2025-10-28T12:04:36.598Z","2025-10-29T08:28:16.088Z","2025-10-31T04:47:19.292Z",,"2025-10-28T12:15:10.181Z",,,"2025-10-31T02:23:07.750Z",3872.035413340204,3687.808083359833,"PLN","CN-9027","STANDBY",,"2025-11-26T12:04:36.862Z","2025-11-26T12:04:36.862Z"
"cmifyiyyo07he2o7goid4fbup","SCH-0000169","cmifyixx406fd2o7g8at0tkd7","VY-00169","Tanjung Bara","Merak","2025-10-27T12:04:36.598Z","2025-10-28T08:19:52.867Z","2025-10-30T17:38:38.411Z","2025-10-27T13:53:35.601Z","2025-10-27T13:46:11.833Z","2025-10-28T08:19:52.867Z",,"2025-10-30T16:16:43.491Z",1799.74679598463,1744.03647250632,"PLN","CN-4687","SCHEDULED",,"2025-11-26T12:04:36.864Z","2025-11-26T12:04:36.864Z"
"cmifyiyyp07hg2o7goliwhq76","SCH-0000170","cmifyixx506fe2o7gw136e6rx","VY-00170","Balikpapan","Tanjung Priok","2025-10-04T12:04:36.598Z","2025-10-05T07:14:41.699Z","2025-10-06T07:19:34.909Z","2025-10-04T12:36:27.428Z","2025-10-04T12:12:59.848Z","2025-10-05T07:14:41.699Z",,"2025-10-06T09:22:14.030Z",2406.386086331627,,"PT Steel Indonesia","CN-7746","COMPLETED",,"2025-11-26T12:04:36.866Z","2025-11-26T12:04:36.866Z"
"cmifyiyyr07hi2o7gphpe0pxr","SCH-0000171","cmifyixx706ff2o7grthjje8h","VY-00171","Samarinda","Paiton","2025-11-12T12:04:36.598Z","2025-11-12T20:11:53.550Z","2025-11-16T17:50:14.420Z","2025-11-12T11:21:11.810Z",,"2025-11-12T20:11:53.550Z","2025-11-12T19:38:34.530Z",,2780.943184670235,2765.687283886632,"PT Steel Indonesia","CN-8721","LOADING",,"2025-11-26T12:04:36.867Z","2025-11-26T12:04:36.867Z"
"cmifyiyyt07hk2o7g9ew24erq","SCH-0000172","cmifyixx806fg2o7g04s7i84f","VY-00172","Sangatta","Lontar","2025-11-01T12:04:36.598Z","2025-11-02T01:38:21.761Z","2025-11-03T05:49:03.671Z","2025-11-01T13:13:20.494Z","2025-11-01T12:28:57.929Z",,"2025-11-02T01:40:28.095Z","2025-11-03T08:03:12.022Z",4846.334130546228,,"PT Steel Indonesia","CN-4564","COMPLETED",,"2025-11-26T12:04:36.869Z","2025-11-26T12:04:36.869Z"
"cmifyiyyv07hm2o7ggcdaw7zp","SCH-0000173","cmifyixx906fh2o7gotu4ting","VY-00173","Balikpapan","Tanjung Priok","2025-10-27T12:04:36.598Z","2025-10-28T07:57:45.462Z","2025-10-30T20:43:47.860Z",,,"2025-10-28T07:57:45.462Z","2025-10-28T08:28:55.891Z",,4022.575595340385,,"PT Petrokimia","CN-3258","SCHEDULED",,"2025-11-26T12:04:36.871Z","2025-11-26T12:04:36.871Z"
"cmifyiyyx07ho2o7gepr6cljp","SCH-0000174","cmifyixxa06fi2o7gaeotijz4","VY-00174","Kariangau","Lontar","2025-11-19T12:04:36.598Z","2025-11-20T06:38:33.433Z","2025-11-22T00:52:57.709Z","2025-11-19T13:25:07.056Z","2025-11-19T13:11:17.424Z",,"2025-11-20T06:42:14.327Z",,3139.9794557835,,"PT Pupuk Indonesia","CN-7838","STANDBY",,"2025-11-26T12:04:36.873Z","2025-11-26T12:04:36.873Z"
"cmifyiyyy07hq2o7gkvk38hb1","SCH-0000175","cmifyixxb06fj2o7gxlgqqt0c","VY-00175","Tarakan","Cilacap","2025-11-24T12:04:36.598Z","2025-11-25T03:04:39.580Z","2025-11-26T03:37:48.628Z","2025-11-24T12:47:29.676Z",,,"2025-11-25T02:46:18.226Z",,3462.40164524377,3325.994512423045,"PT Semen Indonesia","CN-7913","COMPLETED",,"2025-11-26T12:04:36.875Z","2025-11-26T12:04:36.875Z"
"cmifyiyz007hs2o7gyj6ct3kt","SCH-0000176","cmifyixxc06fk2o7gebvgagkn","VY-00176","Muara Pantai","Merak","2025-10-17T12:04:36.598Z","2025-10-18T06:43:25.794Z","2025-10-21T04:23:47.094Z","2025-10-17T11:51:18.405Z","2025-10-17T12:09:49.234Z","2025-10-18T06:43:25.794Z",,"2025-10-21T03:49:04.436Z",3704.60502563929,3751.154060477971,"PT Steel Indonesia","CN-3500","LOADING",,"2025-11-26T12:04:36.876Z","2025-11-26T12:04:36.876Z"
"cmifyiyz207hu2o7gh9hfk1ae","SCH-0000177","cmifyixxd06fl2o7gooog0z93","VY-00177","Tarakan","Lontar","2025-11-22T12:04:36.598Z","2025-11-23T10:50:53.548Z","2025-11-25T19:24:17.052Z","2025-11-22T10:04:49.475Z","2025-11-22T12:41:02.394Z",,"2025-11-23T11:37:39.561Z",,4181.328958409656,4117.58534107499,"PT Semen Indonesia","CN-1130","DISCHARGING",,"2025-11-26T12:04:36.878Z","2025-11-26T12:04:36.878Z"
"cmifyiyz307hw2o7gaxhamfcb","SCH-0000178","cmifyixxf06fm2o7gu2vxv3u6","VY-00178","Sangatta","Merak","2025-10-19T12:04:36.598Z","2025-10-20T10:10:52.624Z","2025-10-21T19:31:03.075Z",,,,,,3834.979503719529,3905.472559765794,"PT Pupuk Indonesia","CN-4333","SAILING",,"2025-11-26T12:04:36.880Z","2025-11-26T12:04:36.880Z"
"cmifyiyz507hy2o7geq3gusrz","SCH-0000179","cmifyixxg06fn2o7gmpiwefhs","VY-00179","Banjarmasin","Merak","2025-10-04T12:04:36.598Z","2025-10-05T01:24:48.938Z","2025-10-08T21:06:45.588Z",,"2025-10-04T14:04:00.311Z",,"2025-10-05T01:04:53.006Z","2025-10-08T21:08:16.828Z",4120.175222252263,4230.9975883156,"PT Petrokimia","CN-6148","COMPLETED",,"2025-11-26T12:04:36.881Z","2025-11-26T12:04:36.881Z"
"cmifyiyz607i02o7gsdmau9l0","SCH-0000180","cmifyixxh06fo2o7gebhcslkr","VY-00180","Muara Pantai","Merak","2025-11-09T12:04:36.598Z","2025-11-10T03:39:38.460Z","2025-11-13T04:04:52.305Z","2025-11-09T11:48:22.976Z","2025-11-09T13:38:29.123Z","2025-11-10T03:39:38.460Z","2025-11-10T03:44:56.100Z",,2291.173906820986,2220.899152134346,"PT Steel Indonesia","CN-5544","ARRIVED",,"2025-11-26T12:04:36.883Z","2025-11-26T12:04:36.883Z"
"cmifyiyz807i22o7gudq75v2o","SCH-0000181","cmifyixxi06fp2o7gnoaw5t4c","VY-00181","Balikpapan","Paiton","2025-11-14T12:04:36.598Z","2025-11-15T06:54:47.957Z","2025-11-19T03:55:24.039Z","2025-11-14T13:39:42.113Z",,"2025-11-15T06:54:47.957Z","2025-11-15T06:26:00.400Z",,1939.167932865805,,"PT Steel Indonesia","CN-9317","LOADING",,"2025-11-26T12:04:36.884Z","2025-11-26T12:04:36.884Z"
"cmifyiyz907i42o7gfg8yj21s","SCH-0000182","cmifyixxj06fq2o7gcn7zqkub","VY-00182","Balikpapan","Paiton","2025-11-01T12:04:36.598Z","2025-11-01T22:35:15.970Z","2025-11-03T15:22:40.362Z","2025-11-01T12:19:39.666Z","2025-11-01T13:46:36.800Z",,"2025-11-01T22:19:39.028Z",,4755.454042293677,4798.451169660713,"PT Pupuk Indonesia","CN-8561","SCHEDULED",,"2025-11-26T12:04:36.885Z","2025-11-26T12:04:36.885Z"
"cmifyiyzb07i62o7gwwz3vbd6","SCH-0000183","cmifyixxk06fr2o7gtvxt1kta","VY-00183","Balikpapan","Tanjung Priok","2025-10-02T12:04:36.598Z","2025-10-02T21:50:01.144Z","2025-10-04T22:20:49.215Z",,"2025-10-02T12:11:24.752Z",,"2025-10-02T22:23:20.081Z",,3122.057487701079,,"PT Semen Indonesia","CN-3716","STANDBY",,"2025-11-26T12:04:36.887Z","2025-11-26T12:04:36.887Z"
"cmifyiyzd07i82o7gt88hkwbd","SCH-0000184","cmifyixxl06fs2o7ggspnptaf","VY-00184","Banjarmasin","Merak","2025-11-01T12:04:36.598Z","2025-11-02T08:21:33.276Z","2025-11-05T13:59:40.409Z","2025-11-01T10:56:42.596Z","2025-11-01T14:00:14.868Z","2025-11-02T08:21:33.276Z",,,4141.287055097117,,"PT Pupuk Indonesia","CN-3161","STANDBY",,"2025-11-26T12:04:36.889Z","2025-11-26T12:04:36.889Z"
"cmifyiyze07ia2o7gwuozzxjo","SCH-0000185","cmifyixxm06ft2o7g8bt0y0mx","VY-00185","Muara Pantai","Lontar","2025-10-03T12:04:36.598Z","2025-10-04T00:35:08.778Z","2025-10-07T23:47:13.076Z","2025-10-03T12:42:55.356Z","2025-10-03T13:30:35.804Z","2025-10-04T00:35:08.778Z","2025-10-03T23:55:49.599Z",,4492.381047918053,,"PT Pupuk Indonesia","CN-7572","SAILING",,"2025-11-26T12:04:36.890Z","2025-11-26T12:04:36.890Z"
"cmifyiyzg07ic2o7g4fiaolu3","SCH-0000186","cmifyixxo06fu2o7gct8ttn7k","VY-00186","Banjarmasin","Tanjung Priok","2025-09-30T12:04:36.598Z","2025-10-01T03:38:41.139Z","2025-10-04T22:21:39.295Z","2025-09-30T12:17:34.297Z","2025-09-30T12:10:17.517Z","2025-10-01T03:38:41.139Z","2025-10-01T04:35:37.016Z",,2086.055635482131,2087.861468725043,"PT Petrokimia","CN-6731","SCHEDULED",,"2025-11-26T12:04:36.892Z","2025-11-26T12:04:36.892Z"
"cmifyiyzi07ie2o7gsedq37fl","SCH-0000187","cmifyixxp06fv2o7g1bbnmcss","VY-00187","Kariangau","Tanjung Priok","2025-11-13T12:04:36.598Z","2025-11-14T03:31:45.927Z","2025-11-17T04:18:28.611Z","2025-11-13T12:21:27.234Z","2025-11-13T13:03:33.277Z","2025-11-14T03:31:45.927Z",,,2442.453309948231,,"PLN","CN-4504","ARRIVED",,"2025-11-26T12:04:36.894Z","2025-11-26T12:04:36.894Z"
"cmifyiyzk07ig2o7ggcoqcphu","SCH-0000188","cmifyixxq06fw2o7giyv1h0r1","VY-00188","Balikpapan","Paiton","2025-10-23T12:04:36.598Z","2025-10-23T23:09:53.012Z","2025-10-25T07:04:02.437Z","2025-10-23T11:41:20.346Z",,,"2025-10-23T23:23:05.564Z","2025-10-25T06:16:09.333Z",2283.765105335126,,"PLN","CN-5208","CANCELLED",,"2025-11-26T12:04:36.896Z","2025-11-26T12:04:36.896Z"
"cmifyiyzl07ii2o7gnqfur1n4","SCH-0000189","cmifyixxr06fx2o7gd72jmfa2","VY-00189","Tarakan","Cilacap","2025-10-06T12:04:36.598Z","2025-10-07T01:21:03.592Z","2025-10-10T07:53:54.435Z","2025-10-06T11:43:30.732Z","2025-10-06T12:37:32.831Z",,,,4974.897067344126,,"PT Semen Indonesia","CN-4387","CANCELLED",,"2025-11-26T12:04:36.897Z","2025-11-26T12:04:36.897Z"
"cmifyiyzn07ik2o7gc0uik5dw","SCH-0000190","cmifyixxs06fy2o7gf0tvcahj","VY-00190","Kariangau","Paiton","2025-10-22T12:04:36.598Z","2025-10-23T07:26:39.542Z","2025-10-27T02:54:34.425Z","2025-10-22T13:59:26.131Z","2025-10-22T12:59:29.067Z","2025-10-23T07:26:39.542Z",,,1999.383697023071,2001.006563376317,"PT Steel Indonesia","CN-8386","COMPLETED",,"2025-11-26T12:04:36.899Z","2025-11-26T12:04:36.899Z"
"cmifyiyzo07im2o7gp15ql8e4","SCH-0000191","cmifyixxt06fz2o7gsv1esle0","VY-00191","Samarinda","Gresik","2025-10-25T12:04:36.598Z","2025-10-26T06:08:58.017Z","2025-10-27T13:25:09.763Z","2025-10-25T12:20:57.465Z","2025-10-25T12:09:58.450Z","2025-10-26T06:08:58.017Z","2025-10-26T05:27:40.424Z","2025-10-27T16:15:40.484Z",3712.253206802201,,"PT Pupuk Indonesia","CN-3224","SCHEDULED",,"2025-11-26T12:04:36.901Z","2025-11-26T12:04:36.901Z"
"cmifyiyzq07io2o7gy5tdvnbl","SCH-0000192","cmifyixxv06g02o7gcokjmrug","VY-00192","Balikpapan","Paiton","2025-10-16T12:04:36.598Z","2025-10-17T06:26:44.124Z","2025-10-21T06:20:13.280Z","2025-10-16T13:42:53.496Z","2025-10-16T13:20:44.361Z","2025-10-17T06:26:44.124Z",,"2025-10-21T04:18:52.922Z",1634.247588542505,1639.17950137626,"PLN","CN-4775","CANCELLED",,"2025-11-26T12:04:36.902Z","2025-11-26T12:04:36.902Z"
"cmifyiyzr07iq2o7gecq5dlj0","SCH-0000193","cmifyixxw06g12o7ghzm8ofnt","VY-00193","Banjarmasin","Gresik","2025-11-06T12:04:36.598Z","2025-11-07T08:02:43.425Z","2025-11-09T17:33:45.616Z","2025-11-06T12:13:16.186Z",,,"2025-11-07T07:24:45.130Z","2025-11-09T19:31:17.536Z",2856.025418129327,2822.961935448264,"PT Semen Indonesia","CN-1599","CANCELLED",,"2025-11-26T12:04:36.904Z","2025-11-26T12:04:36.904Z"
"cmifyiyzt07is2o7ga2e14v5n","SCH-0000194","cmifyixxx06g22o7g4u5gk035","VY-00194","Muara Pantai","Gresik","2025-10-22T12:04:36.598Z","2025-10-22T23:17:26.768Z","2025-10-24T15:29:22.126Z","2025-10-22T12:33:39.017Z",,"2025-10-22T23:17:26.768Z",,,3839.795819814126,3775.654773285843,"PT Steel Indonesia","CN-4653","ARRIVED",,"2025-11-26T12:04:36.905Z","2025-11-26T12:04:36.905Z"
"cmifyiyzv07iu2o7gpavy9wvj","SCH-0000195","cmifyixxy06g32o7gli7h48lt","VY-00195","Sangatta","Cilacap","2025-11-17T12:04:36.598Z","2025-11-17T20:04:55.238Z","2025-11-19T03:44:56.096Z",,"2025-11-17T13:40:43.415Z",,"2025-11-17T19:36:38.375Z",,2901.770111836626,,"PT Semen Indonesia","CN-9154","STANDBY",,"2025-11-26T12:04:36.907Z","2025-11-26T12:04:36.907Z"
"cmifyiyzw07iw2o7gcjczafwn","SCH-0000196","cmifyixxz06g42o7gtyefxfvr","VY-00196","Kariangau","Suralaya","2025-10-24T12:04:36.598Z","2025-10-25T08:32:49.532Z","2025-10-27T15:26:24.139Z","2025-10-24T11:57:27.410Z","2025-10-24T12:42:26.586Z","2025-10-25T08:32:49.532Z","2025-10-25T08:54:28.535Z","2025-10-27T12:35:35.564Z",4279.537261166931,,"PT Petrokimia","CN-8012","CANCELLED",,"2025-11-26T12:04:36.908Z","2025-11-26T12:04:36.908Z"
"cmifyiyzy07iy2o7gsocj0ip9","SCH-0000197","cmifyixy006g52o7gtelj3pj4","VY-00197","Banjarmasin","Paiton","2025-10-05T12:04:36.598Z","2025-10-05T22:17:00.476Z","2025-10-09T09:23:25.226Z","2025-10-05T12:22:24.366Z",,,"2025-10-05T22:26:46.447Z","2025-10-09T09:33:18.221Z",4200.969836677144,,"PLN","CN-5308","LOADING",,"2025-11-26T12:04:36.910Z","2025-11-26T12:04:36.910Z"
"cmifyiyzz07j02o7gja7bmlxo","SCH-0000198","cmifyixy106g62o7g1q76wezf","VY-00198","Banjarmasin","Gresik","2025-10-09T12:04:36.598Z","2025-10-09T23:06:10.542Z","2025-10-12T11:41:46.639Z","2025-10-09T13:34:42.856Z","2025-10-09T12:14:27.892Z",,"2025-10-09T23:50:38.179Z","2025-10-12T10:28:12.497Z",4961.144233616969,4878.75593535513,"PT Steel Indonesia","CN-7566","COMPLETED",,"2025-11-26T12:04:36.911Z","2025-11-26T12:04:36.911Z"
"cmifyiz0007j22o7gz8azpd5e","SCH-0000199","cmifyixy206g72o7gp8g7llo1","VY-00199","Banjarmasin","Merak","2025-10-16T12:04:36.598Z","2025-10-17T06:27:03.177Z","2025-10-20T00:16:35.983Z",,"2025-10-16T13:21:46.081Z","2025-10-17T06:27:03.177Z","2025-10-17T07:06:53.116Z",,2420.904708677249,2355.644244884142,"PT Pupuk Indonesia","CN-8924","ARRIVED",,"2025-11-26T12:04:36.913Z","2025-11-26T12:04:36.913Z"
"cmifyiz0207j42o7gtl5vzgty","SCH-0000200","cmifyixy306g82o7gg501x9dr","VY-00200","Banjarmasin","Gresik","2025-10-29T12:04:36.598Z","2025-10-30T08:38:40.791Z","2025-11-01T19:51:02.467Z","2025-10-29T13:53:18.486Z",,"2025-10-30T08:38:40.791Z",,,3156.685530712855,,"PT Pupuk Indonesia","CN-5212","DISCHARGING",,"2025-11-26T12:04:36.914Z","2025-11-26T12:04:36.914Z"
"cmifyiz0307j62o7g09633npv","SCH-0000201","cmifyixy406g92o7gxf0s1c7f","VY-00201","Kariangau","Tanjung Priok","2025-10-01T12:04:36.598Z","2025-10-01T21:37:22.356Z","2025-10-03T10:52:29.399Z","2025-10-01T13:55:35.644Z","2025-10-01T13:28:07.418Z",,,,2060.82666933684,2020.851292101184,"PT Semen Indonesia","CN-8152","SCHEDULED",,"2025-11-26T12:04:36.916Z","2025-11-26T12:04:36.916Z"
"cmifyiz0507j82o7gbkrc0xe2","SCH-0000202","cmifyixy506ga2o7gohy57ajb","VY-00202","Muara Pantai","Suralaya","2025-11-20T12:04:36.598Z","2025-11-20T23:36:24.484Z","2025-11-23T07:10:26.464Z","2025-11-20T12:57:37.176Z",,,"2025-11-20T22:44:35.493Z","2025-11-23T07:04:19.132Z",5175.284916411114,,"PT Steel Indonesia","CN-8619","DISCHARGING",,"2025-11-26T12:04:36.917Z","2025-11-26T12:04:36.917Z"
"cmifyiz0607ja2o7gew492615","SCH-0000203","cmifyixy606gb2o7g3uplot83","VY-00203","Sangatta","Cilacap","2025-10-30T12:04:36.598Z","2025-10-31T11:43:06.708Z","2025-11-04T06:01:46.429Z",,"2025-10-30T13:57:19.809Z","2025-10-31T11:43:06.708Z",,,4062.249651779833,3927.567455461472,"PT Semen Indonesia","CN-9169","ARRIVED",,"2025-11-26T12:04:36.918Z","2025-11-26T12:04:36.918Z"
"cmifyiz0807jc2o7ghe3cp0sc","SCH-0000204","cmifyixy706gc2o7gle3fccbs","VY-00204","Sangatta","Gresik","2025-10-11T12:04:36.598Z","2025-10-11T21:21:53.581Z","2025-10-15T01:58:01.955Z",,,,"2025-10-11T20:51:30.116Z",,1744.133289895065,1715.944942331845,"PLN","CN-2680","STANDBY",,"2025-11-26T12:04:36.920Z","2025-11-26T12:04:36.920Z"
"cmifyiz0907je2o7gxi3a5qwc","SCH-0000205","cmifyixy806gd2o7gi2pxusde","VY-00205","Samarinda","Gresik","2025-09-29T12:04:36.598Z","2025-09-29T20:13:47.369Z","2025-10-01T08:24:56.379Z","2025-09-29T12:11:52.394Z",,"2025-09-29T20:13:47.369Z",,,3705.545815510093,,"PT Steel Indonesia","CN-5966","STANDBY",,"2025-11-26T12:04:36.922Z","2025-11-26T12:04:36.922Z"
"cmifyiz0b07jg2o7gf35kdr3q","SCH-0000206","cmifyixya06ge2o7gct7izeji","VY-00206","Banjarmasin","Suralaya","2025-11-24T12:04:36.598Z","2025-11-25T03:22:37.585Z","2025-11-27T17:15:50.677Z","2025-11-24T12:50:59.249Z",,"2025-11-25T03:22:37.585Z","2025-11-25T03:42:32.412Z","2025-11-27T15:52:23.432Z",1856.632394217509,,"PT Pupuk Indonesia","CN-7630","STANDBY",,"2025-11-26T12:04:36.923Z","2025-11-26T12:04:36.923Z"
"cmifyiz0c07ji2o7g4tc5nmek","SCH-0000207","cmifyixyb06gf2o7gkmd6ggas","VY-00207","Banjarmasin","Paiton","2025-11-19T12:04:36.598Z","2025-11-20T06:19:57.215Z","2025-11-23T02:43:04.042Z",,,"2025-11-20T06:19:57.215Z","2025-11-20T06:32:04.672Z","2025-11-23T05:10:51.753Z",3554.600969830422,,"PT Semen Indonesia","CN-2502","STANDBY",,"2025-11-26T12:04:36.925Z","2025-11-26T12:04:36.925Z"
"cmifyiz0e07jk2o7gez985ehd","SCH-0000208","cmifyixyc06gg2o7govhh0nk9","VY-00208","Tanjung Bara","Paiton","2025-10-27T12:04:36.598Z","2025-10-27T22:12:16.516Z","2025-10-31T16:58:27.788Z","2025-10-27T12:32:52.199Z","2025-10-27T13:46:46.012Z",,,,4406.099551803571,4412.96547096987,"PT Steel Indonesia","CN-6905","COMPLETED",,"2025-11-26T12:04:36.926Z","2025-11-26T12:04:36.926Z"
"cmifyiz0f07jm2o7gi6xpue4j","SCH-0000209","cmifyixyd06gh2o7gf8vdx0z4","VY-00209","Banjarmasin","Merak","2025-09-30T12:04:36.598Z","2025-10-01T01:20:02.982Z","2025-10-04T10:22:50.920Z","2025-09-30T13:36:40.082Z","2025-09-30T13:53:51.768Z",,"2025-10-01T02:08:46.685Z",,3527.326702300301,3557.010781451722,"PT Steel Indonesia","CN-1124","STANDBY",,"2025-11-26T12:04:36.928Z","2025-11-26T12:04:36.928Z"
"cmifyiz0h07jo2o7gc0ngkwnq","SCH-0000210","cmifyixye06gi2o7gevs2bkp6","VY-00210","Tarakan","Merak","2025-10-29T12:04:36.598Z","2025-10-30T10:43:12.864Z","2025-11-02T16:12:12.777Z","2025-10-29T10:27:13.615Z","2025-10-29T12:24:00.981Z","2025-10-30T10:43:12.864Z","2025-10-30T10:29:36.980Z","2025-11-02T17:23:36.294Z",2799.855128969412,2703.204788931022,"PT Pupuk Indonesia","CN-8733","CANCELLED",,"2025-11-26T12:04:36.929Z","2025-11-26T12:04:36.929Z"
"cmifyiz0j07jq2o7g1lecix2u","SCH-0000211","cmifyixyf06gj2o7gci1kcs0r","VY-00211","Tarakan","Lontar","2025-11-11T12:04:36.598Z","2025-11-12T10:52:33.411Z","2025-11-14T01:48:06.842Z","2025-11-11T12:33:44.574Z","2025-11-11T12:24:50.736Z","2025-11-12T10:52:33.411Z","2025-11-12T10:47:24.904Z",,2273.9880231625,2260.713112452793,"PT Steel Indonesia","CN-4709","SCHEDULED",,"2025-11-26T12:04:36.931Z","2025-11-26T12:04:36.931Z"
