"id","recommendationType","scenario","recommendations","selectedStrategy","selectedStrategyId","implementedAt","implementedBy","results","profitActual","profitPredicted","variance","feedback","createdAt","updatedAt"
"cmifyj7go0iiw2o7gh2etz9rs","MAINTENANCE","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":16,""targetProduction"":5362}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,18680048.39683009,,,"2025-11-26T12:04:47.880Z","2025-11-26T12:04:47.880Z"
"cmifyj7gp0iiy2o7gb7n6l1j9","MAINTENANCE","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":12,""targetProduction"":4274}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,53243065.79435635,,,"2025-11-26T12:04:47.882Z","2025-11-26T12:04:47.882Z"
"cmifyj7gr0ij02o7g47b4ela3","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":3639}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,28298701.32801894,,,"2025-11-26T12:04:47.883Z","2025-11-26T12:04:47.883Z"
"cmifyj7gs0ij22o7g0az6zjoc","STRATEGIC","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":6,""targetProduction"":4076}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-120","2025-11-24T17:49:47.645Z","cmifyisjz001i2o7gersk84oj","{""efficiency"":0.9387253117858961,""production"":5695}",34266429.40145524,34961748.93580018,-1.988800776590862,"Good recommendation, implemented successfully","2025-11-26T12:04:47.884Z","2025-11-26T12:04:47.884Z"
"cmifyj7gu0ij42o7gl0obkvrt","OPERATIONAL","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":4091}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-121","2025-10-27T09:31:09.864Z","cmifyisk1001j2o7g091569a9","{""efficiency"":0.8181204661655981,""production"":3999}",15914479.64123076,15047419.31949763,5.76218621494547,,"2025-11-26T12:04:47.886Z","2025-11-26T12:04:47.886Z"
"cmifyj7gv0ij62o7gyfbbfcob","STRATEGIC","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":8,""targetProduction"":6320}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,29006976.83130717,,,"2025-11-26T12:04:47.888Z","2025-11-26T12:04:47.888Z"
"cmifyj7gx0ij82o7g0wq7gbla","OPERATIONAL","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":14,""targetProduction"":7328}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-123","2025-10-31T04:53:36.743Z","cmifyisk4001l2o7gouvg2op5","{""efficiency"":0.8358117442573635,""production"":7913}",5818893.474395016,6026819.825432623,-3.450017705194647,,"2025-11-26T12:04:47.889Z","2025-11-26T12:04:47.889Z"
"cmifyj7gy0ija2o7gdw83tykl","MAINTENANCE","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":19,""targetProduction"":5756}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-124","2025-10-30T01:40:48.801Z","cmifyisk5001m2o7gape2ubin","{""efficiency"":0.9209838382151709,""production"":4515}",16825067.02395612,17394821.02988194,-3.275423213306165,,"2025-11-26T12:04:47.891Z","2025-11-26T12:04:47.891Z"
"cmifyj7h00ijc2o7gs7qfcduh","OPERATIONAL","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":16,""targetProduction"":7157}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,27949102.37851997,,,"2025-11-26T12:04:47.892Z","2025-11-26T12:04:47.892Z"
"cmifyj7h10ije2o7gega2s5u0","OPERATIONAL","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":14,""targetProduction"":4254}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,15807395.05907897,,,"2025-11-26T12:04:47.893Z","2025-11-26T12:04:47.893Z"
"cmifyj7h30ijg2o7gs0ayc145","STRATEGIC","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":11,""targetProduction"":4176}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-127","2025-09-30T12:24:31.222Z","cmifyisk9001p2o7gee0ofans","{""efficiency"":0.9275749354793749,""production"":6278}",24268775.62624818,22105449.77759085,9.786391457415082,"Good recommendation, implemented successfully","2025-11-26T12:04:47.895Z","2025-11-26T12:04:47.895Z"
"cmifyj7h40iji2o7g70lzydos","STRATEGIC","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":19,""targetProduction"":4143}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,39964629.32503493,,,"2025-11-26T12:04:47.896Z","2025-11-26T12:04:47.896Z"
"cmifyj7h50ijk2o7gvujrnxfn","STRATEGIC","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":19,""targetProduction"":4650}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-129","2025-11-13T05:30:40.305Z","cmifyiskc001r2o7g8ly0ruo9","{""efficiency"":0.889391941663828,""production"":3218}",25392132.91314842,22652355.47662874,12.09488981994127,,"2025-11-26T12:04:47.898Z","2025-11-26T12:04:47.898Z"
"cmifyj7h70ijm2o7g1chgmlgv","MAINTENANCE","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":11,""targetProduction"":6251}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,48249267.99424969,,,"2025-11-26T12:04:47.899Z","2025-11-26T12:04:47.899Z"
"cmifyj7h80ijo2o7gmaw1zdtm","OPERATIONAL","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":8,""targetProduction"":5193}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-131","2025-11-15T08:48:42.946Z","cmifyiskf001t2o7g26gk92tq","{""efficiency"":0.8373946966986486,""production"":7867}",26688237.56856335,31570976.54043052,-15.46591048779953,"Good recommendation, implemented successfully","2025-11-26T12:04:47.901Z","2025-11-26T12:04:47.901Z"
"cmifyj7ha0ijq2o7g1wzokbk6","STRATEGIC","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":5013}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,25020756.90580657,,,"2025-11-26T12:04:47.902Z","2025-11-26T12:04:47.902Z"
"cmifyj7hc0ijs2o7gecyildfj","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":16,""targetProduction"":4554}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,17858998.91809378,,,"2025-11-26T12:04:47.904Z","2025-11-26T12:04:47.904Z"
"cmifyj7he0iju2o7gu9w5x8zw","MAINTENANCE","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":17,""targetProduction"":7866}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-134","2025-10-27T04:54:57.093Z","cmifyisi000022o7gx8n20wsn","{""efficiency"":0.8694973132937871,""production"":7739}",16306330.68817651,15023887.27092632,8.53602928538954,,"2025-11-26T12:04:47.906Z","2025-11-26T12:04:47.906Z"
"cmifyj7hf0ijw2o7gb8grf745","STRATEGIC","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":15,""targetProduction"":6001}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-135","2025-11-05T09:42:41.935Z","cmifyisi200032o7gon1xznii","{""efficiency"":0.9267251706243378,""production"":3349}",32653844.7070496,40411752.46943461,-19.19715748098947,,"2025-11-26T12:04:47.908Z","2025-11-26T12:04:47.908Z"
"cmifyj7hh0ijy2o7gijsjlaoy","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":12,""targetProduction"":3879}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,10349848.9695069,,,"2025-11-26T12:04:47.909Z","2025-11-26T12:04:47.909Z"
"cmifyj7hj0ik02o7gen4typxp","OPERATIONAL","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":5094}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,40215887.67681879,,,"2025-11-26T12:04:47.911Z","2025-11-26T12:04:47.911Z"
"cmifyj7hl0ik22o7gsdaakgtz","STRATEGIC","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":9,""targetProduction"":3345}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-138","2025-10-10T19:05:06.304Z","cmifyisi600062o7guk0scdkf","{""efficiency"":0.9388511959971569,""production"":5656}",18297157.53254131,17988138.81426133,1.717902677262999,,"2025-11-26T12:04:47.913Z","2025-11-26T12:04:47.913Z"
"cmifyj7hm0ik42o7g03l313f8","MAINTENANCE","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":3176}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-139","2025-11-19T07:00:04.348Z","cmifyisi800072o7g25jhm63p","{""efficiency"":0.8899145009837182,""production"":6043}",27109288.96201771,27151551.47451508,-0.155654134670886,"Good recommendation, implemented successfully","2025-11-26T12:04:47.915Z","2025-11-26T12:04:47.915Z"
"cmifyj7ho0ik62o7g4aow38oy","STRATEGIC","{""shift"":""MALAM"",""weather"":""SUNNY"",""truckAvailable"":17,""targetProduction"":6374}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,28681220.97519977,,,"2025-11-26T12:04:47.916Z","2025-11-26T12:04:47.916Z"
"cmifyj7hp0ik82o7gozmivkfa","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":6,""targetProduction"":7749}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,33160158.23580357,,,"2025-11-26T12:04:47.918Z","2025-11-26T12:04:47.918Z"
"cmifyj7hr0ika2o7gb74cme05","STRATEGIC","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":17,""targetProduction"":4015}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,25557210.8258744,,,"2025-11-26T12:04:47.919Z","2025-11-26T12:04:47.919Z"
"cmifyj7ht0ikc2o7gpo15nmv7","OPERATIONAL","{""shift"":""SIANG"",""weather"":""CLOUDY"",""truckAvailable"":9,""targetProduction"":3268}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,25448738.39195814,,,"2025-11-26T12:04:47.921Z","2025-11-26T12:04:47.921Z"
"cmifyj7hu0ike2o7gwfmy96f8","STRATEGIC","{""shift"":""MALAM"",""weather"":""RAINY"",""truckAvailable"":18,""targetProduction"":5612}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,49893813.71491208,,,"2025-11-26T12:04:47.923Z","2025-11-26T12:04:47.923Z"
"cmifyj7hw0ikg2o7gqc78da4p","MAINTENANCE","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":5,""targetProduction"":3085}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,44824198.06858753,,,"2025-11-26T12:04:47.924Z","2025-11-26T12:04:47.924Z"
"cmifyj7hx0iki2o7gsga2petb","OPERATIONAL","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":16,""targetProduction"":7804}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-146","2025-11-22T16:33:36.192Z","cmifyisii000e2o7gnzolakgx","{""efficiency"":0.9132941818614726,""production"":3444}",48610161.19158974,42190397.53546762,15.21617247319202,,"2025-11-26T12:04:47.926Z","2025-11-26T12:04:47.926Z"
"cmifyj7hz0ikk2o7g2n047uvj","OPERATIONAL","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":19,""targetProduction"":6313}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-147","2025-11-03T23:53:36.110Z","cmifyisij000f2o7g82mzx62v","{""efficiency"":0.842241401245724,""production"":6018}",12730408.90260221,14241091.37378102,-10.60791221352665,,"2025-11-26T12:04:47.927Z","2025-11-26T12:04:47.927Z"
"cmifyj7i00ikm2o7gpwk2x6a5","MAINTENANCE","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":11,""targetProduction"":5730}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,11695585.90154464,,,"2025-11-26T12:04:47.929Z","2025-11-26T12:04:47.929Z"
"cmifyj7i20iko2o7go7piqbdx","STRATEGIC","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":4341}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,22942394.25919699,,,"2025-11-26T12:04:47.930Z","2025-11-26T12:04:47.930Z"
"cmifyj7i30ikq2o7glgr05f52","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":11,""targetProduction"":4926}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,20047396.36505274,,,"2025-11-26T12:04:47.931Z","2025-11-26T12:04:47.931Z"
"cmifyj7i50iks2o7g93bgqent","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":7437}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,48763316.9302951,,,"2025-11-26T12:04:47.933Z","2025-11-26T12:04:47.933Z"
"cmifyj7i60iku2o7gkafas8hn","MAINTENANCE","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":13,""targetProduction"":6788}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-152","2025-10-12T03:03:02.233Z","cmifyisiq000k2o7g8hw1bhas","{""efficiency"":0.8667030918109835,""production"":5730}",9201494.61982382,10751015.45836186,-14.41278588556828,"Good recommendation, implemented successfully","2025-11-26T12:04:47.934Z","2025-11-26T12:04:47.934Z"
"cmifyj7i80ikw2o7gmw76uy3v","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":11,""targetProduction"":3505}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,9165640.766227996,,,"2025-11-26T12:04:47.936Z","2025-11-26T12:04:47.936Z"
"cmifyj7ia0iky2o7ghi62w3xv","MAINTENANCE","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":9,""targetProduction"":7536}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-154","2025-11-26T13:29:00.321Z","cmifyisis000m2o7g500r7bb4","{""efficiency"":0.8408174822824135,""production"":3675}",20024530.28089373,18316974.67105852,9.32225785371207,,"2025-11-26T12:04:47.938Z","2025-11-26T12:04:47.938Z"
"cmifyj7ib0il02o7g2f9c6mrs","STRATEGIC","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":17,""targetProduction"":5015}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-155","2025-10-18T16:14:38.507Z","cmifyisiu000n2o7gsdcouz1a","{""efficiency"":0.8152877085573393,""production"":5173}",32279262.74410278,36277935.70290728,-11.022327707814,"Good recommendation, implemented successfully","2025-11-26T12:04:47.940Z","2025-11-26T12:04:47.940Z"
"cmifyj7id0il22o7gdsz0kkrd","STRATEGIC","{""shift"":""SIANG"",""weather"":""SUNNY"",""truckAvailable"":10,""targetProduction"":6539}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,41807227.55013935,,,"2025-11-26T12:04:47.941Z","2025-11-26T12:04:47.941Z"
"cmifyj7if0il42o7gqjxc75n0","STRATEGIC","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":10,""targetProduction"":5068}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-157","2025-11-28T09:51:59.402Z","cmifyisiw000p2o7gntjdpjoz","{""efficiency"":0.8801485260496386,""production"":3993}",45942497.01702418,46617340.5296252,-1.447623362753087,"Good recommendation, implemented successfully","2025-11-26T12:04:47.943Z","2025-11-26T12:04:47.943Z"
"cmifyj7ig0il62o7g0epr9xx7","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":9,""targetProduction"":6714}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-158","2025-10-18T09:15:40.944Z","cmifyisiy000q2o7g35ilcptt","{""efficiency"":0.9473219820271722,""production"":4815}",10895049.45986217,11155116.67890286,-2.331371571689061,,"2025-11-26T12:04:47.945Z","2025-11-26T12:04:47.945Z"
"cmifyj7ii0il82o7gshln6oex","STRATEGIC","{""shift"":""MALAM"",""weather"":""CLOUDY"",""truckAvailable"":8,""targetProduction"":3765}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",0,"STRAT-159","2025-11-02T16:52:09.977Z","cmifyisiz000r2o7gkp2680xi","{""efficiency"":0.805160382164006,""production"":3089}",13236163.55326532,16495123.09536965,-19.75710956057767,,"2025-11-26T12:04:47.946Z","2025-11-26T12:04:47.946Z"
"cmifyj7ik0ila2o7gh4qvd50u","STRATEGIC","{""shift"":""PAGI"",""weather"":""CLOUDY"",""truckAvailable"":6,""targetProduction"":3377}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-160","2025-11-09T09:07:26.718Z","cmifyisj0000s2o7g7m4mk3ta","{""efficiency"":0.865782280313449,""production"":3696}",18152921.4157128,19874350.4370932,-8.661561175692789,,"2025-11-26T12:04:47.948Z","2025-11-26T12:04:47.948Z"
"cmifyj7il0ilc2o7g4tgkodst","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":6,""targetProduction"":3020}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-161","2025-09-29T07:49:11.719Z","cmifyisj1000t2o7gkuh2yci5","{""efficiency"":0.8089067910346697,""production"":7969}",55302047.3949879,52597269.98928605,5.142429267246766,"Good recommendation, implemented successfully","2025-11-26T12:04:47.949Z","2025-11-26T12:04:47.949Z"
"cmifyj7in0ile2o7gjnhgfi4f","OPERATIONAL","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":15,""targetProduction"":5972}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,30285650.52040018,,,"2025-11-26T12:04:47.951Z","2025-11-26T12:04:47.951Z"
"cmifyj7io0ilg2o7gnc7vyqxc","OPERATIONAL","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":7,""targetProduction"":7196}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-163","2025-10-05T03:00:11.261Z","cmifyisj4000v2o7g86qb5qnh","{""efficiency"":0.8758317699727844,""production"":7796}",7105167.831490143,8304656.830380848,-14.44357091918146,,"2025-11-26T12:04:47.953Z","2025-11-26T12:04:47.953Z"
"cmifyj7iq0ili2o7gwfrkqe1i","STRATEGIC","{""shift"":""SIANG"",""weather"":""RAINY"",""truckAvailable"":18,""targetProduction"":5807}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",2,"STRAT-164","2025-11-15T21:20:38.823Z","cmifyisj5000w2o7gmy5ml8lx","{""efficiency"":0.8316624294293125,""production"":4280}",15240928.18497377,14118859.03620474,7.947307540161175,"Good recommendation, implemented successfully","2025-11-26T12:04:47.955Z","2025-11-26T12:04:47.955Z"
"cmifyj7is0ilk2o7g9urfhfjc","MAINTENANCE","{""shift"":""PAGI"",""weather"":""SUNNY"",""truckAvailable"":17,""targetProduction"":7993}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,7259957.025663506,,,"2025-11-26T12:04:47.956Z","2025-11-26T12:04:47.956Z"
"cmifyj7it0ilm2o7g2f3g70mw","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":8,""targetProduction"":3389}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",,,,,,,15586101.65823128,,,"2025-11-26T12:04:47.958Z","2025-11-26T12:04:47.958Z"
"cmifyj7iv0ilo2o7gafnnxuvx","OPERATIONAL","{""shift"":""PAGI"",""weather"":""RAINY"",""truckAvailable"":16,""targetProduction"":6778}","[{""rank"":1,""score"":0.9,""strategy"":""Strategy A""},{""rank"":2,""score"":0.8,""strategy"":""Strategy B""},{""rank"":3,""score"":0.7,""strategy"":""Strategy C""}]",1,"STRAT-167","2025-10-13T17:38:59.411Z","cmifyisj9000z2o7gd9vsrro1","{""efficiency"":0.933447347085015,""production"":4994}",47211706.90788244,45143141.35483032,4.582236616616825,"Good recommendation, implemented successfully","2025-11-26T12:04:47.959Z","2025-11-26T12:04:47.959Z"
