"id","code","name","brand","model","yearManufacture","capacity","fuelCapacity","status","lastMaintenance","nextMaintenance","totalHours","totalDistance","currentOperatorId","currentLocation","isActive","purchaseDate","retirementDate","remarks","createdAt","updatedAt"
"cmifyiw2e04k42o7g7ciearu4","HD-0074","Mercedes-Benz Actros 4144-074","Mercedes-Benz","Actros 4144",2018,27,373,"IN_QUEUE","2025-11-13T12:04:32.992Z","2025-12-13T12:04:32.992Z",25820,391395,"cmifyivjl03tg2o7gxyd3acj3","ROM-01",true,"2018-02-06T17:00:00.000Z",,,"2025-11-26T12:04:33.110Z","2025-11-26T12:04:33.110Z"
"cmifyiw2g04k62o7gve3nnh6f","HD-0075","Scania G440-075","Scania","G440",2015,26,333,"LOADING","2025-10-25T12:04:32.992Z","2025-11-24T12:04:32.992Z",35157,528167,"cmifyivjn03ti2o7gmrbma5p2","PIT-03",false,"2015-10-14T17:00:00.000Z",,,"2025-11-26T12:04:33.112Z","2025-11-26T12:04:33.112Z"
"cmifyiw2h04k82o7gyi9csiyw","HD-0076","Hino Profia FM320-076","Hino","Profia FM320",2021,32,369,"LOADING","2025-10-16T12:04:32.992Z","2025-11-15T12:04:32.992Z",15660,241266,,"Workshop",true,"2021-01-19T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.113Z","2025-11-26T12:04:33.113Z"
"cmifyiw2j04ka2o7gacl1glt0","HD-0077","Hino Ranger FM285JD-077","Hino","Ranger FM285JD",2022,32,411,"LOADING","2025-10-21T12:04:32.992Z","2025-11-20T12:04:32.992Z",11017,168580,,"PIT-01",true,"2022-06-14T17:00:00.000Z",,,"2025-11-26T12:04:33.115Z","2025-11-26T12:04:33.115Z"
"cmifyiw2k04kc2o7g785chqzi","HD-0078","Scania R500-078","Scania","R500",2023,32,436,"MAINTENANCE","2025-11-11T12:04:32.992Z","2025-12-11T12:04:32.992Z",8853,137825,,"ROM-01",true,"2023-12-19T17:00:00.000Z",,,"2025-11-26T12:04:33.116Z","2025-11-26T12:04:33.116Z"
"cmifyiw2m04ke2o7gpg741mv7","HD-0079","Mitsubishi Fuso FV517RL-079","Mitsubishi Fuso","FV517RL",2020,33,355,"MAINTENANCE","2025-11-21T12:04:32.992Z","2025-12-21T12:04:32.992Z",18011,272053,,"ROM-01",true,"2020-01-08T17:00:00.000Z",,,"2025-11-26T12:04:33.118Z","2025-11-26T12:04:33.118Z"
"cmifyiw2n04kg2o7gyns04rf8","HD-0080","Mitsubishi Fuso FJ2528R-080","Mitsubishi Fuso","FJ2528R",2021,37,344,"STANDBY","2025-10-26T12:04:32.992Z","2025-11-25T12:04:32.992Z",15879,242609,,"Stockpile-01",true,"2021-02-25T17:00:00.000Z",,,"2025-11-26T12:04:33.119Z","2025-11-26T12:04:33.119Z"
"cmifyiw2p04ki2o7gn7recm9v","HD-0081","Volvo FMX500-081","Volvo","FMX500",2022,20,287,"REFUELING","2025-10-26T12:04:32.992Z","2025-11-25T12:04:32.992Z",10980,172079,,"Crusher",false,"2022-05-22T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.121Z","2025-11-26T12:04:33.121Z"
"cmifyiw2q04kk2o7gw0x06rc4","HD-0082","Mitsubishi Fuso FJ2528R-082","Mitsubishi Fuso","FJ2528R",2019,22,387,"HAULING","2025-10-28T12:04:32.992Z","2025-11-27T12:04:32.992Z",21274,319385,"cmifyivjy03tw2o7gs8lbt1ea","ROM-02",true,"2019-11-19T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.123Z","2025-11-26T12:04:33.123Z"
"cmifyiw2s04km2o7g11ejf3om","HD-0083","UD Trucks Quon GWE370-083","UD Trucks","Quon GWE370",2015,39,281,"REFUELING","2025-11-02T12:04:32.992Z","2025-12-02T12:04:32.992Z",36838,559911,"cmifyivjz03ty2o7gmm925f0a","ROM-02",true,"2015-04-09T17:00:00.000Z",,,"2025-11-26T12:04:33.124Z","2025-11-26T12:04:33.124Z"
"cmifyiw2u04ko2o7g4z13u4fs","HD-0084","Scania R500-084","Scania","R500",2020,27,317,"DUMPING","2025-10-29T12:04:32.992Z","2025-11-28T12:04:32.992Z",18097,279178,"cmifyivk003u02o7gz80aaysd","ROM-01",true,"2020-11-21T17:00:00.000Z",,,"2025-11-26T12:04:33.126Z","2025-11-26T12:04:33.126Z"
"cmifyiw2v04kq2o7gxw1pzjhw","HD-0085","Hino Ranger FM285JD-085","Hino","Ranger FM285JD",2015,27,412,"LOADING","2025-11-21T12:04:32.992Z","2025-12-21T12:04:32.992Z",35008,528581,"cmifyivk203u22o7gp5hcwd9e","Pool",true,"2015-06-10T17:00:00.000Z",,,"2025-11-26T12:04:33.128Z","2025-11-26T12:04:33.128Z"
"cmifyiw2x04ks2o7g0qfz255a","HD-0086","Hino FM285JM-086","Hino","FM285JM",2019,20,311,"DUMPING","2025-11-10T12:04:32.992Z","2025-12-10T12:04:32.992Z",22777,343561,"cmifyivk303u42o7geye2fdoh","PIT-02",true,"2019-05-25T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.129Z","2025-11-26T12:04:33.129Z"
"cmifyiw2y04ku2o7gxsuqbo7w","HD-0087","Scania G440-087","Scania","G440",2016,21,424,"IN_QUEUE","2025-10-13T12:04:32.992Z","2025-11-12T12:04:32.992Z",33274,500064,"cmifyivk403u62o7g8qwxmdna","Crusher",true,"2016-10-25T17:00:00.000Z",,,"2025-11-26T12:04:33.131Z","2025-11-26T12:04:33.131Z"
"cmifyiw3004kw2o7gtobpuv81","HD-0088","Hino FM260JD-088","Hino","FM260JD",2023,20,332,"MAINTENANCE","2025-11-15T12:04:32.992Z","2025-12-15T12:04:32.992Z",7728,121758,,"Pool",true,"2023-08-25T17:00:00.000Z",,,"2025-11-26T12:04:33.132Z","2025-11-26T12:04:33.132Z"
"cmifyiw3104ky2o7guucqwasc","HD-0089","Mercedes-Benz Actros 4144-089","Mercedes-Benz","Actros 4144",2016,20,371,"IDLE","2025-11-17T12:04:32.992Z","2025-12-17T12:04:32.992Z",32786,494515,"cmifyivk803ua2o7gqz20vt50","En-route",true,"2016-07-02T17:00:00.000Z",,,"2025-11-26T12:04:33.134Z","2025-11-26T12:04:33.134Z"
"cmifyiw3304l02o7gaanf4riw","HD-0090","Hino FM285JM-090","Hino","FM285JM",2017,28,333,"IN_QUEUE","2025-11-04T12:04:32.992Z","2025-12-04T12:04:32.992Z",29088,438426,"cmifyivk903uc2o7gays42oy3","PIT-03",true,"2017-10-03T17:00:00.000Z",,,"2025-11-26T12:04:33.135Z","2025-11-26T12:04:33.135Z"
"cmifyiw3404l22o7gpo4ivokc","HD-0091","Scania G440-091","Scania","G440",2020,36,345,"IDLE","2025-11-09T12:04:32.992Z","2025-12-09T12:04:32.992Z",17724,273280,"cmifyivka03ue2o7gnhh64tcx","En-route",true,"2020-10-21T17:00:00.000Z",,,"2025-11-26T12:04:33.137Z","2025-11-26T12:04:33.137Z"
"cmifyiw3604l42o7gh9oob5m3","HD-0092","Mitsubishi Fuso FV517RL-092","Mitsubishi Fuso","FV517RL",2024,36,389,"STANDBY","2025-11-06T12:04:32.992Z","2025-12-06T12:04:32.992Z",4199,72391,,"Crusher",true,"2024-09-23T17:00:00.000Z",,,"2025-11-26T12:04:33.139Z","2025-11-26T12:04:33.139Z"
"cmifyiw3804l62o7gscyt7oz6","HD-0093","Scania R500-093","Scania","R500",2021,38,269,"REFUELING","2025-11-14T12:04:32.992Z","2025-12-14T12:04:32.992Z",14997,226706,"cmifyivkd03ui2o7gfic3qcap","PIT-02",false,"2021-06-03T17:00:00.000Z",,,"2025-11-26T12:04:33.140Z","2025-11-26T12:04:33.140Z"
"cmifyiw3a04l82o7gdjsab5g8","HD-0094","UD Trucks Quon GWE370-094","UD Trucks","Quon GWE370",2022,20,395,"HAULING","2025-10-25T12:04:32.992Z","2025-11-24T12:04:32.992Z",10662,168789,,"ROM-01",true,"2022-09-22T17:00:00.000Z",,,"2025-11-26T12:04:33.142Z","2025-11-26T12:04:33.142Z"
"cmifyiw3b04la2o7gli8chyph","HD-0095","Hino Ranger FM285JD-095","Hino","Ranger FM285JD",2020,38,379,"STANDBY","2025-11-08T12:04:32.992Z","2025-12-08T12:04:32.992Z",18808,287045,,"PIT-03",true,"2020-07-08T17:00:00.000Z",,,"2025-11-26T12:04:33.144Z","2025-11-26T12:04:33.144Z"
"cmifyiw3d04lc2o7g4ozm0hil","HD-0096","Scania P410-096","Scania","P410",2015,31,358,"HAULING","2025-10-16T12:04:32.992Z","2025-11-15T12:04:32.992Z",36598,557353,,"Stockpile-01",true,"2015-11-12T17:00:00.000Z",,,"2025-11-26T12:04:33.145Z","2025-11-26T12:04:33.145Z"
"cmifyiw3f04le2o7gs9rm0s84","HD-0097","UD Trucks Quester CGE420-097","UD Trucks","Quester CGE420",2024,38,367,"MAINTENANCE","2025-11-26T12:04:32.992Z","2025-12-26T12:04:32.992Z",3728,60812,,"Crusher",true,"2024-08-08T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.147Z","2025-11-26T12:04:33.147Z"
"cmifyiw3g04lg2o7gk58mceve","HD-0098","Mitsubishi Fuso FJ2528R-098","Mitsubishi Fuso","FJ2528R",2019,27,272,"DUMPING","2025-10-24T12:04:32.992Z","2025-11-23T12:04:32.992Z",22540,347983,,"PIT-01",true,"2019-09-03T17:00:00.000Z",,"Fleet A","2025-11-26T12:04:33.148Z","2025-11-26T12:04:33.148Z"
"cmifyiw3i04li2o7gu89lc6mj","HD-0099","Mercedes-Benz Actros 4144-099","Mercedes-Benz","Actros 4144",2015,32,355,"STANDBY","2025-11-23T12:04:32.992Z","2025-12-23T12:04:32.992Z",36817,556008,,"PIT-01",true,"2015-03-18T17:00:00.000Z",,,"2025-11-26T12:04:33.150Z","2025-11-26T12:04:33.150Z"
"cmifyiw3j04lk2o7gx7ij10hy","HD-0100","Mitsubishi Fuso FJ2528R-100","Mitsubishi Fuso","FJ2528R",2016,38,319,"IDLE","2025-11-03T12:04:32.992Z","2025-12-03T12:04:32.992Z",31846,484379,"cmifyivko03uw2o7gsktoey1k","PIT-03",true,"2016-05-06T17:00:00.000Z",,,"2025-11-26T12:04:33.151Z","2025-11-26T12:04:33.151Z"
"cmifyiw3l04lm2o7gtsjcw7ea","HD-0101","Hino Profia FM320-101","Hino","Profia FM320",2018,25,373,"IDLE","2025-11-25T12:04:32.992Z","2025-12-25T12:04:32.992Z",26378,401262,"cmifyivkq03uy2o7gkxddklda","Workshop",true,"2018-07-20T17:00:00.000Z",,,"2025-11-26T12:04:33.153Z","2025-11-26T12:04:33.153Z"
"cmifyiw3n04lo2o7gjeryrohd","HD-0102","Mercedes-Benz Actros 4144-102","Mercedes-Benz","Actros 4144",2018,33,304,"REFUELING","2025-10-18T12:04:32.992Z","2025-11-17T12:04:32.992Z",25464,390056,"cmifyivkr03v02o7gncsjrvj6","Crusher",true,"2018-12-08T17:00:00.000Z",,,"2025-11-26T12:04:33.155Z","2025-11-26T12:04:33.155Z"
"cmifyiw3o04lq2o7grnfd82wg","HD-0103","Hino FM285JM-103","Hino","FM285JM",2024,32,291,"MAINTENANCE","2025-10-29T12:04:32.992Z","2025-11-28T12:04:32.992Z",3998,62677,,"Crusher",true,"2024-07-09T17:00:00.000Z",,,"2025-11-26T12:04:33.157Z","2025-11-26T12:04:33.157Z"
"cmifyiw3q04ls2o7g76pct51j","HD-0104","Volvo FMX500-104","Volvo","FMX500",2024,31,401,"IN_QUEUE","2025-10-16T12:04:32.992Z","2025-11-15T12:04:32.992Z",3568,56816,"cmifyivku03v42o7g3s8r0oyv","En-route",true,"2024-04-14T17:00:00.000Z",,,"2025-11-26T12:04:33.158Z","2025-11-26T12:04:33.158Z"
"cmifyiw3r04lu2o7gh1sn0va6","HD-0105","Volvo FMX500-105","Volvo","FMX500",2024,28,325,"IDLE","2025-10-31T12:04:32.992Z","2025-11-30T12:04:32.992Z",4716,70751,"cmifyivkv03v62o7gbidp7hc3","En-route",true,"2024-02-26T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.160Z","2025-11-26T12:04:33.160Z"
"cmifyiw3t04lw2o7gl11u4gzi","HD-0106","Volvo FM440-106","Volvo","FM440",2018,32,325,"DUMPING","2025-10-26T12:04:32.992Z","2025-11-25T12:04:32.992Z",25724,390509,"cmifyivkw03v82o7gec4n5dbm","En-route",true,"2018-09-27T17:00:00.000Z",,,"2025-11-26T12:04:33.161Z","2025-11-26T12:04:33.161Z"
"cmifyiw3u04ly2o7gw3b3ah3k","HD-0107","Mercedes-Benz Actros 4144-107","Mercedes-Benz","Actros 4144",2019,24,414,"HAULING","2025-10-17T12:04:32.992Z","2025-11-16T12:04:32.992Z",21178,325135,"cmifyivky03va2o7gvzkqrlm5","Crusher",true,"2019-08-16T17:00:00.000Z",,,"2025-11-26T12:04:33.163Z","2025-11-26T12:04:33.163Z"
"cmifyiw3w04m02o7grlmxxp7g","HD-0108","Scania R500-108","Scania","R500",2017,39,319,"STANDBY","2025-11-19T12:04:32.992Z","2025-12-19T12:04:32.992Z",29704,452528,,"Stockpile-01",true,"2017-09-14T17:00:00.000Z",,,"2025-11-26T12:04:33.164Z","2025-11-26T12:04:33.164Z"
"cmifyiw3x04m22o7govjzfqcz","HD-0109","Volvo FMX500-109","Volvo","FMX500",2023,35,280,"LOADING","2025-11-26T12:04:32.992Z","2025-12-26T12:04:32.992Z",7968,124397,"cmifyivl003ve2o7gahfvl9kr","Pool",true,"2023-09-02T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.166Z","2025-11-26T12:04:33.166Z"
"cmifyiw3z04m42o7gj50obykt","HD-0110","Mercedes-Benz Axor 3340-110","Mercedes-Benz","Axor 3340",2016,27,258,"LOADING","2025-10-26T12:04:32.992Z","2025-11-25T12:04:32.992Z",31855,479339,"cmifyivl103vg2o7g04cg4n7v","ROM-01",true,"2016-03-19T17:00:00.000Z",,,"2025-11-26T12:04:33.167Z","2025-11-26T12:04:33.167Z"
"cmifyiw4004m62o7gy0wictxt","HD-0111","Volvo FM440-111","Volvo","FM440",2024,33,343,"STANDBY","2025-11-17T12:04:32.992Z","2025-12-17T12:04:32.992Z",4088,71105,,"ROM-02",true,"2024-09-17T17:00:00.000Z",,,"2025-11-26T12:04:33.169Z","2025-11-26T12:04:33.169Z"
"cmifyiw4204m82o7gdjlv78y5","HD-0112","Volvo FMX500-112","Volvo","FMX500",2017,23,327,"LOADING","2025-11-03T12:04:32.992Z","2025-12-03T12:04:32.992Z",29130,441533,"cmifyivl503vk2o7g6dqfoyln","Stockpile-01",true,"2017-07-27T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.170Z","2025-11-26T12:04:33.170Z"
"cmifyiw4404ma2o7gth2llday","HD-0113","Scania G440-113","Scania","G440",2020,29,431,"DUMPING","2025-11-26T12:04:32.992Z","2025-12-26T12:04:32.992Z",18879,291239,"cmifyivl603vm2o7gi9t0gglb","PIT-03",true,"2020-02-08T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.173Z","2025-11-26T12:04:33.173Z"
"cmifyiw4604mc2o7g09uznga2","HD-0114","Hino FM260JD-114","Hino","FM260JD",2016,39,438,"MAINTENANCE","2025-11-19T12:04:32.992Z","2025-12-19T12:04:32.992Z",33466,504766,,"ROM-01",true,"2016-04-22T17:00:00.000Z",,,"2025-11-26T12:04:33.174Z","2025-11-26T12:04:33.174Z"
"cmifyiw4704me2o7gzd63g2bp","HD-0115","Mercedes-Benz Arocs 4143-115","Mercedes-Benz","Arocs 4143",2020,38,374,"LOADING","2025-11-26T12:04:32.992Z","2025-12-26T12:04:32.992Z",18612,286110,"cmifyivl903vq2o7g1gt0a82o","Crusher",true,"2020-12-07T17:00:00.000Z",,,"2025-11-26T12:04:33.176Z","2025-11-26T12:04:33.176Z"
"cmifyiw4904mg2o7gvnu753mk","HD-0116","UD Trucks Quester CGE420-116","UD Trucks","Quester CGE420",2015,26,260,"REFUELING","2025-10-24T12:04:32.992Z","2025-11-23T12:04:32.992Z",36982,557205,"cmifyivla03vs2o7gxnm64nrm","Crusher",true,"2015-06-09T17:00:00.000Z",,,"2025-11-26T12:04:33.177Z","2025-11-26T12:04:33.177Z"
"cmifyiw4a04mi2o7g6w08mn4x","HD-0117","Volvo FM440-117","Volvo","FM440",2018,22,369,"IN_QUEUE","2025-11-19T12:04:32.992Z","2025-12-19T12:04:32.992Z",25769,390559,"cmifyivlb03vu2o7gf58f4q14","Crusher",true,"2018-11-21T17:00:00.000Z",,,"2025-11-26T12:04:33.179Z","2025-11-26T12:04:33.179Z"
"cmifyiw4c04mk2o7gu724ouz3","HD-0118","Mercedes-Benz Axor 3340-118","Mercedes-Benz","Axor 3340",2022,30,360,"LOADING","2025-10-22T12:04:32.992Z","2025-11-21T12:04:32.992Z",12489,194286,"cmifyivlc03vw2o7gtd1zdbe3","PIT-02",true,"2022-04-19T17:00:00.000Z",,,"2025-11-26T12:04:33.180Z","2025-11-26T12:04:33.180Z"
"cmifyiw4e04mm2o7g4pcjn7ke","HD-0119","Mercedes-Benz Axor 3340-119","Mercedes-Benz","Axor 3340",2021,38,336,"MAINTENANCE","2025-11-05T12:04:32.992Z","2025-12-05T12:04:32.992Z",14354,217093,,"Stockpile-01",true,"2021-04-30T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.182Z","2025-11-26T12:04:33.182Z"
"cmifyiw4f04mo2o7gnziy8e6x","HD-0120","UD Trucks Quon GWE370-120","UD Trucks","Quon GWE370",2015,32,351,"REFUELING","2025-11-04T12:04:32.992Z","2025-12-04T12:04:32.992Z",36316,553665,"cmifyivlf03w02o7gvifhyuyx","Pool",false,"2015-01-23T17:00:00.000Z",,,"2025-11-26T12:04:33.183Z","2025-11-26T12:04:33.183Z"
"cmifyiw4g04mq2o7grregf22y","HD-0121","Volvo FMX500-121","Volvo","FMX500",2024,36,362,"REFUELING","2025-11-25T12:04:32.992Z","2025-12-25T12:04:32.992Z",4421,73270,"cmifyivlg03w22o7gt6tvbbq2","Stockpile-01",true,"2024-04-03T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.185Z","2025-11-26T12:04:33.185Z"
"cmifyiw4i04ms2o7g7frn1e1k","HD-0122","UD Trucks Quester CWE280-122","UD Trucks","Quester CWE280",2018,34,289,"DUMPING","2025-11-13T12:04:32.992Z","2025-12-13T12:04:32.992Z",26399,401305,"cmifyivlh03w42o7g2js1szl0","Pool",true,"2018-08-25T17:00:00.000Z",,,"2025-11-26T12:04:33.186Z","2025-11-26T12:04:33.186Z"
"cmifyiw4k04mu2o7gf2lrtkoy","HD-0123","Scania R500-123","Scania","R500",2018,33,331,"MAINTENANCE","2025-11-17T12:04:32.992Z","2025-12-17T12:04:32.992Z",25061,379332,,"En-route",true,"2018-12-01T17:00:00.000Z",,,"2025-11-26T12:04:33.188Z","2025-11-26T12:04:33.188Z"
"cmifyiw4l04mw2o7g0gfz1kl7","HD-0124","Scania R500-124","Scania","R500",2016,29,312,"LOADING","2025-11-07T12:04:32.992Z","2025-12-07T12:04:32.992Z",31860,482369,"cmifyivll03w82o7gp92t4b89","Stockpile-01",true,"2016-03-03T17:00:00.000Z",,,"2025-11-26T12:04:33.190Z","2025-11-26T12:04:33.190Z"
"cmifyiw4n04my2o7gbr0q9s5k","HD-0125","Mitsubishi Fuso FJ2528R-125","Mitsubishi Fuso","FJ2528R",2015,23,267,"IDLE","2025-10-27T12:04:32.992Z","2025-11-26T12:04:32.992Z",35193,528954,"cmifyivlm03wa2o7g3jwa394t","PIT-02",true,"2015-07-13T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.191Z","2025-11-26T12:04:33.191Z"
"cmifyiw4o04n02o7g6aapw8p5","HD-0126","UD Trucks Quon GWE370-126","UD Trucks","Quon GWE370",2019,30,426,"STANDBY","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",21989,339816,,"PIT-03",true,"2019-01-26T17:00:00.000Z",,,"2025-11-26T12:04:33.193Z","2025-11-26T12:04:33.193Z"
"cmifyiw4q04n22o7go2lhbgdk","HD-0127","Hino Profia FM320-127","Hino","Profia FM320",2016,28,399,"DUMPING","2025-10-31T12:04:32.992Z","2025-11-30T12:04:32.992Z",32580,491681,"cmifyivlp03we2o7guphl7qwj","Workshop",true,"2016-08-20T17:00:00.000Z",,,"2025-11-26T12:04:33.194Z","2025-11-26T12:04:33.194Z"
"cmifyiw4r04n42o7gtq8d4ffx","HD-0128","Scania R500-128","Scania","R500",2021,23,431,"LOADING","2025-10-21T12:04:32.992Z","2025-11-20T12:04:32.992Z",15996,248695,,"PIT-02",true,"2021-10-21T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.195Z","2025-11-26T12:04:33.195Z"
"cmifyiw4t04n62o7g5or4er8b","HD-0129","Volvo FMX500-129","Volvo","FMX500",2017,37,250,"IN_QUEUE","2025-11-08T12:04:32.992Z","2025-12-08T12:04:32.992Z",28352,425647,"cmifyivlr03wi2o7gy468ymc5","Pool",false,"2017-01-07T17:00:00.000Z",,,"2025-11-26T12:04:33.197Z","2025-11-26T12:04:33.197Z"
"cmifyiw4u04n82o7g4ja0z75o","HD-0130","Hino Ranger FM285JD-130","Hino","Ranger FM285JD",2022,24,405,"STANDBY","2025-10-24T12:04:32.992Z","2025-11-23T12:04:32.992Z",12378,194524,,"Crusher",true,"2022-12-02T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.198Z","2025-11-26T12:04:33.198Z"
"cmifyiw4v04na2o7gmcx8gbhp","HD-0131","Mitsubishi Fuso FJ2528R-131","Mitsubishi Fuso","FJ2528R",2022,39,317,"STANDBY","2025-11-10T12:04:32.992Z","2025-12-10T12:04:32.992Z",11136,167311,,"ROM-01",true,"2022-06-21T17:00:00.000Z",,,"2025-11-26T12:04:33.200Z","2025-11-26T12:04:33.200Z"
"cmifyiw4x04nc2o7gd1o1m5fr","HD-0132","UD Trucks Quon GWE370-132","UD Trucks","Quon GWE370",2024,29,378,"HAULING","2025-11-05T12:04:32.992Z","2025-12-05T12:04:32.992Z",3855,62783,"cmifyivlv03wo2o7g0kjp76kg","ROM-02",true,"2024-05-25T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.201Z","2025-11-26T12:04:33.201Z"
"cmifyiw4y04ne2o7gohvbgutk","HD-0133","UD Trucks Quon GWE370-133","UD Trucks","Quon GWE370",2024,29,291,"LOADING","2025-10-17T12:04:32.992Z","2025-11-16T12:04:32.992Z",4056,70527,"cmifyivlw03wq2o7gokokl6lu","PIT-01",true,"2024-01-22T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.203Z","2025-11-26T12:04:33.203Z"
"cmifyiw5004ng2o7gc8ihrz5k","HD-0134","Hino Profia FM320-134","Hino","Profia FM320",2018,34,412,"REFUELING","2025-11-06T12:04:32.992Z","2025-12-06T12:04:32.992Z",25711,388748,"cmifyivly03ws2o7gz0rpef1o","Crusher",true,"2018-12-01T17:00:00.000Z",,,"2025-11-26T12:04:33.204Z","2025-11-26T12:04:33.204Z"
"cmifyiw5204ni2o7gtouofn5f","HD-0135","Scania P410-135","Scania","P410",2016,38,342,"HAULING","2025-11-11T12:04:32.992Z","2025-12-11T12:04:32.992Z",31513,475464,"cmifyivlz03wu2o7ggz6502sy","Pool",true,"2016-10-08T17:00:00.000Z",,,"2025-11-26T12:04:33.206Z","2025-11-26T12:04:33.206Z"
"cmifyiw5304nk2o7gxv1vf0kv","HD-0136","UD Trucks Quon GWE370-136","UD Trucks","Quon GWE370",2018,38,394,"LOADING","2025-10-23T12:04:32.992Z","2025-11-22T12:04:32.992Z",26483,402848,"cmifyivm103ww2o7g0zae0odc","ROM-02",true,"2018-03-26T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.208Z","2025-11-26T12:04:33.208Z"
"cmifyiw5504nm2o7g75566ckh","HD-0137","Mitsubishi Fuso FV517RL-137","Mitsubishi Fuso","FV517RL",2021,27,402,"IDLE","2025-10-27T12:04:32.992Z","2025-11-26T12:04:32.992Z",15921,244552,"cmifyivm203wy2o7ghgiojgke","Crusher",true,"2021-09-02T17:00:00.000Z",,,"2025-11-26T12:04:33.209Z","2025-11-26T12:04:33.209Z"
"cmifyiw5604no2o7g9s2qpte0","HD-0138","UD Trucks Quon GWE370-138","UD Trucks","Quon GWE370",2019,37,338,"IDLE","2025-11-11T12:04:32.992Z","2025-12-11T12:04:32.992Z",22391,339033,"cmifyivm303x02o7g4br33gm0","Crusher",true,"2019-08-03T17:00:00.000Z",,,"2025-11-26T12:04:33.210Z","2025-11-26T12:04:33.210Z"
"cmifyiw5804nq2o7gpxk4kos1","HD-0139","UD Trucks Quester CWE280-139","UD Trucks","Quester CWE280",2020,33,430,"IN_QUEUE","2025-11-06T12:04:32.992Z","2025-12-06T12:04:32.992Z",19116,295434,"cmifyivm503x22o7gzqx60gsa","Crusher",true,"2020-12-24T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.212Z","2025-11-26T12:04:33.212Z"
"cmifyiw5904ns2o7g55oagpwn","HD-0140","Mitsubishi Fuso FV517RL-140","Mitsubishi Fuso","FV517RL",2020,37,294,"MAINTENANCE","2025-10-13T12:04:32.992Z","2025-11-12T12:04:32.992Z",17812,270612,,"PIT-03",true,"2020-02-24T17:00:00.000Z",,,"2025-11-26T12:04:33.213Z","2025-11-26T12:04:33.213Z"
"cmifyiw5a04nu2o7geb0oia8h","HD-0141","Volvo FM440-141","Volvo","FM440",2023,34,303,"LOADING","2025-10-30T12:04:32.992Z","2025-11-29T12:04:32.992Z",7178,108377,"cmifyivm703x62o7goo7j5qc6","ROM-01",true,"2023-09-10T17:00:00.000Z",,,"2025-11-26T12:04:33.215Z","2025-11-26T12:04:33.215Z"
"cmifyiw5c04nw2o7g2tqjzexf","HD-0142","Scania P410-142","Scania","P410",2024,23,302,"REFUELING","2025-10-28T12:04:32.992Z","2025-11-27T12:04:32.992Z",4602,70453,"cmifyivm903x82o7gvcumfbgo","PIT-03",false,"2024-08-06T17:00:00.000Z",,,"2025-11-26T12:04:33.216Z","2025-11-26T12:04:33.216Z"
"cmifyiw5d04ny2o7g8x3zqnm0","HD-0143","UD Trucks Quester CGE420-143","UD Trucks","Quester CGE420",2020,26,368,"MAINTENANCE","2025-10-23T12:04:32.992Z","2025-11-22T12:04:32.992Z",18993,291739,,"Crusher",true,"2020-01-09T17:00:00.000Z",,,"2025-11-26T12:04:33.218Z","2025-11-26T12:04:33.218Z"
"cmifyiw5f04o02o7g0lrl61me","HD-0144","Mercedes-Benz Actros 4144-144","Mercedes-Benz","Actros 4144",2021,20,293,"MAINTENANCE","2025-11-07T12:04:32.992Z","2025-12-07T12:04:32.992Z",15579,238963,,"ROM-02",true,"2021-11-08T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.219Z","2025-11-26T12:04:33.219Z"
"cmifyiw5h04o22o7g2t3nanxh","HD-0145","UD Trucks Quester CWE280-145","UD Trucks","Quester CWE280",2024,34,374,"HAULING","2025-11-18T12:04:32.992Z","2025-12-18T12:04:32.992Z",5348,86825,,"PIT-03",true,"2024-11-23T17:00:00.000Z",,,"2025-11-26T12:04:33.221Z","2025-11-26T12:04:33.221Z"
"cmifyiw5i04o42o7gslpz8om0","HD-0146","Scania R500-146","Scania","R500",2020,26,449,"HAULING","2025-11-03T12:04:32.992Z","2025-12-03T12:04:32.992Z",18170,278226,"cmifyivme03xg2o7groaqslap","Workshop",true,"2020-06-17T17:00:00.000Z",,"Fleet B","2025-11-26T12:04:33.223Z","2025-11-26T12:04:33.223Z"
